run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,15,24,34,44,51,19,17,17
2,0.0001,15,24,33,42,58,20,17,17
3,0.0001,15,24,33,42,51,19,17,17
4,0.0001,15,25,33,43,54,19,17,17
5,0.0001,15,28,46,43,54,19,17,17
6,0.0001,15,24,33,42,53,21,17,17
7,0.0001,15,26,33,43,28,20,17,17
8,0.0001,15,24,33,42,53,19,17,17
9,0.0001,15,24,43,34,54,19,17,17
10,0.0001,15,28,33,46,54,21,17,17
11,0.0001,15,24,33,42,51,19,17,17
12,0.0001,15,36,25,46,60,19,17,17
13,0.0001,15,24,59,34,42,20,17,17
14,0.0001,15,24,33,44,51,19,17,17
15,0.0001,15,24,33,45,47,21,17,17
16,0.0001,15,24,37,59,45,26,17,17
17,0.0001,15,24,34,42,58,19,17,17
18,0.0001,15,30,36,43,61,19,17,17
19,0.0001,15,24,53,34,44,19,17,17
20,0.0001,15,24,33,27,43,19,17,17
21,0.0001,15,27,33,42,51,19,17,17
22,0.0001,15,24,34,53,46,25,17,17
23,0.0001,15,26,33,45,53,21,17,17
24,0.0001,15,26,54,35,65,24,17,17
25,0.0001,15,24,33,42,30,19,17,17
26,0.0001,15,24,35,42,52,22,17,17
27,0.0001,15,25,36,57,49,20,17,17
28,0.0001,15,25,35,57,43,19,17,17
29,0.0001,15,24,33,43,50,26,17,17
30,0.0001,15,25,36,45,29,21,17,17
31,0.0001,15,44,25,37,56,22,17,17
32,0.0001,15,25,35,45,55,21,17,17
33,0.0001,15,24,34,43,57,19,17,17
34,0.0001,15,24,35,44,52,19,17,17
35,0.0001,15,37,28,59,45,19,17,17
36,0.0001,15,25,33,47,28,20,17,17
37,0.0001,15,24,33,43,63,19,17,17
38,0.0001,15,34,26,42,53,21,17,17
39,0.0001,15,24,33,45,67,19,17,17
40,0.0001,15,24,33,29,43,21,17,17
41,0.0001,15,24,35,45,56,19,17,17
42,0.0001,15,24,33,42,50,19,17,17
43,0.0001,15,25,34,54,46,19,17,17
44,0.0001,15,24,33,43,59,19,17,17
45,0.0001,15,24,33,43,54,22,17,17
46,0.0001,15,24,49,35,49,22,17,17
47,0.0001,15,24,33,61,53,20,17,17
48,0.0001,15,24,35,46,55,19,17,17
49,0.0001,15,24,34,46,28,20,17,17
50,0.0001,15,24,33,42,51,20,17,17
