run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,39,34,68,93,83,115,73,105
2,0.0001,40,62,47,94,113,97,79,80
3,0.0001,37,54,46,99,61,82,67,85
4,0.0001,38,33,111,88,75,63,79,91
5,0.0001,50,55,75,88,69,94,111,99
6,0.0001,38,43,56,78,93,127,90,67
7,0.0001,43,46,65,67,94,86,98,106
8,0.0001,38,34,64,75,93,87,80,111
9,0.0001,39,33,81,96,69,106,89,62
10,0.0001,36,33,61,89,81,97,64,109
11,0.0001,38,65,52,95,74,70,111,93
12,0.0001,38,35,79,74,66,97,90,107
13,0.0001,41,64,44,92,84,101,123,109
14,0.0001,36,36,64,85,63,115,91,101
15,0.0001,38,50,44,87,75,83,73,98
16,0.0001,40,37,63,95,77,77,109,91
17,0.0001,42,36,63,89,67,105,101,109
18,0.0001,36,42,51,65,92,66,81,85
19,0.0001,36,46,48,70,69,94,100,105
20,0.0001,40,35,64,98,63,70,94,80
21,0.0001,49,61,43,67,93,110,121,86
22,0.0001,53,75,107,97,112,132,137,124
23,0.0001,40,34,60,74,97,69,87,104
24,0.0001,53,61,74,78,84,88,105,95
25,0.0001,36,54,43,64,102,81,84,95
26,0.0001,34,41,59,65,80,77,92,95
27,0.0001,38,33,59,66,87,81,105,119
28,0.0001,51,64,56,49,94,74,101,82
29,0.0001,45,43,61,71,66,87,98,96
30,0.0001,39,61,51,44,92,59,101,84
31,0.0001,43,39,58,63,84,84,105,98
32,0.0001,35,53,43,67,59,98,85,104
33,0.0001,36,38,59,79,61,79,88,96
34,0.0001,39,38,52,88,79,68,75,102
35,0.0001,37,43,50,62,70,101,84,86
36,0.0001,36,47,65,72,53,102,92,82
37,0.0001,40,35,57,62,111,89,95,115
38,0.0001,34,49,38,76,84,67,112,93
39,0.0001,41,67,60,45,107,97,78,86
40,0.0001,34,37,74,52,89,82,97,102
41,0.0001,36,43,84,57,62,108,69,88
42,0.0001,38,43,51,57,87,117,80,101
43,0.0001,41,46,52,67,81,80,72,93
44,0.0001,39,60,51,71,90,78,92,104
45,0.0001,38,43,96,64,68,89,99,117
46,0.0001,37,37,72,82,98,60,89,100
47,0.0001,44,41,70,58,102,88,80,94
48,0.0001,34,57,47,57,85,82,91,75
49,0.0001,36,58,44,97,73,101,87,82
50,0.0001,34,46,39,61,71,87,76,99
