run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,10,15,22,17,18,10,23,12
2,0.0001,11,15,14,29,17,10,21,12
3,0.0001,10,15,17,26,23,10,19,12
4,0.0001,10,15,25,18,18,10,20,12
5,0.0001,13,15,19,26,17,10,21,12
6,0.0001,10,18,22,17,16,10,21,12
7,0.0001,10,15,24,26,17,10,19,12
8,0.0001,10,15,18,23,15,10,21,12
9,0.0001,10,15,24,18,16,10,20,12
10,0.0001,10,16,18,25,17,10,21,12
11,0.0001,10,15,22,20,18,12,19,12
12,0.0001,10,16,18,28,19,10,21,12
13,0.0001,13,15,14,27,17,10,25,12
14,0.0001,12,15,14,21,21,11,19,12
15,0.0001,10,16,24,19,18,10,21,12
16,0.0001,11,15,14,24,19,10,20,12
17,0.0001,10,15,19,23,19,11,19,12
18,0.0001,10,16,25,18,18,11,19,12
19,0.0001,10,15,18,27,19,12,19,12
20,0.0001,10,15,22,20,20,12,20,12
21,0.0001,10,16,18,21,19,10,24,12
22,0.0001,10,15,16,23,23,10,16,12
23,0.0001,10,15,22,23,16,10,20,12
24,0.0001,10,15,18,21,16,10,19,12
25,0.0001,10,17,21,29,22,10,21,12
26,0.0001,11,15,14,28,19,10,26,12
27,0.0001,10,16,16,30,18,10,20,12
28,0.0001,11,15,14,22,17,10,27,12
29,0.0001,10,15,19,24,17,10,21,12
30,0.0001,10,15,17,22,23,10,16,12
31,0.0001,10,15,22,19,18,12,22,12
32,0.0001,11,15,16,21,18,10,23,12
33,0.0001,11,15,22,19,16,11,19,12
34,0.0001,10,15,16,19,21,10,22,12
35,0.0001,10,15,24,17,16,10,17,12
36,0.0001,10,16,17,27,27,10,17,12
37,0.0001,12,15,14,22,17,11,24,12
38,0.0001,11,15,24,17,19,10,19,12
39,0.0001,10,15,20,16,19,10,23,12
40,0.0001,10,15,17,28,18,11,23,12
41,0.0001,15,15,14,26,16,10,19,12
42,0.0001,12,15,17,23,17,11,22,12
43,0.0001,10,15,27,20,23,10,19,13
44,0.0001,11,16,22,20,16,10,19,13
45,0.0001,10,15,17,26,17,12,22,12
46,0.0001,10,16,16,26,17,10,19,12
47,0.0001,10,15,18,17,17,10,22,12
48,0.0001,12,15,18,26,19,11,21,12
49,0.0001,10,16,21,28,17,10,23,12
50,0.0001,10,15,18,23,17,12,21,12
