run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,9,13,15,24,65,22,31,34
2,0.0001,9,12,16,32,34,52,29,18
3,0.0001,9,13,18,29,22,30,17,32
4,0.0001,9,13,15,20,19,25,37,37
5,0.0001,9,14,14,17,34,32,24,39
6,0.0001,9,13,24,44,16,29,50,39
7,0.0001,9,14,25,15,33,25,37,32
8,0.0001,9,14,14,17,37,28,19,26
9,0.0001,9,13,20,16,41,26,23,28
10,0.0001,9,13,18,16,17,25,45,26
11,0.0001,9,14,14,17,33,32,28,37
12,0.0001,9,14,18,15,26,33,32,49
13,0.0001,9,14,17,15,20,28,39,23
14,0.0001,9,21,14,26,30,30,47,20
15,0.0001,9,35,21,16,55,24,55,28
16,0.0001,9,12,22,15,41,33,40,28
17,0.0001,9,13,16,22,25,31,29,21
18,0.0001,9,14,19,14,28,40,25,33
19,0.0001,9,13,19,31,19,36,19,27
20,0.0001,9,17,14,20,17,37,46,40
21,0.0001,9,13,19,28,45,23,19,41
22,0.0001,9,14,14,15,27,34,24,41
23,0.0001,9,14,14,23,29,37,25,18
24,0.0001,9,13,17,18,30,37,27,28
25,0.0001,9,13,15,39,40,18,35,38
26,0.0001,9,14,19,35,16,44,22,35
27,0.0001,9,13,24,37,36,20,41,22
28,0.0001,9,14,38,16,16,28,25,43
29,0.0001,9,14,14,19,21,23,28,37
30,0.0001,9,13,20,28,20,16,19,39
31,0.0001,9,14,16,15,25,35,28,25
32,0.0001,9,14,14,17,37,25,20,26
33,0.0001,9,13,14,18,21,30,29,23
34,0.0001,9,13,16,32,19,31,27,26
35,0.0001,9,13,19,18,45,24,49,30
36,0.0001,9,12,14,24,29,36,50,20
37,0.0001,9,13,21,28,26,19,19,22
38,0.0001,9,13,16,16,18,28,49,47
39,0.0001,9,13,15,35,22,31,28,28
40,0.0001,9,14,18,15,33,33,25,32
41,0.0001,9,20,19,15,32,21,23,16
42,0.0001,9,13,16,18,17,20,25,34
43,0.0001,9,12,14,31,31,46,23,39
44,0.0001,9,13,16,16,20,23,41,27
45,0.0001,9,13,20,16,19,20,39,37
46,0.0001,9,14,14,18,23,21,31,45
47,0.0001,9,13,16,27,33,22,45,42
48,0.0001,9,13,18,18,45,30,23,34
49,0.0001,9,13,15,32,30,17,22,26
50,0.0001,9,13,20,35,29,18,31,26
