run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,30,20,29,47,64,53,36,14
2,0.0001,25,21,25,51,31,50,44,14
3,0.0001,24,34,33,47,57,38,27,14
4,0.0001,32,21,41,35,54,43,29,14
5,0.0001,33,52,39,25,61,53,69,14
6,0.0001,20,33,24,36,61,55,70,14
7,0.0001,26,47,21,36,49,30,65,14
8,0.0001,21,31,25,33,41,61,45,14
9,0.0001,26,22,36,33,39,54,45,14
10,0.0001,27,38,21,46,56,65,53,14
11,0.0001,26,26,38,40,55,47,62,14
12,0.0001,28,19,41,29,47,37,60,14
13,0.0001,31,30,22,38,67,102,94,14
14,0.0001,38,26,30,37,56,45,58,14
15,0.0001,24,19,51,24,33,43,38,14
16,0.0001,24,21,36,30,50,44,55,14
17,0.0001,26,20,26,35,43,61,64,14
18,0.0001,25,30,20,50,54,41,84,14
19,0.0001,26,21,48,40,43,55,33,14
20,0.0001,26,20,37,44,51,64,69,14
21,0.0001,26,24,19,32,45,54,84,14
22,0.0001,19,32,29,37,40,55,59,14
23,0.0001,24,21,48,26,56,60,43,14
24,0.0001,21,31,33,41,56,43,48,14
25,0.0001,28,19,23,35,53,43,61,14
26,0.0001,27,24,19,38,35,61,59,14
27,0.0001,18,38,45,28,35,74,61,14
28,0.0001,24,18,25,55,30,36,90,14
29,0.0001,35,31,39,42,51,64,45,14
30,0.0001,19,30,21,27,35,59,64,14
31,0.0001,28,18,32,38,54,45,65,14
32,0.0001,36,38,31,42,56,66,29,14
33,0.0001,32,36,33,40,58,79,25,14
34,0.0001,25,27,20,32,40,47,84,14
35,0.0001,24,21,29,34,68,44,58,14
36,0.0001,25,45,23,41,34,71,50,14
37,0.0001,40,19,29,38,49,68,64,14
38,0.0001,22,34,25,50,40,64,75,14
39,0.0001,22,35,28,39,57,71,64,14
40,0.0001,28,24,21,56,32,42,60,14
41,0.0001,26,21,38,53,35,50,32,14
42,0.0001,28,38,19,38,61,53,29,14
43,0.0001,26,31,20,43,37,62,48,14
44,0.0001,33,27,19,42,58,48,90,14
45,0.0001,20,25,30,37,60,85,54,14
46,0.0001,21,49,26,50,70,61,68,14
47,0.0001,25,25,19,34,55,49,62,14
48,0.0001,27,19,23,46,49,61,55,14
49,0.0001,24,19,31,24,64,45,57,14
50,0.0001,24,21,36,30,40,62,66,14
