run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,49,42,94,53,80,83,69,46
2,0.0001,47,57,67,76,87,98,53,45
3,0.0001,62,50,58,71,85,103,69,46
4,0.0001,39,53,56,87,74,79,69,42
5,0.0001,41,54,89,64,99,65,55,46
6,0.0001,37,69,44,74,87,92,54,45
7,0.0001,42,51,68,84,90,85,58,47
8,0.0001,37,54,51,93,84,86,56,44
9,0.0001,36,78,42,88,48,90,59,49
10,0.0001,38,58,47,80,68,94,81,47
11,0.0001,39,50,61,74,92,100,58,47
12,0.0001,41,94,55,60,71,86,55,45
13,0.0001,68,46,50,83,80,91,54,45
14,0.0001,42,58,73,65,75,83,108,53
15,0.0001,40,53,62,69,81,95,52,42
16,0.0001,45,51,59,92,101,86,55,44
17,0.0001,39,53,58,88,62,75,110,53
18,0.0001,55,63,48,76,74,103,65,45
19,0.0001,57,66,90,84,77,55,86,46
20,0.0001,48,59,48,58,87,123,98,70
21,0.0001,49,43,95,83,59,79,92,39
22,0.0001,45,51,80,78,90,116,62,46
23,0.0001,39,43,56,106,92,80,68,44
24,0.0001,48,61,64,57,107,96,74,46
25,0.0001,42,58,71,89,100,70,52,44
26,0.0001,71,70,55,82,64,115,57,44
27,0.0001,44,91,39,67,79,85,62,46
28,0.0001,41,91,47,81,73,88,50,43
29,0.0001,45,61,55,95,70,98,57,48
30,0.0001,41,51,78,98,95,64,67,40
31,0.0001,44,52,86,59,75,104,71,44
32,0.0001,36,56,63,76,90,97,75,51
33,0.0001,60,42,70,85,95,79,69,43
34,0.0001,43,66,57,66,98,92,54,42
35,0.0001,37,54,49,89,99,83,54,45
36,0.0001,37,69,55,94,61,103,59,45
37,0.0001,46,73,54,62,100,56,86,47
38,0.0001,49,57,76,64,98,77,61,52
39,0.0001,43,49,90,69,87,80,60,50
40,0.0001,37,53,59,89,79,83,55,44
41,0.0001,42,76,50,90,75,81,66,48
42,0.0001,39,46,96,65,81,95,56,46
43,0.0001,47,52,60,107,96,76,60,65
44,0.0001,45,52,71,59,80,109,66,48
45,0.0001,55,62,66,73,102,70,102,40
46,0.0001,41,49,57,100,91,87,61,56
47,0.0001,41,59,69,108,76,85,62,45
48,0.0001,43,50,56,92,109,97,63,52
49,0.0001,47,69,77,83,55,101,57,43
50,0.0001,54,67,43,83,95,94,65,48
