5,3
35,4
30,9
32,4
6,6
45,4
4,7
13,13
12,5
28,5
23,7
41,1
43,5
11,8
36,5
39,7
7,7
25,13
34,6
50,5
2,4
10,4
18,13
26,7
27,3
42,7
16,5
20,2
19,6
49,11
44,1
9,5
31,4
29,11
46,6
21,10
38,7
24,10
8,10
17,7
37,2
1,7
22,6
47,12
14,13
3,3
33,4
40,9
48,5
15,5
