5,5
35,3
30,1
32,0
6,1
45,4
4,0
13,5
12,1
28,1
23,4
41,4
43,3
11,3
36,4
39,3
7,1
25,3
34,3
50,3
2,2
10,9
18,4
26,2
27,9
42,2
16,5
20,2
19,8
49,3
44,0
9,5
31,2
29,11
46,2
21,7
38,4
24,6
8,4
17,9
37,3
1,7
22,6
47,4
14,3
3,5
33,3
40,0
48,2
15,2
