5,35
35,48
30,33
32,19
6,52
45,31
4,10
13,37
12,40
28,25
23,35
41,25
43,34
11,23
36,30
39,42
7,24
25,46
34,43
50,26
2,26
10,33
18,26
26,15
27,41
42,29
16,43
20,22
19,40
49,11
44,33
9,30
31,26
29,18
46,18
21,35
38,39
24,40
8,28
17,30
37,24
1,23
22,44
47,29
14,37
3,20
33,28
40,20
48,17
15,37
