run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,39,68,47,48,72,83,91,107
2,0.0001,77,58,50,53,95,88,80,110
3,0.0001,36,37,65,106,109,78,75,95
4,0.0001,38,58,42,77,115,67,83,89
5,0.0001,39,33,72,59,97,87,81,75
