map_name,n_runs,univ_aggregate_welfare,univ_aggregate_welfare_sd,univ_inequality,univ_inequality_sd,univ_cardinal_harm,univ_cardinal_harm_sd,univ_ordinal_harm_blind,univ_ordinal_harm_blind_sd,univ_gini,univ_gini_sd
10esque,5,-1.787012987012987,0.32604904191938544,0.36883116883116873,0.0690879796273786,1.922077922077922,0.4046866610618931,4.6,2.073644135332772,0.03034245646696278,0.006792471099561374
7esque,5,-1.7733333333333334,0.23954689739043325,0.4177777777777778,0.08520128672302585,1.8533333333333335,0.21920169414502574,3.2,1.9235384061671346,0.04491465815755144,0.014878475807901439
9esque,5,-1.8125,0.5958479019197955,0.36250000000000004,0.235978312327402,2.4291666666666667,0.628220867476824,8.0,2.23606797749979,0.02307483528457362,0.03660800914701029
maybe_4,5,-0.046511627906976785,0.7690258494784398,0.27441860465116275,0.18043874177926347,1.311627906976744,0.5405663756561211,11.0,1.0,0.0553286295024209,0.0312310314070062
maybe_5,5,0.5448275862068965,0.2653156422299496,-0.13103448275862067,0.09008517570767675,0.6655172413793105,0.07957228109802983,10.2,1.4832396974191326,-0.0333400107211412,0.017935339427520437
maybe_6,5,0.5960784313725489,0.18735496761711773,-0.18823529411764706,0.06876736437941247,0.2,0.15526143446924826,5.0,1.0,-0.04283377678254524,0.014914486032986231
new_maybe_1,5,-1.6186046511627907,0.3083478891900879,0.5023255813953489,0.17449610681213087,2.4139534883720932,0.3794334109676851,9.8,2.16794833886788,0.04531250577237882,0.03212040894447868
new_maybe_2,5,-0.004545454545454542,0.21999718255145564,-0.045454545454545435,0.07005015912464745,0.3954545454545454,0.21834747499046273,3.4,1.140175425099138,-0.02017782788492934,0.015162843051257592
new_maybe_3,5,-0.061016949152542355,0.34101088379550626,-0.13220338983050844,0.13633272916739123,0.888135593220339,0.3614583122051885,8.2,1.9235384061671343,-0.04452765655219222,0.02914972972634815
new_maybe_4,5,-5.446428571428571,0.7629619711281519,1.2071428571428573,0.17432449802665398,5.521428571428571,0.7877813718259138,5.4,0.5477225575051661,0.09442712482866895,0.011644078653771046
new_maybe_5,5,-7.483018867924528,1.884366364763926,2.5679245283018863,0.8860745789646388,7.592452830188679,1.8199284467917398,6.6,2.1908902300206643,0.1318779798356512,0.07603702129420745
new_maybe_6,5,-4.691666666666667,0.6063895887408798,0.7666666666666667,0.2255394767120726,4.691666666666667,0.6063895887408798,6.6,1.816590212458495,0.05483486922549954,0.01676832850301351
no_line_1,5,0.8444444444444443,0.17284832429004485,-0.22666666666666663,0.11044243235368158,0.06222222222222218,0.07436978013636224,2.6,1.8165902124584952,-0.04418724308898364,0.035108967536682946
no_line_2,5,2.114285714285714,0.21122147729730356,-0.3095238095238095,0.060702613257056975,0.038095238095238085,0.039840953644479773,10.8,1.0954451150103324,-0.019719318173463597,0.01918374293717972
no_line_3,5,0.586046511627907,0.23852802613875504,-0.14418604651162792,0.11321545529895893,0.14418604651162786,0.08122906603057202,3.0,1.4142135623730951,-0.03707081134900272,0.02415954615405194
no_line_A,5,1.8095238095238095,0.17086547731437293,-0.36190476190476184,0.04259177099999599,0.01428571428571428,0.013041013273932521,3.6,1.6733200530681511,-0.058669094026138846,0.013850548284258364
no_line_B,5,1.9000000000000004,0.27992032352730206,-0.25652173913043474,0.1509265648496503,0.17391304347826084,0.13488775702163974,10.8,2.4899799195977463,-0.04528508678356582,0.03603922386426072
no_line_C,5,2.132,0.15912259424732858,-0.236,0.06228964600958976,0.072,0.06099180272790763,8.8,1.6431676725154982,-0.012969003011895418,0.021092555564652258
no_line_D,5,0.1945945945945946,0.32172380843141574,0.05405405405405406,0.09930363822093963,0.35135135135135137,0.15168881297732195,3.2,0.8366600265340756,0.01013798971218576,0.014384790930185857
yes_line_10,5,-3.555844155844156,1.2937372662236544,0.503896103896104,0.07136951513783943,3.5896103896103897,1.2574151792629933,5.0,1.5811388300841898,0.00864315176618862,0.034317011620919886
yes_line_7,5,-2.591111111111111,0.22366200249042018,0.5155555555555555,0.07436978013636227,2.6399999999999997,0.2550236009412404,3.6,1.6733200530681511,0.040097960329251045,0.025830857877893264
yes_line_8,5,-4.8275862068965525,0.3884096664161659,0.9758620689655173,0.04967193203754456,4.8275862068965525,0.3884096664161659,3.2,2.2803508501982757,0.05898094054854158,0.011751423224842109
yes_line_9,5,-4.632258064516129,0.6024576789640647,1.2516129032258063,0.19542104814014138,5.148387096774194,0.6059022906773625,10.2,1.6431676725154984,0.11075403208495753,0.026109270173344593
yes_line_B,5,-2.228125,0.5956589379103616,0.434375,0.10150238605569822,2.4875,0.5534647614686051,9.4,1.1401754250991378,0.05289923102124966,0.019605598429867692
yes_line_C,5,-1.8666666666666667,0.13698697784375516,0.6444444444444443,0.2119864892037656,2.822222222222222,0.18525924445036743,12.6,1.816590212458495,0.06227071584464059,0.031705709885438596
yes_line_D,5,-1.9272727272727272,0.23310693463560153,0.08181818181818182,0.09722386198276103,2.327272727272727,0.2739555673691668,9.8,1.9235384061671346,-0.032728457590951,0.021777784228026485
yes_line_E,5,-3.0903225806451617,0.3743881585149459,0.6225806451612904,0.12262308263708524,3.0903225806451617,0.3743881585149459,3.0,1.0,0.0681595764091684,0.013393288687291942
yes_line_F,5,-2.372549019607843,0.3194935438588299,1.207843137254902,0.09259387414209864,2.9137254901960787,0.29756153670735613,8.0,1.224744871391589,0.17674902113043262,0.009144850022959129
