country,stimulus,judgment_mean,judgment_stdev,sample_size
Japan,new_yes_7_1cut,1.588235294117647,0.9571943553260709,34
Japan,noline_B_1cut,3.8,1.4710889042143453,40
Japan,new_yes_9_1cut,3.097560975609756,1.5460413650478515,41
Japan,new_maybe_4_bad,2.175,1.2787714456682282,40
Japan,new_no_1_1cut,3.735294117647059,1.3774993489392235,34
Japan,new_yes_9esque_1cut,3.230769230769231,1.4949307053389402,39
Japan,new_maybe_2_1cut,3.6904761904761907,1.439649266875235,42
Japan,noline_C_1cut,3.638888888888889,1.3554709835705032,36
Japan,yesline_E_1cut,1.6944444444444444,1.1419142936176314,36
Japan,new_maybe_6_1cut,3.4615384615384617,1.5016859620922542,39
Japan,new_maybe_5_bad,1.5675675675675675,0.8987812903080524,37
Japan,new_maybe_3_badder,1.5853658536585367,1.1396405081449494,41
Japan,noline_A_1cut,3.6578947368421053,1.5470340548929675,38
Japan,new_no_3_1cut,3.8333333333333335,1.3735082171923965,48
Japan,new_maybe_3_bad,2.642857142857143,1.226166514204939,42
Japan,new_yes_8_1cut,2.53125,1.2696043325738624,32
Japan,new_yes_10_bad,1.45,0.9857965671450025,40
Japan,new_maybe_3_1cut,3.0,1.1982893790305562,40
Japan,yesline_B_badder,1.8048780487804879,1.0540282774935865,41
Japan,yesline_D_bad,2.3181818181818183,1.196365178610597,44
Japan,yesline_D_badder,1.7027027027027026,1.0505253940784125,37
Japan,new_yes_10mod_1cut,1.9230769230769231,1.109400392450458,39
Japan,maybe_5_1cut,3.857142857142857,1.4578873550688634,42
Japan,yesline_F_1cut,3.738095238095238,1.5935774114608414,42
Japan,new_no_2_1cut,4.116279069767442,1.179372357807753,43
Japan,yesline_B_1cut,3.324324324324324,1.4917188827742394,37
Japan,new_maybe_1_1cut,2.3255813953488373,1.4593039800919798,43
Japan,noline_D_1cut,3.85,1.2719861311935432,40
