country,split_half_corr,subsample_size,seed,portion_excluded,n_after_exclusions,label
Brazil,0.8076000586809114,2059,788717,0.2446043165467626,105,N = 105
Brazil,0.7556072384839077,2059,870414,0.2446043165467626,105,N = 105
Brazil,0.6618216941955539,2059,482842,0.2446043165467626,105,N = 105
Brazil,0.718357391754107,2059,60138,0.2446043165467626,105,N = 105
Brazil,0.6883867201067964,2059,162333,0.2446043165467626,105,N = 105
Brazil,0.6264893402751447,2059,683688,0.2446043165467626,105,N = 105
Brazil,0.6930797100314281,2059,41563,0.2446043165467626,105,N = 105
Brazil,0.6872662151486666,2059,671238,0.2446043165467626,105,N = 105
Brazil,0.7309635692243803,2059,139734,0.2446043165467626,105,N = 105
Brazil,0.7492964317872266,2059,611017,0.2446043165467626,105,N = 105
Brazil,0.6126874906655029,2059,548738,0.2446043165467626,105,N = 105
Brazil,0.7164166802843697,2059,60137,0.2446043165467626,105,N = 105
Brazil,0.675998388951365,2059,178486,0.2446043165467626,105,N = 105
Brazil,0.665408899606359,2059,977769,0.2446043165467626,105,N = 105
Brazil,0.7161577850793146,2059,403427,0.2446043165467626,105,N = 105
Brazil,0.6787901532258196,2059,438951,0.2446043165467626,105,N = 105
Brazil,0.6977568651685329,2059,453288,0.2446043165467626,105,N = 105
Brazil,0.636392893005897,2059,532595,0.2446043165467626,105,N = 105
Brazil,0.6008586435202382,2059,193048,0.2446043165467626,105,N = 105
Brazil,0.7324776712162739,2059,3132,0.2446043165467626,105,N = 105
Brazil,0.8001482479492987,2059,645734,0.2446043165467626,105,N = 105
Brazil,0.7136945687938052,2059,251267,0.2446043165467626,105,N = 105
Brazil,0.6335028799566315,2059,657644,0.2446043165467626,105,N = 105
Brazil,0.6919743230615891,2059,858490,0.2446043165467626,105,N = 105
Brazil,0.7728259034453008,2059,430907,0.2446043165467626,105,N = 105
Brazil,0.6754650361905862,2059,425298,0.2446043165467626,105,N = 105
Brazil,0.6589908449346153,2059,175989,0.2446043165467626,105,N = 105
Brazil,0.6316692160568127,2059,735818,0.2446043165467626,105,N = 105
Brazil,0.696495421091393,2059,698900,0.2446043165467626,105,N = 105
Brazil,0.6800620956729855,2059,922043,0.2446043165467626,105,N = 105
Brazil,0.7224724281884791,2059,775964,0.2446043165467626,105,N = 105
Brazil,0.774765625933317,2059,153474,0.2446043165467626,105,N = 105
Brazil,0.6112748854712519,2059,803483,0.2446043165467626,105,N = 105
Brazil,0.6215640004126514,2059,992259,0.2446043165467626,105,N = 105
Brazil,0.7446432026000043,2059,357628,0.2446043165467626,105,N = 105
Brazil,0.675983465649478,2059,182331,0.2446043165467626,105,N = 105
Brazil,0.6585137385847784,2059,851945,0.2446043165467626,105,N = 105
Brazil,0.568771888213273,2059,940112,0.2446043165467626,105,N = 105
Brazil,0.6010288663259801,2059,974896,0.2446043165467626,105,N = 105
Brazil,0.5942294415176421,2059,86883,0.2446043165467626,105,N = 105
Brazil,0.6898120058642769,2059,878964,0.2446043165467626,105,N = 105
Brazil,0.6793086565594582,2059,468210,0.2446043165467626,105,N = 105
Brazil,0.7622640370897773,2059,431765,0.2446043165467626,105,N = 105
Brazil,0.6934347001793966,2059,828989,0.2446043165467626,105,N = 105
Brazil,0.6184338643536599,2059,905231,0.2446043165467626,105,N = 105
Brazil,0.6974249941329439,2059,281052,0.2446043165467626,105,N = 105
Brazil,0.7543793560563941,2059,760105,0.2446043165467626,105,N = 105
Brazil,0.7160508550303911,2059,869091,0.2446043165467626,105,N = 105
Brazil,0.6735336523333588,2059,865336,0.2446043165467626,105,N = 105
Brazil,0.7616121776067506,2059,976416,0.2446043165467626,105,N = 105
