run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,19,28,39,50,38,56,42,30,0.03389830508474576,7.0,0.6949152542372882,-0.0847457627118644,-0.039190484489368904
2,0.0001,17,29,39,52,40,44,39,32,0.2033898305084746,7.0,0.559322033898305,-0.11864406779661017,-0.05997656813266028
3,0.0001,17,24,37,58,40,45,32,30,0.3559322033898305,8.0,0.5423728813559322,-0.01694915254237288,-0.018632601822577533
4,0.0001,19,32,61,45,51,42,36,30,-0.2033898305084746,10.0,1.0677966101694916,0.0,-0.03160393071285794
5,0.0001,24,41,43,43,49,62,47,30,-0.5932203389830508,7.0,1.1864406779661016,-0.06779661016949153,-0.0674875795683898
6,0.0001,22,28,36,44,51,45,42,33,0.05084745762711865,7.0,0.6101694915254238,-0.22033898305084745,-0.07143949991257204
7,0.0001,21,30,49,62,44,36,46,31,-0.2542372881355932,8.0,1.0338983050847457,-0.01694915254237288,-0.03678229665071764
8,0.0001,19,23,30,51,43,37,39,30,0.5423728813559322,6.0,0.3559322033898305,-0.1694915254237288,-0.042714783281733615
9,0.0001,21,27,36,48,37,49,49,30,0.11864406779661017,5.0,0.5084745762711864,-0.23728813559322035,-0.05530081516923602
10,0.0001,19,28,35,39,50,42,44,32,0.2542372881355932,5.0,0.4406779661016949,-0.1864406779661017,-0.06407075213986513
11,0.0001,22,28,49,45,45,39,35,31,0.1694915254237288,9.0,0.7457627118644068,-0.2542372881355932,-0.07118242033655564
12,0.0001,21,25,33,39,45,43,42,31,0.423728813559322,6.0,0.3050847457627119,-0.3050847457627119,-0.0741723259762308
13,0.0001,21,24,37,52,42,36,43,31,0.3050847457627119,7.0,0.5254237288135594,-0.1864406779661017,-0.0560130658814868
14,0.0001,17,27,33,50,39,40,41,32,0.423728813559322,5.0,0.3898305084745763,-0.15254237288135594,-0.058939351065836476
15,0.0001,21,29,39,50,38,44,34,30,0.3220338983050847,8.0,0.5932203389830508,-0.22033898305084745,-0.07171052631578934
16,0.0001,21,30,54,36,47,41,70,30,-0.423728813559322,6.0,1.0169491525423728,0.11864406779661017,-0.010048392257238747
17,0.0001,23,33,58,38,39,49,57,30,-0.3898305084745763,6.0,0.9152542372881356,-0.11864406779661017,-0.043246016417189725
18,0.0001,24,30,46,45,51,40,35,32,0.01694915254237288,9.0,0.864406779661017,-0.2542372881355932,-0.07811142956400885
19,0.0001,19,28,37,57,41,47,35,32,0.13559322033898305,8.0,0.6271186440677966,-0.06779661016949153,-0.042540896159317
20,0.0001,24,29,41,53,48,38,35,32,0.06779661016949153,9.0,0.847457627118644,-0.22033898305084745,-0.07057017543859634
21,0.0001,19,30,39,60,45,42,37,30,0.03389830508474576,8.0,0.8135593220338984,-0.01694915254237288,-0.04167392819797833
22,0.0001,21,26,49,54,41,42,32,32,0.11864406779661017,8.0,0.7796610169491526,-0.15254237288135594,-0.04519980506822607
23,0.0001,22,29,38,41,41,41,31,33,0.4745762711864407,8.0,0.4406779661016949,-0.3898305084745763,-0.10397597254004576
24,0.0001,19,27,35,50,42,45,38,30,0.3050847457627119,7.0,0.4745762711864407,-0.1864406779661017,-0.0560130658814868
25,0.0001,19,27,35,58,46,39,40,31,0.15254237288135594,7.0,0.6779661016949152,-0.05084745762711865,-0.03816904549509359
26,0.0001,17,29,39,54,44,38,42,31,0.1694915254237288,8.0,0.6440677966101694,-0.0847457627118644,-0.050774257071249496
27,0.0001,21,23,50,37,39,53,40,31,0.1694915254237288,6.0,0.559322033898305,-0.1694915254237288,-0.04227085571070521
28,0.0001,21,31,33,50,41,52,41,30,0.0847457627118644,7.0,0.6101694915254238,-0.1864406779661017,-0.058825470867804874
29,0.0001,19,29,48,38,45,41,35,32,0.288135593220339,8.0,0.576271186440678,-0.22033898305084745,-0.07091280029341629
30,0.0001,19,27,34,48,56,41,70,30,-0.3559322033898305,6.0,0.9491525423728814,0.15254237288135594,0.009301619433198516
31,0.0001,17,32,67,40,52,42,33,30,-0.15254237288135594,9.0,1.0677966101694916,0.13559322033898305,-0.008754413990247123
32,0.0001,17,40,59,26,42,43,44,30,0.05084745762711865,7.0,0.8135593220338984,0.0,-0.030741825493967312
33,0.0001,19,31,48,36,58,42,44,30,-0.06779661016949153,8.0,0.7966101694915254,-0.05084745762711865,-0.04165242652084755
34,0.0001,17,29,39,38,51,38,41,32,0.3220338983050847,6.0,0.4915254237288136,-0.13559322033898305,-0.06732456140350873
35,0.0001,21,24,37,37,46,40,43,33,0.3898305084745763,5.0,0.3389830508474576,-0.288135593220339,-0.07778844352875058
36,0.0001,21,63,56,34,41,53,44,30,-0.6440677966101694,10.0,1.305084745762712,0.0,-0.030336257309941494
37,0.0001,21,34,41,50,51,46,48,31,-0.3050847457627119,8.0,0.8813559322033898,-0.2033898305084746,-0.07059087937234376
38,0.0001,21,32,61,77,48,40,38,30,-0.7288135593220338,10.0,1.5932203389830508,0.23728813559322035,0.007820794782344986
39,0.0001,19,28,40,54,38,39,33,31,0.3728813559322034,8.0,0.6271186440677966,-0.11864406779661017,-0.059187196715192236
40,0.0001,21,29,33,43,56,52,42,33,-0.0847457627118644,6.0,0.711864406779661,-0.11864406779661017,-0.045829075114971696
41,0.0001,17,27,33,40,50,44,43,30,0.3389830508474576,6.0,0.3728813559322034,-0.15254237288135594,-0.04790585618977006
42,0.0001,21,28,66,39,53,46,57,30,-0.6101694915254238,6.0,1.11864406779661,0.05084745762711865,-0.010178018575851322
43,0.0001,17,25,46,45,40,37,39,31,0.4067796610169492,9.0,0.4915254237288136,-0.22033898305084745,-0.05902255639097742
44,0.0001,21,28,37,52,44,42,37,31,0.2033898305084746,7.0,0.6271186440677966,-0.1864406779661017,-0.06596971881759184
45,0.0001,25,36,44,72,64,43,46,30,-0.9491525423728814,9.0,1.6271186440677967,0.0847457627118644,-0.023209064327485374
46,0.0001,19,25,30,40,49,46,47,30,0.3050847457627119,4.0,0.3050847457627119,-0.2033898305084746,-0.042027051895472844
47,0.0001,21,29,72,43,48,47,33,30,-0.3220338983050847,8.0,1.152542372881356,0.15254237288135594,-0.00870743034055721
48,0.0001,23,29,56,50,44,38,38,30,-0.06779661016949153,9.0,0.9661016949152542,-0.15254237288135594,-0.053827751196172224
49,0.0001,29,30,46,55,47,39,38,30,-0.1694915254237288,9.0,1.0508474576271187,-0.2711864406779661,-0.08144066376131409
50,0.0001,21,32,31,48,40,45,46,32,0.15254237288135594,5.0,0.4745762711864407,-0.2542372881355932,-0.07545718108831401
