run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,45,41,59,52,78,91,69,95,-2.3548387096774195,4.0,2.3548387096774195,0.41935483870967744,0.05477594339622649
2,0.0001,45,37,61,61,93,83,103,97,-3.161290322580645,3.0,3.1774193548387095,0.6129032258064516,0.07165948275862077
3,0.0001,37,46,38,58,64,75,96,75,-1.6935483870967742,2.0,1.7580645161290323,0.5,0.06726099182004086
4,0.0001,50,62,45,71,78,90,86,107,-3.306451612903226,3.0,3.306451612903226,0.5483870967741935,0.04194078947368429
5,0.0001,38,34,74,94,84,59,89,64,-2.4516129032258065,8.0,2.5161290322580645,0.5161290322580645,0.0678638059701493
6,0.0001,38,45,72,50,83,62,75,94,-2.1774193548387095,4.0,2.1774193548387095,0.45161290322580644,0.051270472061657024
7,0.0001,38,36,59,105,115,57,114,97,-3.8225806451612905,7.0,3.8548387096774195,0.8225806451612904,0.11506139291465378
8,0.0001,37,42,55,65,80,98,90,71,-2.4838709677419355,3.0,2.4838709677419355,0.532258064516129,0.06441682156133832
9,0.0001,37,41,56,66,80,86,73,100,-2.5,2.0,2.5,0.5645161290322581,0.06339865491651198
10,0.0001,36,47,38,69,66,90,94,102,-2.5483870967741935,2.0,2.6129032258064515,0.6129032258064516,0.09219326568265673
11,0.0001,34,38,67,92,104,60,77,84,-2.774193548387097,7.0,2.774193548387097,0.6774193548387096,0.07992356115107913
12,0.0001,36,48,43,64,55,75,76,104,-1.8870967741935485,2.0,1.8870967741935485,0.6451612903225806,0.07301022954091807
13,0.0001,38,33,51,62,94,94,84,59,-2.1129032258064515,6.0,2.2419354838709675,0.532258064516129,0.08698422330097078
14,0.0001,36,39,89,60,106,56,94,87,-2.9516129032258065,6.0,2.9516129032258065,0.6774193548387096,0.0870535714285714
15,0.0001,35,39,53,62,75,73,102,89,-2.3225806451612905,2.0,2.3225806451612905,0.6290322580645161,0.07907196969696972
16,0.0001,42,36,67,61,82,108,84,117,-3.435483870967742,3.0,3.467741935483871,0.8548387096774194,0.09602701005025116
17,0.0001,42,34,69,106,59,97,72,88,-2.9516129032258065,7.0,3.0161290322580645,0.7096774193548387,0.08220348324514992
18,0.0001,37,43,56,73,75,93,81,95,-2.725806451612903,1.0,2.725806451612903,0.4838709677419355,0.05631216094032543
19,0.0001,44,63,52,65,95,108,111,117,-4.370967741935484,1.0,4.370967741935484,0.7258064516129032,0.07593034351145045
20,0.0001,39,34,62,68,85,95,108,94,-3.2419354838709675,3.0,3.306451612903226,0.7419354838709677,0.08528311965811963
21,0.0001,40,77,45,86,60,97,92,88,-3.2419354838709675,5.0,3.2419354838709675,0.46774193548387094,0.045966880341880234
22,0.0001,42,34,98,85,101,118,73,86,-4.080645161290323,8.0,4.145161290322581,0.9032258064516129,0.07881181318681318
23,0.0001,41,46,64,79,76,89,51,95,-2.532258064516129,4.0,2.6451612903225805,0.41935483870967744,0.04982093345656202
24,0.0001,37,33,60,68,94,73,82,100,-2.629032258064516,3.0,2.7096774193548385,0.6290322580645161,0.0791533363802559
25,0.0001,34,50,43,61,87,71,82,92,-2.193548387096774,3.0,2.193548387096774,0.4838709677419355,0.0665865384615385
26,0.0001,40,51,43,75,68,60,83,87,-1.9838709677419355,3.0,1.9838709677419355,0.3064516129032258,0.0407729289940828
27,0.0001,35,43,66,88,69,54,100,85,-2.5161290322580645,5.0,2.5161290322580645,0.5967741935483871,0.07025462962962958
28,0.0001,36,42,54,71,85,95,68,98,-2.661290322580645,3.0,2.661290322580645,0.5483870967741935,0.07163592896174853
29,0.0001,34,45,41,69,62,85,93,77,-1.967741935483871,4.0,1.9838709677419355,0.5,0.07244318181818188
30,0.0001,38,34,59,64,108,94,78,97,-3.032258064516129,4.0,3.096774193548387,0.7419354838709677,0.09429632867132876
31,0.0001,37,50,39,65,72,80,85,99,-2.306451612903226,1.0,2.3548387096774195,0.5483870967741935,0.07112784629981017
32,0.0001,34,47,39,70,77,62,92,96,-2.1451612903225805,3.0,2.193548387096774,0.5483870967741935,0.08332325918762096
33,0.0001,42,73,59,80,49,83,92,95,-3.0483870967741935,3.0,3.064516129032258,0.4032258064516129,0.03569480802792313
34,0.0001,36,40,38,76,70,95,86,97,-2.4838709677419355,3.0,2.5483870967741935,0.532258064516129,0.0895097583643123
35,0.0001,55,51,75,71,66,93,99,86,-3.4193548387096775,5.0,3.4193548387096775,0.3225806451612903,0.014366610738254959
36,0.0001,38,43,109,74,90,66,104,93,-3.7580645161290325,5.0,3.7580645161290325,0.6935483870967742,0.07275628038897897
37,0.0001,44,33,50,62,77,66,99,85,-2.129032258064516,3.0,2.2096774193548385,0.6129032258064516,0.07279554263565902
38,0.0001,44,59,38,72,73,66,108,99,-2.8225806451612905,5.0,2.8870967741935485,0.6774193548387096,0.07242285330948128
39,0.0001,35,37,86,66,68,87,104,116,-3.467741935483871,2.0,3.4838709677419355,0.8548387096774194,0.09575855592654414
40,0.0001,36,46,44,73,61,64,84,89,-1.8225806451612903,3.0,1.8225806451612903,0.4032258064516129,0.055363430583500906
41,0.0001,39,45,75,80,69,61,88,101,-2.806451612903226,4.0,2.806451612903226,0.5483870967741935,0.050123207885304666
