run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,23,36,44,47,54,40,34,21,-1.3409090909090908,12.0,2.0,0.11363636363636363,-0.01404682274247504
2,0.0001,23,42,56,49,30,30,43,24,-1.2954545454545454,11.0,1.9318181818181819,0.11363636363636363,-0.0037037037037037646
3,0.0001,34,28,61,48,35,53,40,22,-1.8409090909090908,10.0,2.340909090909091,0.25,-0.001713395638629267
4,0.0001,18,28,28,60,52,44,41,22,-1.2045454545454546,8.0,1.7045454545454546,0.3181818181818182,0.040443686006825796
5,0.0001,23,51,32,52,46,40,28,28,-1.3636363636363635,11.0,2.0,0.022727272727272728,-0.016666666666666607
6,0.0001,28,30,39,58,46,32,50,39,-1.8636363636363635,6.0,2.0681818181818183,0.045454545454545456,-0.038354037267080754
7,0.0001,23,34,51,52,46,41,27,21,-1.25,12.0,2.0681818181818183,0.06818181818181818,0.003389830508474523
8,0.0001,37,28,29,55,25,48,44,21,-1.0681818181818181,11.0,1.75,0.13636363636363635,0.003135888501742068
9,0.0001,34,28,48,39,45,27,22,37,-0.9090909090909091,13.0,1.6818181818181819,-0.045454545454545456,-0.03750000000000009
10,0.0001,31,28,37,49,44,30,39,25,-0.9772727272727273,11.0,1.5681818181818181,-0.09090909090909091,-0.05088339222614846
11,0.0001,35,28,46,41,32,44,25,28,-0.8863636363636364,12.0,1.5909090909090908,-0.1590909090909091,-0.05448028673835137
12,0.0001,31,28,54,46,39,35,43,21,-1.2954545454545454,10.0,1.8409090909090908,0.11363636363636363,-0.02306397306397301
13,0.0001,18,28,30,42,59,40,53,24,-1.2272727272727273,7.0,1.6818181818181819,0.29545454545454547,0.030782312925170086
14,0.0001,18,30,30,54,35,56,47,35,-1.4772727272727273,5.0,1.6818181818181819,0.22727272727272727,0.004098360655737654
15,0.0001,30,28,47,34,46,55,45,19,-1.4545454545454546,9.0,2.022727272727273,0.18181818181818182,-0.008059210526315752
16,0.0001,28,54,28,56,49,32,37,34,-1.7727272727272727,10.0,2.159090909090909,0.0,-0.025628930817610085
17,0.0001,33,28,41,58,29,50,46,21,-1.5,10.0,2.090909090909091,0.20454545454545456,-0.00016339869281045694
18,0.0001,27,47,38,52,42,28,33,23,-1.1363636363636365,13.0,1.9545454545454546,0.022727272727272728,-0.024137931034482696
19,0.0001,33,28,55,47,42,38,43,25,-1.6136363636363635,10.0,2.0454545454545454,0.045454545454545456,-0.038745980707395544
20,0.0001,23,52,52,32,32,37,41,21,-1.1363636363636365,11.0,1.6590909090909092,0.06818181818181818,-0.005172413793103514
21,0.0001,23,36,44,33,61,50,32,21,-1.3636363636363635,11.0,2.0681818181818183,0.2727272727272727,0.01416666666666666
22,0.0001,30,28,43,51,46,33,27,37,-1.25,11.0,1.7727272727272727,-0.09090909090909091,-0.04745762711864421
23,0.0001,32,28,45,41,34,54,24,32,-1.1363636363636365,10.0,1.7727272727272727,0.045454545454545456,-0.03534482758620694
