run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,14,19,20,22,23,23,33,31,1.0930232558139534,1.0,0.0,-0.20930232558139536,-0.043872320596458625
2,0.0001,15,19,20,22,22,27,32,34,0.9534883720930233,0.0,0.0,-0.20930232558139536,-0.037709875428777906
3,0.0001,15,20,18,24,23,23,30,35,1.0232558139534884,3.0,0.023255813953488372,-0.18604651162790697,-0.04007703595011014
4,0.0001,14,19,19,23,23,27,30,30,1.0930232558139534,0.0,0.0,-0.27906976744186046,-0.05198042870456665
5,0.0001,15,21,21,20,26,27,29,30,1.0,2.0,0.046511627906976744,-0.3023255813953488,-0.06661649334063147
6,0.0001,15,19,20,21,25,39,30,35,0.6511627906976745,2.0,0.09302325581395349,-0.09302325581395349,-0.008240365111561898
7,0.0001,14,21,19,24,23,30,24,36,0.9534883720930233,3.0,0.046511627906976744,-0.13953488372093023,-0.037709875428777906
8,0.0001,15,19,22,22,22,23,34,33,0.9767441860465116,1.0,0.0,-0.20930232558139536,-0.04550816696914706
9,0.0001,14,19,20,26,24,27,30,33,0.9069767441860465,1.0,0.0,-0.20930232558139536,-0.04437645167053783
10,0.0001,14,19,19,22,27,28,26,32,1.0465116279069768,2.0,0.0,-0.23255813953488372,-0.04801309238428919
11,0.0001,14,18,21,31,24,32,26,33,0.7674418604651163,3.0,0.09302325581395349,-0.20930232558139536,-0.033421417431987566
12,0.0001,14,18,21,23,22,26,33,35,0.9302325581395349,1.0,0.0,-0.16279069767441862,-0.026086566091954033
13,0.0001,14,20,21,27,22,30,24,30,1.0232558139534884,3.0,0.023255813953488372,-0.27906976744186046,-0.06002384446074838
14,0.0001,15,21,22,22,21,27,30,33,0.9534883720930233,2.0,0.046511627906976744,-0.23255813953488372,-0.057343383282181026
15,0.0001,15,22,20,22,33,23,26,36,0.813953488372093,3.0,0.11627906976744186,-0.16279069767441862,-0.03826798529669184
16,0.0001,15,19,23,22,23,23,37,25,1.0465116279069768,2.0,0.0,-0.13953488372093023,-0.056034482758620774
17,0.0001,15,19,21,21,24,30,27,28,1.0930232558139534,2.0,0.0,-0.3023255813953488,-0.06549394221808025
18,0.0001,14,19,19,23,26,23,33,32,1.0,2.0,0.0,-0.20930232558139536,-0.036193212917351
19,0.0001,14,19,24,21,25,30,30,24,1.0465116279069768,4.0,0.023255813953488372,-0.27906976744186046,-0.061382076341508496
20,0.0001,14,19,22,22,24,23,33,27,1.1162790697674418,2.0,0.0,-0.20930232558139536,-0.05875187406296867
21,0.0001,14,19,21,23,21,29,29,32,1.0232558139534884,1.0,0.0,-0.23255813953488372,-0.04672597212032281
22,0.0001,14,19,22,22,22,24,32,30,1.0930232558139534,1.0,0.0,-0.23255813953488372,-0.054683131407269325
23,0.0001,14,19,23,22,24,26,24,34,1.069767441860465,2.0,0.0,-0.18604651162790697,-0.058722654801631524
24,0.0001,15,19,23,27,23,30,25,32,0.8837209302325582,3.0,0.0,-0.2558139534883721,-0.05990046214006406
25,0.0001,15,19,21,23,23,32,26,37,0.8372093023255814,1.0,0.0,-0.13953488372093023,-0.03179978888106971
26,0.0001,14,19,22,24,23,23,29,33,1.0465116279069768,2.0,0.0,-0.20930232558139536,-0.054697584362898954
27,0.0001,14,20,20,24,23,30,24,29,1.1162790697674418,3.0,0.023255813953488372,-0.27906976744186046,-0.06554535232383807
28,0.0001,16,21,18,22,25,27,29,33,0.9534883720930233,1.0,0.06976744186046512,-0.2558139534883721,-0.05341668171150027
29,0.0001,15,19,19,21,27,33,22,31,1.0465116279069768,3.0,0.0,-0.23255813953488372,-0.03999170200995761
30,0.0001,14,19,19,25,23,23,29,40,0.9302325581395349,2.0,0.0,-0.046511627906976744,-0.018274066091954033
31,0.0001,14,18,20,22,23,30,36,36,0.7674418604651163,0.0,0.0,-0.13953488372093023,-0.00829578929128405
32,0.0001,14,19,19,25,24,26,31,28,1.069767441860465,2.0,0.0,-0.2558139534883721,-0.056034482758620774
33,0.0001,15,21,20,23,25,32,26,33,0.8604651162790697,2.0,0.046511627906976744,-0.23255813953488372,-0.050906277630415664
34,0.0001,14,19,20,21,22,28,33,34,0.9534883720930233,0.0,0.0,-0.18604651162790697,-0.02723867124029611
35,0.0001,14,21,21,21,23,28,37,32,0.813953488372093,1.0,0.046511627906976744,-0.11627906976744186,-0.029384736565727376
