run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,23,31,14,16,15,18,22,28,2.42,11.0,0.12,-0.22,0.010603792415169844
2,0.0001,22,27,14,16,15,18,20,22,2.68,11.0,0.02,-0.3,-0.02732683982683981
3,0.0001,22,26,14,20,15,18,22,25,2.52,10.0,0.0,-0.32,-0.031635802469135665
4,0.0001,22,29,14,16,15,18,25,22,2.54,10.0,0.06,-0.26,-0.008410973084886031
5,0.0001,22,24,14,17,15,17,22,25,2.64,9.0,0.0,-0.34,-0.03205128205128194
6,0.0001,22,24,14,22,15,18,23,22,2.56,10.0,0.0,-0.36,-0.05052083333333335
7,0.0001,22,26,14,17,15,17,20,22,2.7,11.0,0.0,-0.32,-0.033905228758169814
8,0.0001,22,24,14,17,25,17,19,25,2.5,10.0,0.0,-0.34,-0.03770449897750505
9,0.0001,22,28,14,17,15,19,18,22,2.66,11.0,0.04,-0.28,-0.025672043010752654
10,0.0001,22,25,14,18,15,18,25,19,2.64,11.0,0.0,-0.34,-0.033653846153846034
11,0.0001,22,26,14,16,15,18,23,21,2.66,11.0,0.0,-0.32,-0.02889784946236551
12,0.0001,22,33,14,22,15,18,23,21,2.4,12.0,0.14,-0.18,-0.007440476190476053
13,0.0001,22,24,14,16,15,21,20,29,2.54,10.0,0.0,-0.26,-0.014622153209109756
14,0.0001,22,29,14,30,15,18,21,23,2.32,13.0,0.06,-0.24,-0.0019379844961240345
15,0.0001,22,27,14,17,15,18,20,21,2.68,12.0,0.02,-0.3,-0.032196969696969724
16,0.0001,22,21,14,16,15,19,28,23,2.6,9.0,0.0,-0.28,-0.02083333333333326
17,0.0001,23,24,14,16,15,19,23,25,2.58,9.0,0.02,-0.34,-0.03026729559748431
18,0.0001,23,26,14,16,15,19,21,23,2.62,11.0,0.02,-0.32,-0.02879511677282376
19,0.0001,22,24,14,26,15,33,19,22,2.26,12.0,0.0,-0.18,-0.0008333333333332416
20,0.0001,22,21,14,24,26,17,19,22,2.46,12.0,0.0,-0.32,-0.0481060606060606
21,0.0001,22,29,14,16,21,21,21,32,2.24,10.0,0.06,-0.2,-0.008049242424242431
22,0.0001,22,25,14,25,15,18,20,22,2.54,13.0,0.0,-0.34,-0.03636128364389224
23,0.0001,22,27,14,17,15,18,26,22,2.54,10.0,0.02,-0.3,-0.017727743271221508
24,0.0001,22,29,14,17,15,21,25,22,2.46,10.0,0.06,-0.26,-0.01628787878787863
25,0.0001,22,26,14,16,15,19,21,32,2.46,10.0,0.0,-0.2,0.006439393939394078
26,0.0001,22,27,14,18,15,19,23,21,2.58,11.0,0.02,-0.3,-0.03183962264150941
27,0.0001,22,27,14,18,15,19,21,23,2.58,11.0,0.02,-0.3,-0.03183962264150941
28,0.0001,22,27,14,17,15,18,24,21,2.6,11.0,0.02,-0.3,-0.023997890295358593
29,0.0001,22,27,14,16,15,18,21,22,2.66,11.0,0.02,-0.3,-0.02728494623655897
30,0.0001,22,26,14,16,15,18,19,21,2.74,12.0,0.0,-0.32,-0.03407836644591611
31,0.0001,22,23,14,16,15,21,17,22,2.76,11.0,0.0,-0.38,-0.04583333333333317
32,0.0001,22,26,14,17,15,18,20,22,2.68,11.0,0.0,-0.32,-0.03544372294372278
33,0.0001,22,24,14,16,15,19,23,23,2.64,10.0,0.0,-0.36,-0.038461538461538325
34,0.0001,22,28,14,20,15,26,31,25,2.14,9.0,0.04,-0.22,-0.004258747697974075
35,0.0001,22,26,14,17,15,19,19,27,2.58,10.0,0.0,-0.3,-0.019261006289308158
36,0.0001,22,21,14,16,15,18,28,25,2.58,9.0,0.0,-0.28,-0.01297169811320753
37,0.0001,22,27,14,16,15,19,23,21,2.62,11.0,0.02,-0.3,-0.02561040339702747
38,0.0001,22,22,14,23,15,18,19,22,2.66,12.0,0.0,-0.38,-0.0547043010752688
39,0.0001,22,24,14,16,15,19,19,21,2.76,12.0,0.0,-0.36,-0.04583333333333317
40,0.0001,22,24,14,16,15,18,20,23,2.72,11.0,0.0,-0.36,-0.038925438596491224
41,0.0001,22,24,14,16,25,19,24,20,2.48,11.0,0.0,-0.34,-0.04369918699186992
42,0.0001,22,25,14,20,15,19,22,23,2.56,10.0,0.0,-0.34,-0.04583333333333317
43,0.0001,22,26,14,30,15,19,24,34,2.08,10.0,0.0,-0.16,0.015851449275362306
44,0.0001,22,31,14,24,15,19,19,21,2.46,14.0,0.1,-0.22,-0.01325757575757569
45,0.0001,22,23,14,16,15,18,21,23,2.72,10.0,0.0,-0.38,-0.04385964912280693
46,0.0001,22,26,14,24,15,18,21,19,2.58,14.0,0.0,-0.32,-0.033411949685534514
47,0.0001,22,26,14,16,21,18,22,22,2.54,10.0,0.0,-0.32,-0.04723084886128359
48,0.0001,22,26,14,16,19,22,20,25,2.48,10.0,0.0,-0.32,-0.039126016260162544
49,0.0001,22,25,14,16,15,18,20,23,2.7,11.0,0.0,-0.34,-0.033905228758169814
50,0.0001,22,24,14,16,19,17,22,25,2.58,9.0,0.0,-0.34,-0.03970125786163514
