run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,11,15,14,26,18,10,21,12,2.3095238095238093,10.0,0.0,-0.2857142857142857,-0.009350393700787496
2,0.0001,10,15,18,17,22,10,23,12,2.3095238095238093,9.0,0.0,-0.35714285714285715,-0.01919291338582685
3,0.0001,11,15,22,18,18,10,21,12,2.3095238095238093,10.0,0.0,-0.38095238095238093,-0.03494094488188981
4,0.0001,12,15,14,21,17,10,19,12,2.4761904761904763,10.0,0.0,-0.40476190476190477,-0.054166666666666696
5,0.0001,10,15,22,17,17,10,21,12,2.380952380952381,9.0,0.0,-0.38095238095238093,-0.030241935483870996
6,0.0001,11,15,14,21,17,10,19,12,2.5,10.0,0.0,-0.40476190476190477,-0.047794117647058876
7,0.0001,11,15,14,23,16,10,19,12,2.4761904761904763,10.0,0.0,-0.35714285714285715,-0.03750000000000009
8,0.0001,10,15,22,18,18,10,21,12,2.3333333333333335,9.0,0.0,-0.38095238095238093,-0.028769841269841168
9,0.0001,11,17,14,22,20,10,17,12,2.4047619047619047,11.0,0.0,-0.38095238095238093,-0.038109756097560954
10,0.0001,10,15,22,18,18,10,21,12,2.3333333333333335,9.0,0.0,-0.38095238095238093,-0.028769841269841168
11,0.0001,10,15,18,25,21,10,17,12,2.2857142857142856,11.0,0.0,-0.30952380952380953,-0.01171875
12,0.0001,11,15,22,18,16,10,17,12,2.4523809523809526,11.0,0.0,-0.38095238095238093,-0.04803719008264462
13,0.0001,10,15,17,25,18,10,19,12,2.3333333333333335,9.0,0.0,-0.30952380952380953,-0.018849206349206282
14,0.0001,10,15,22,18,16,10,21,12,2.380952380952381,9.0,0.0,-0.38095238095238093,-0.02822580645161299
15,0.0001,10,15,18,23,16,10,19,12,2.4047619047619047,9.0,0.0,-0.35714285714285715,-0.029979674796748013
16,0.0001,11,15,15,23,17,10,21,12,2.380952380952381,10.0,0.0,-0.35714285714285715,-0.030241935483870996
17,0.0001,11,15,22,19,16,10,19,12,2.380952380952381,10.0,0.0,-0.38095238095238093,-0.040322580645161255
18,0.0001,10,15,22,17,17,10,21,12,2.380952380952381,9.0,0.0,-0.38095238095238093,-0.030241935483870996
19,0.0001,10,15,18,24,18,10,21,12,2.2857142857142856,9.0,0.0,-0.3333333333333333,-0.017578125
20,0.0001,10,15,17,22,21,10,20,12,2.3095238095238093,10.0,0.0,-0.38095238095238093,-0.02509842519685046
21,0.0001,12,15,16,25,17,10,21,12,2.2857142857142856,10.0,0.0,-0.30952380952380953,-0.025390625
22,0.0001,11,15,22,18,20,10,21,12,2.261904761904762,10.0,0.0,-0.38095238095238093,-0.03149224806201545
23,0.0001,10,15,18,18,20,10,19,12,2.4285714285714284,9.0,0.0,-0.42857142857142855,-0.04815573770491799
24,0.0001,10,15,22,19,17,10,19,12,2.380952380952381,9.0,0.0,-0.38095238095238093,-0.03427419354838701
25,0.0001,13,15,14,24,18,10,19,12,2.357142857142857,11.0,0.0,-0.3333333333333333,-0.03849999999999998
26,0.0001,10,15,25,19,16,10,19,12,2.3333333333333335,9.0,0.07142857142857142,-0.30952380952380953,-0.016865079365079305
27,0.0001,10,15,24,17,17,11,19,12,2.357142857142857,9.0,0.047619047619047616,-0.3333333333333333,-0.03249999999999997
28,0.0001,10,15,16,29,20,10,22,12,2.142857142857143,9.0,0.07142857142857142,-0.21428571428571427,0.01585820895522394
29,0.0001,10,15,22,18,17,10,21,12,2.357142857142857,9.0,0.0,-0.38095238095238093,-0.02849999999999997
30,0.0001,10,15,20,25,18,10,21,12,2.2142857142857144,9.0,0.0,-0.30952380952380953,-0.009064885496183228
31,0.0001,10,15,19,23,19,10,19,12,2.3095238095238093,9.0,0.0,-0.35714285714285715,-0.0290354330708662
32,0.0001,10,15,18,20,15,11,21,12,2.4285714285714284,9.0,0.0,-0.40476190476190477,-0.044057377049180335
33,0.0001,10,15,22,18,19,10,21,12,2.3095238095238093,9.0,0.0,-0.38095238095238093,-0.02706692913385833
34,0.0001,10,16,18,22,17,10,19,12,2.380952380952381,9.0,0.0,-0.38095238095238093,-0.03830645161290325
35,0.0001,10,15,22,17,19,10,21,12,2.3333333333333335,9.0,0.0,-0.38095238095238093,-0.02678571428571419
36,0.0001,10,15,28,18,18,10,21,12,2.1904761904761907,9.0,0.14285714285714285,-0.23809523809523808,0.0037878787878788955
37,0.0001,11,15,14,21,15,11,19,12,2.5238095238095237,9.0,0.0,-0.42857142857142855,-0.060381355932203284
38,0.0001,10,15,21,17,19,10,21,12,2.357142857142857,9.0,0.0,-0.40476190476190477,-0.03249999999999997
39,0.0001,10,15,22,17,17,10,19,12,2.4285714285714284,9.0,0.0,-0.38095238095238093,-0.037909836065573854
40,0.0001,10,16,20,23,22,11,17,12,2.2142857142857144,11.0,0.0,-0.35714285714285715,-0.024332061068702338
41,0.0001,10,15,17,21,17,10,19,12,2.4523809523809526,9.0,0.0,-0.40476190476190477,-0.043904958677685846
42,0.0001,10,15,19,21,16,10,21,12,2.380952380952381,9.0,0.0,-0.40476190476190477,-0.032258064516129004
43,0.0001,11,15,24,20,15,11,19,12,2.3095238095238093,10.0,0.047619047619047616,-0.35714285714285715,-0.03297244094488194
44,0.0001,11,15,14,21,17,10,17,12,2.5476190476190474,10.0,0.0,-0.40476190476190477,-0.05608974358974361
45,0.0001,10,15,22,18,18,10,21,12,2.3333333333333335,9.0,0.0,-0.38095238095238093,-0.028769841269841168
46,0.0001,12,15,14,22,19,10,19,12,2.4047619047619047,10.0,0.0,-0.38095238095238093,-0.044207317073170715
47,0.0001,11,15,17,21,16,11,19,12,2.4285714285714284,9.0,0.0,-0.42857142857142855,-0.058401639344262346
48,0.0001,10,15,17,22,16,10,19,12,2.4523809523809526,9.0,0.0,-0.38095238095238093,-0.037706611570248016
49,0.0001,10,15,22,19,17,10,22,12,2.3095238095238093,9.0,0.0,-0.38095238095238093,-0.02312992125984259
50,0.0001,10,15,18,30,18,10,21,12,2.142857142857143,9.0,0.09523809523809523,-0.19047619047619047,0.013992537313432862
