run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,26,26,27,30,33,30,36,38,0.9803921568627451,1.0,0.058823529411764705,-0.3137254901960784,-0.06465611953416839
2,0.0001,27,27,32,32,29,40,33,32,0.8627450980392157,4.0,0.09803921568627451,-0.29411764705882354,-0.07740776490776491
3,0.0001,25,21,29,33,27,31,33,36,1.196078431372549,4.0,0.0392156862745098,-0.2549019607843137,-0.05412593444508329
4,0.0001,25,25,34,33,34,32,29,37,0.9215686274509803,6.0,0.09803921568627451,-0.3137254901960784,-0.06910072723325733
5,0.0001,22,29,33,30,27,30,33,37,1.0784313725490196,4.0,0.0784313725490196,-0.2549019607843137,-0.06564707861388364
6,0.0001,24,28,29,30,31,35,33,36,0.9803921568627451,1.0,0.0392156862745098,-0.3137254901960784,-0.07481872116018451
7,0.0001,24,26,24,40,34,30,32,35,1.0,6.0,0.11764705882352941,-0.23529411764705882,-0.04342250413678994
8,0.0001,36,27,27,32,33,30,29,37,0.8823529411764706,8.0,0.2549019607843137,-0.35294117647058826,-0.07764886400344562
9,0.0001,27,23,29,32,31,36,32,38,0.9411764705882353,3.0,0.0784313725490196,-0.2549019607843137,-0.06124673060156938
10,0.0001,29,26,33,30,31,33,33,40,0.803921568627451,3.0,0.1568627450980392,-0.27450980392156865,-0.07865659777424483
11,0.0001,20,30,28,37,31,34,39,38,0.7647058823529411,4.0,0.09803921568627451,-0.17647058823529413,-0.04121095803975172
12,0.0001,23,24,35,30,29,32,38,35,0.9803921568627451,4.0,0.0784313725490196,-0.2549019607843137,-0.05042847725774546
13,0.0001,23,22,31,38,31,34,34,42,0.803921568627451,4.0,0.058823529411764705,-0.1568627450980392,-0.03061738208797027
14,0.0001,24,32,35,30,29,30,34,36,0.9019607843137255,7.0,0.19607843137254902,-0.3137254901960784,-0.07789189189189183
15,0.0001,24,26,33,36,29,30,36,34,0.9411764705882353,6.0,0.0784313725490196,-0.3137254901960784,-0.06527898866608539
16,0.0001,22,26,30,32,33,29,41,36,0.9215686274509803,4.0,0.0,-0.17647058823529413,-0.04299630956257472
17,0.0001,26,27,36,30,27,31,33,45,0.803921568627451,4.0,0.1568627450980392,-0.17647058823529413,-0.04532326444091139
18,0.0001,20,29,28,38,31,32,34,34,0.9803921568627451,5.0,0.09803921568627451,-0.19607843137254902,-0.054493517908152045
19,0.0001,24,26,32,35,29,30,32,38,0.9803921568627451,5.0,0.0392156862745098,-0.27450980392156865,-0.06363985937156658
20,0.0001,23,27,35,30,29,42,35,36,0.7647058823529411,4.0,0.0784313725490196,-0.17647058823529413,-0.0441292459774949
21,0.0001,27,38,27,30,29,30,43,40,0.6274509803921569,5.0,0.29411764705882354,-0.23529411764705882,-0.045300982800982714
22,0.0001,22,27,30,32,29,36,31,36,1.0392156862745099,4.0,0.0,-0.27450980392156865,-0.06318818818818817
23,0.0001,25,26,23,32,27,35,31,41,1.0980392156862746,5.0,0.0392156862745098,-0.19607843137254902,-0.038766891891891975
24,0.0001,29,24,35,31,32,32,33,39,0.803921568627451,5.0,0.19607843137254902,-0.2549019607843137,-0.07277424483306838
25,0.0001,22,27,29,32,31,36,29,37,1.0392156862745099,3.0,0.0,-0.2549019607843137,-0.059072961850739514
26,0.0001,23,27,36,30,31,30,34,41,0.8627450980392157,4.0,0.09803921568627451,-0.19607843137254902,-0.05062205062205072
27,0.0001,25,28,22,37,32,32,39,34,0.9215686274509803,6.0,0.09803921568627451,-0.21568627450980393,-0.04299630956257472
28,0.0001,27,25,33,38,29,34,34,35,0.803921568627451,6.0,0.17647058823529413,-0.29411764705882354,-0.06983306836248016
29,0.0001,22,26,30,33,31,32,38,36,0.9411764705882353,3.0,0.0,-0.23529411764705882,-0.05519834350479513
30,0.0001,32,25,33,30,29,32,33,40,0.8235294117647058,6.0,0.21568627450980393,-0.2549019607843137,-0.075947010002128
31,0.0001,27,22,30,32,29,34,34,39,0.9607843137254902,3.0,0.0784313725490196,-0.21568627450980393,-0.05535343035343043
32,0.0001,25,23,29,32,29,34,33,36,1.0784313725490196,3.0,0.0392156862745098,-0.29411764705882354,-0.06357238981720315
33,0.0001,25,28,34,30,27,32,37,38,0.8823529411764706,4.0,0.11764705882352941,-0.29411764705882354,-0.06171260902336595
34,0.0001,24,27,36,30,29,32,31,42,0.8823529411764706,4.0,0.11764705882352941,-0.19607843137254902,-0.05175244966081616
35,0.0001,25,22,32,33,31,28,32,38,1.0784313725490196,6.0,0.058823529411764705,-0.23529411764705882,-0.05631097902882143
36,0.0001,27,27,34,31,29,34,30,40,0.8627450980392157,5.0,0.13725490196078433,-0.29411764705882354,-0.07145538395538398
37,0.0001,25,27,34,30,33,36,29,42,0.7843137254901961,4.0,0.09803921568627451,-0.21568627450980393,-0.053024704391891886
