run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,36,15,23,34,35,46,30,22,0.9482758620689655,10.0,0.3448275862068966,-0.1896551724137931,-0.04323202870920717
2,0.0001,41,15,25,39,51,38,28,22,0.6379310344827587,11.0,0.7068965517241379,-0.10344827586206896,-0.020270270270270396
3,0.0001,37,15,22,33,46,36,30,22,0.9482758620689655,10.0,0.46551724137931033,-0.1896551724137931,-0.038045306717505945
4,0.0001,36,15,22,34,47,37,29,23,0.9137931034482759,10.0,0.46551724137931033,-0.1724137931034483,-0.03639750861973101
5,0.0001,36,15,22,36,51,36,29,22,0.8448275862068966,10.0,0.5689655172413793,-0.10344827586206896,-0.025084801400590884
6,0.0001,36,15,22,38,36,52,32,22,0.7413793103448276,10.0,0.5172413793103449,-0.08620689655172414,-0.022620446533490046
7,0.0001,34,16,35,26,39,40,27,24,0.9482758620689655,11.0,0.43103448275862066,-0.3103448275862069,-0.06916563866771352
8,0.0001,42,15,24,47,33,33,29,20,0.9137931034482759,10.0,0.6724137931034483,-0.1724137931034483,-0.025080636191747496
9,0.0001,36,15,22,46,32,34,29,22,1.0344827586206897,10.0,0.5517241379310345,-0.1896551724137931,-0.04016834631241428
10,0.0001,36,15,22,33,51,37,31,25,0.7931034482758621,10.0,0.5344827586206896,-0.10344827586206896,-0.03183783783783789
11,0.0001,34,16,35,24,44,35,25,26,0.9827586206896551,11.0,0.5,-0.2413793103448276,-0.061687210222775235
12,0.0001,36,16,33,22,38,45,30,22,0.9310344827586207,11.0,0.43103448275862066,-0.22413793103448276,-0.043416350234532164
13,0.0001,36,15,22,50,34,41,32,22,0.7586206896551724,10.0,0.6206896551724138,-0.1206896551724138,-0.022361647361647474
14,0.0001,36,15,33,22,32,43,29,22,1.103448275862069,11.0,0.43103448275862066,-0.2413793103448276,-0.050122320596458714
15,0.0001,36,15,22,35,39,36,29,24,1.0344827586206897,10.0,0.3620689655172414,-0.3103448275862069,-0.06453275309207518
16,0.0001,34,16,35,24,39,40,31,26,0.8793103448275862,11.0,0.43103448275862066,-0.3103448275862069,-0.0735521235521237
17,0.0001,34,16,34,23,48,35,29,22,0.9482758620689655,11.0,0.5517241379310345,-0.1724137931034483,-0.04323202870920717
18,0.0001,38,15,23,33,37,43,29,22,0.9655172413793104,10.0,0.3793103448275862,-0.2413793103448276,-0.04512950450450459
19,0.0001,37,15,22,34,50,36,32,26,0.7586206896551724,10.0,0.5344827586206896,-0.1206896551724138,-0.03823466323466329
20,0.0001,34,16,36,25,41,38,31,24,0.8793103448275862,11.0,0.46551724137931033,-0.29310344827586204,-0.06947049089906243
21,0.0001,38,15,24,33,41,38,30,26,0.8793103448275862,10.0,0.39655172413793105,-0.27586206896551724,-0.06436845008273595
