run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,31,41,44,105,66,108,72,86,-3.8275862068965516,5.0,3.8275862068965516,0.7931034482758621,0.0687939445922543
2,0.0001,47,40,51,84,69,105,92,120,-4.775862068965517,3.0,4.775862068965517,0.8448275862068966,0.047913519637462265
3,0.0001,32,34,64,57,92,74,99,119,-4.137931034482759,2.0,4.137931034482759,0.9655172413793104,0.07442950037301399
4,0.0001,44,40,60,108,69,82,122,92,-4.931034482758621,5.0,4.931034482758621,0.8793103448275862,0.04798949208478809
5,0.0001,26,35,48,98,52,75,84,105,-3.310344827586207,3.0,3.3275862068965516,0.8275862068965517,0.083555250038992
6,0.0001,41,51,97,120,89,81,102,134,-6.620689655172414,5.0,6.620689655172414,1.0689655172413792,0.03132698117592381
7,0.0001,27,41,47,74,84,79,100,112,-4.017241379310345,1.0,4.017241379310345,0.9310344827586207,0.06774951254526362
8,0.0001,27,41,59,27,68,97,113,81,-3.1379310344827585,4.0,3.413793103448276,0.9482758620689655,0.10819007909165324
9,0.0001,26,37,80,68,122,62,126,116,-5.275862068965517,5.0,5.293103448275862,1.1896551724137931,0.09969432811469936
10,0.0001,26,42,65,36,71,76,103,115,-3.5,2.0,3.6379310344827585,1.0,0.0943203548434548
11,0.0001,29,52,67,73,35,92,96,111,-3.8620689655172415,3.0,4.017241379310345,0.8793103448275862,0.07113987098881358
12,0.0001,29,37,47,65,120,95,81,79,-3.8275862068965516,4.0,3.8275862068965516,1.0344827586206897,0.08054801330834827
13,0.0001,38,30,60,53,120,73,87,102,-4.0,5.0,4.0,1.0172413793103448,0.0812450027635725
14,0.0001,33,66,38,45,72,98,104,84,-3.603448275862069,4.0,3.603448275862069,0.6896551724137931,0.057751482600425286
15,0.0001,30,35,47,66,81,86,103,110,-3.913793103448276,0.0,3.913793103448276,0.8448275862068966,0.07597131533638701
16,0.0001,44,38,82,88,62,75,112,119,-4.982758620689655,5.0,4.982758620689655,0.8620689655172413,0.04478851963746222
17,0.0001,47,36,116,42,87,79,66,109,-4.327586206896552,8.0,4.344827586206897,0.8448275862068966,0.06557889764433522
18,0.0001,33,94,42,71,51,114,76,98,-4.275862068965517,6.0,4.275862068965517,0.8620689655172413,0.05657608440430173
19,0.0001,32,45,50,66,79,116,118,97,-4.689655172413793,2.0,4.689655172413793,0.9482758620689655,0.07509531897411237
20,0.0001,41,37,44,76,87,106,60,113,-4.017241379310345,4.0,4.017241379310345,0.7758620689655172,0.0668629877225686
21,0.0001,30,39,99,60,114,53,79,83,-3.896551724137931,7.0,3.896551724137931,0.9137931034482759,0.06853178714195063
22,0.0001,36,81,45,61,98,112,56,87,-4.224137931034483,7.0,4.241379310344827,0.7758620689655172,0.042271158526351105
23,0.0001,46,36,42,73,102,122,78,104,-4.689655172413793,5.0,4.689655172413793,0.9482758620689655,0.06970560089782718
24,0.0001,41,29,48,71,58,85,101,107,-3.603448275862069,2.0,3.603448275862069,0.8103448275862069,0.06932555667449924
