run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,28,40,47,81,70,56,103,91,-1.6103896103896105,3.0,1.6753246753246753,0.24675324675324675,0.002768549280177224
2,0.0001,26,50,57,68,42,78,86,106,-1.5714285714285714,3.0,1.7142857142857142,0.3116883116883117,-0.0010790866054022352
3,0.0001,29,114,33,57,96,67,72,84,-2.0779220779220777,8.0,2.1298701298701297,0.37662337662337664,0.011257763975155433
4,0.0001,25,98,39,54,63,45,79,84,-1.2337662337662338,6.0,1.4415584415584415,0.22077922077922077,0.00311674977999421
5,0.0001,27,55,35,43,65,86,79,100,-1.2727272727272727,3.0,1.3246753246753247,0.22077922077922077,0.011224489795918391
6,0.0001,29,99,42,69,76,48,87,109,-2.168831168831169,5.0,2.3376623376623376,0.3116883116883117,0.0023958599539994907
7,0.0001,40,32,45,104,76,53,60,90,-1.4025974025974026,6.0,1.6233766233766234,0.2077922077922078,-0.0007857142857141675
8,0.0001,27,38,44,55,66,81,91,104,-1.4805194805194806,0.0,1.4805194805194806,0.2727272727272727,0.014469226425748216
9,0.0001,35,49,44,62,77,88,115,104,-2.3636363636363638,2.0,2.3636363636363638,0.3116883116883117,0.0017421602787457413
10,0.0001,29,34,45,90,78,57,103,68,-1.4545454545454546,5.0,1.6233766233766234,0.23376623376623376,0.010912698412698596
11,0.0001,40,43,35,66,62,105,91,73,-1.5974025974025974,5.0,1.6753246753246753,0.18181818181818182,-0.010644937586685055
12,0.0001,28,46,59,34,90,67,101,81,-1.4805194805194806,5.0,1.6233766233766234,0.22077922077922077,0.009034443817052651
13,0.0001,25,80,48,39,90,58,69,99,-1.5064935064935066,6.0,1.6233766233766234,0.23376623376623376,0.0022497187851520106
14,0.0001,32,63,54,42,75,102,88,112,-2.2857142857142856,3.0,2.324675324675325,0.3116883116883117,6.28772635815622e-05
15,0.0001,43,51,98,62,51,110,75,89,-2.4285714285714284,6.0,2.4545454545454546,0.14285714285714285,-0.03488156920799401
16,0.0001,38,32,42,75,59,101,64,89,-1.4025974025974026,5.0,1.4675324675324675,0.16883116883116883,-0.003785714285714281
17,0.0001,27,32,40,78,61,53,98,106,-1.3376623376623376,2.0,1.4415584415584415,0.2987012987012987,0.039502164502164705
18,0.0001,25,47,42,59,109,75,86,95,-1.896103896103896,4.0,1.896103896103896,0.36363636363636365,0.014803505045140719
19,0.0001,24,40,65,43,57,103,79,90,-1.4155844155844155,4.0,1.4415584415584415,0.2987012987012987,0.015005702879954397
