run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,9,13,24,32,15,18,18,31,0.6486486486486487,7.0,0.4864864864864865,-0.13513513513513514,-0.011073369565217206
2,0.0001,9,14,14,21,20,35,25,26,0.5405405405405406,3.0,0.1891891891891892,-0.05405405405405406,-0.017895015906680634
3,0.0001,9,13,18,16,17,18,28,25,1.0810810810810811,3.0,0.02702702702702703,-0.24324324324324326,-0.054649758454106134
4,0.0001,9,14,15,15,20,31,27,22,0.8378378378378378,2.0,0.08108108108108109,-0.16216216216216217,-0.028097470872406882
5,0.0001,9,13,15,19,39,21,36,24,0.21621621621621623,3.0,0.4594594594594595,0.05405405405405406,0.02315958498023729
6,0.0001,9,13,16,16,24,15,23,35,0.8918918918918919,4.0,0.0,-0.05405405405405406,-0.012201266916210596
7,0.0001,9,13,15,19,30,22,29,32,0.40540540540540543,2.0,0.13513513513513514,-0.13513513513513514,-0.013024183174684678
8,0.0001,9,13,13,16,20,31,38,22,0.5945945945945946,2.0,0.1891891891891892,0.02702702702702703,0.021739130434782705
9,0.0001,9,14,14,16,28,41,46,25,-0.24324324324324326,3.0,0.7837837837837838,0.24324324324324326,0.05995156566794324
10,0.0001,9,12,17,15,20,39,29,20,0.6216216216216216,3.0,0.2702702702702703,0.05405405405405406,0.014751552795031042
11,0.0001,9,33,14,29,19,18,44,24,-0.16216216216216217,8.0,1.054054054054054,0.1891891891891892,0.020423340961098546
12,0.0001,9,24,14,19,17,20,33,26,0.5945945945945946,5.0,0.2972972972972973,-0.10810810810810811,-0.03535963499731598
13,0.0001,9,13,15,21,36,43,41,18,-0.32432432432432434,4.0,0.8918918918918919,0.16216216216216217,0.05490239574090516
14,0.0001,9,12,14,17,40,18,33,26,0.40540540540540543,3.0,0.40540540540540543,0.08108108108108109,0.037271674813480926
15,0.0001,9,13,13,21,32,32,25,20,0.5135135135135135,5.0,0.2702702702702703,-0.13513513513513514,-0.006291172595520367
16,0.0001,9,14,14,29,24,22,25,30,0.4594594594594595,3.0,0.24324324324324326,-0.1891891891891892,-0.0358956001041395
17,0.0001,9,13,16,16,59,15,34,29,-0.1891891891891892,5.0,0.9459459459459459,0.5945945945945946,0.09700091053949467
18,0.0001,9,13,15,21,26,22,33,34,0.2972972972972973,1.0,0.02702702702702703,-0.08108108108108109,-0.004994973611460063
19,0.0001,9,13,18,16,19,39,35,26,0.24324324324324326,3.0,0.35135135135135137,0.05405405405405406,0.022453416149068373
20,0.0001,9,14,14,19,40,26,40,24,-0.05405405405405406,3.0,0.6216216216216216,0.08108108108108109,0.032491818606825706
21,0.0001,9,13,16,16,26,24,17,26,1.0,2.0,0.02702702702702703,-0.2972972972972973,-0.05053978112984314
22,0.0001,9,14,19,15,18,34,25,26,0.6486486486486487,4.0,0.21621621621621623,-0.08108108108108109,-0.02044836956521734
23,0.0001,9,13,15,17,35,22,17,29,0.7297297297297297,3.0,0.2702702702702703,-0.05405405405405406,-0.0029423982276377547
24,0.0001,9,18,14,19,17,22,41,29,0.40540540540540543,4.0,0.35135135135135137,0.10810810810810811,0.004727296115256019
25,0.0001,9,13,26,24,17,26,33,18,0.4864864864864865,6.0,0.32432432432432434,-0.10810810810810811,-0.027959664745940138
26,0.0001,9,14,14,17,23,37,29,18,0.6216216216216216,3.0,0.24324324324324326,0.0,0.0038819875776399115
27,0.0001,9,14,14,19,26,18,27,44,0.35135135135135137,2.0,0.24324324324324326,0.1891891891891892,0.025394101195016727
28,0.0001,9,13,16,16,24,26,29,27,0.6486486486486487,1.0,0.0,-0.21621621621621623,-0.034510869565217206
29,0.0001,9,14,14,21,31,16,40,24,0.40540540540540543,4.0,0.3783783783783784,0.08108108108108109,0.020999485464368473
30,0.0001,9,13,15,20,20,31,29,27,0.5405405405405406,2.0,0.05405405405405406,-0.16216216216216217,-0.02246818663838801
31,0.0001,9,13,15,21,27,35,33,22,0.24324324324324326,3.0,0.21621621621621623,-0.05405405405405406,-0.0004037267080745366
32,0.0001,9,14,14,19,29,31,34,18,0.43243243243243246,4.0,0.21621621621621623,-0.08108108108108109,-0.0005822981366458979
33,0.0001,9,13,15,21,26,20,39,30,0.2972972972972973,3.0,0.1891891891891892,0.05405405405405406,0.009455893440563079
34,0.0001,9,14,14,17,19,35,30,24,0.5945945945945946,2.0,0.1891891891891892,-0.05405405405405406,-0.0014090177133654347
35,0.0001,9,14,24,15,41,34,27,34,-0.3783783783783784,4.0,0.7837837837837838,0.10810810810810811,0.014163372859025136
