map,source,first,first_sd,last,last_sd,gap,gap_sd,average,average_sd,total,total_sd,aggregate_welfare,aggregate_welfare_sd,gap_normalized,gap_normalized_sd,gini,gini_sd,n_runs
yes_line_D,1cut,16.0,,40.0,,24.0,,26.875,,215.0,,0.5681818181818182,,-0.0909090909090909,,0.1703488372093022,,
yes_line_D,1cut_bad,18.0,,43.0,,25.0,,29.75,,238.0,,0.0454545454545454,,-0.0681818181818181,,0.1575630252100841,,
yes_line_D,1cut_badder,22.0,,44.0,,22.0,,31.125,,249.0,,-0.2045454545454545,,-0.1363636363636363,,0.1400602409638554,,
yes_line_D,paper_data,20.4,2.8809720581775866,54.4,8.96102672688794,34.0,10.488088481701515,36.525,3.3743054840959497,292.2,26.994443872767597,-1.1863636363636363,0.6135100880174453,0.13636363636363635,0.23836564731139803,0.16382247578320902,0.036685011844226054,5.0
yes_line_D,level-1,21.66,2.6772663487297668,55.8,5.402191543196868,34.14,5.879782031223086,37.71,2.4767335713946848,301.68,19.813868571157478,-1.4018181818181819,0.45031519479903354,0.13954545454545453,0.13363140980052465,0.1667101826241188,0.025445812758031993,50.0
yes_line_D,level-0,22.18,3.014861150219366,54.04,4.271213563628311,31.86,5.45860115145009,37.235,1.968443651254276,297.88,15.747549210034208,-1.3154545454545454,0.3578988456825956,0.0877272727272727,0.1240591170784111,0.15565286035136747,0.024405136608977224,50.0
yes_line_E,line,34.0,,62.0,,28.0,,48.0,,384.0,,0.0,,0.0,,0.109375,,
yes_line_E,1cut,52.0,,73.0,,21.0,,62.25,,498.0,,-1.8387096774193548,,-0.1129032258064516,,0.0577309236947791,,
yes_line_E,paper_data,37.0,3.1622776601683795,104.6,8.734987120768983,67.6,9.864076236526156,70.45,5.444033431197865,563.6,43.55226744958292,-2.8967741935483873,0.7024559266061763,0.6387096774193549,0.15909800381493802,0.18390965419871982,0.01975642723261782,5.0
yes_line_E,level-1,37.98,4.817019147708233,106.72,9.140714034539341,68.74,9.218016963246157,72.355,6.206396881033146,578.84,49.651175048265166,-3.1425806451612908,0.8008254040042769,0.6570967741935483,0.14867769295558317,0.18161749429890567,0.020966234607252006,50.0
yes_line_E,level-0,37.52,4.450361141043981,102.1,8.965352810704559,64.58,9.43742009021447,69.9725,5.9764786617102175,559.78,47.81182929368174,-2.8351612903225805,0.7711585369948668,0.59,0.1522164530679753,0.17703493545614798,0.01977614060091789,50.0
yes_line_F,line,44.0,,51.0,,7.0,,47.5,,380.0,,0.0,,0.0,,0.0276315789473684,,
yes_line_F,1cut,34.0,,49.0,,15.0,,44.5,,356.0,,0.4705882352941176,,0.1568627450980392,,0.0491573033707866,,
yes_line_F,paper_data,26.2,0.4472135954999579,101.0,8.717797887081348,74.8,8.87130204648675,62.8,2.924305473099553,502.4,23.394443784796422,-2.4,0.45871458401561627,1.3294117647058825,0.17394709895072058,0.21638186458799388,0.012371873682371077,5.0
yes_line_F,level-1,28.44,2.8295813492891306,97.8,6.824326235712107,69.36,6.626354309012719,60.7,2.274526189727237,485.6,18.196209517817895,-2.0705882352941174,0.356788421917998,1.2227450980392156,0.12992851586299445,0.21416565124588413,0.013759748764327007,50.0
yes_line_F,level-0,28.72,2.6729178430917715,98.48,6.292982810485122,69.76,6.903297053153778,60.91,2.1318227804737755,487.28,17.054582243790204,-2.103529411764706,0.33440357340765103,1.2305882352941175,0.13535876574811329,0.21316000287514758,0.015142887680119498,50.0
