run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,16,21,25,25,34,33,34,37
2,0.0001,16,21,32,25,40,26,34,46
3,0.0001,17,21,25,27,31,29,32,35
4,0.0001,16,21,32,24,28,27,34,34
5,0.0001,16,23,20,31,26,28,36,33
6,0.0001,16,21,28,26,30,35,30,40
7,0.0001,16,23,20,30,27,27,39,33
8,0.0001,16,21,23,33,34,29,40,36
9,0.0001,16,24,22,27,30,30,37,36
10,0.0001,16,21,20,27,33,38,25,34
11,0.0001,16,21,30,23,28,28,37,42
12,0.0001,16,21,25,27,26,31,43,36
13,0.0001,16,22,26,23,38,32,30,35
14,0.0001,16,21,20,32,29,36,24,39
15,0.0001,16,23,20,27,27,32,43,37
16,0.0001,16,25,22,26,34,40,28,35
17,0.0001,16,21,23,27,38,30,33,43
18,0.0001,16,21,26,31,39,25,45,33
19,0.0001,16,25,36,21,40,31,33,27
20,0.0001,16,25,22,29,48,27,35,39
21,0.0001,16,21,30,23,32,31,38,36
22,0.0001,18,23,32,21,48,27,36,41
23,0.0001,16,25,22,29,36,33,40,34
24,0.0001,17,21,28,25,34,33,36,41
25,0.0001,16,21,24,27,33,42,26,34
26,0.0001,16,21,23,38,28,42,34,46
27,0.0001,16,21,28,25,33,26,40,33
28,0.0001,16,21,24,29,32,30,36,43
29,0.0001,16,21,24,31,30,35,37,35
30,0.0001,16,23,22,29,37,34,27,41
31,0.0001,16,26,37,23,32,28,26,43
32,0.0001,17,21,26,34,30,38,32,28
33,0.0001,16,21,31,25,33,35,28,39
34,0.0001,17,28,30,22,26,28,37,44
35,0.0001,16,23,20,25,36,31,31,39
36,0.0001,16,23,23,30,30,33,39,25
37,0.0001,16,23,30,29,32,25,33,41
38,0.0001,16,29,20,32,27,39,24,34
39,0.0001,16,24,20,25,34,27,39,36
40,0.0001,16,26,22,30,31,34,27,39
41,0.0001,16,21,23,31,28,37,37,30
42,0.0001,16,36,21,31,28,35,24,39
43,0.0001,16,24,20,28,24,37,31,35
44,0.0001,16,23,21,33,26,32,38,28
45,0.0001,16,22,31,31,36,40,26,33
46,0.0001,18,24,20,27,24,30,38,43
47,0.0001,16,24,28,28,37,33,42,42
48,0.0001,16,24,30,21,35,25,42,33
49,0.0001,16,21,23,33,33,29,42,35
50,0.0001,16,21,24,38,40,27,30,42
