run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,15,24,33,44,54,22,17,17
2,0.0001,15,24,33,54,43,21,17,17
3,0.0001,15,24,33,42,28,19,17,17
4,0.0001,15,24,33,42,59,19,17,17
5,0.0001,15,24,33,46,55,21,17,17
6,0.0001,15,24,33,44,51,19,17,17
7,0.0001,15,24,33,42,53,19,17,17
8,0.0001,15,24,33,44,34,19,17,17
9,0.0001,15,24,33,42,55,22,17,17
10,0.0001,15,24,33,44,59,19,17,17
11,0.0001,15,24,33,42,51,19,17,17
12,0.0001,15,30,38,44,48,23,17,17
13,0.0001,15,24,33,42,56,25,17,17
14,0.0001,15,24,33,44,53,19,17,17
15,0.0001,15,24,33,42,51,19,17,17
16,0.0001,15,24,53,34,43,19,17,17
17,0.0001,15,25,33,42,55,19,17,17
18,0.0001,15,24,33,54,45,19,17,17
19,0.0001,15,24,33,52,43,23,17,17
20,0.0001,15,24,33,46,30,20,17,17
21,0.0001,15,24,33,42,51,19,17,17
22,0.0001,15,24,33,44,53,24,17,17
23,0.0001,15,24,33,42,51,23,17,17
24,0.0001,15,24,58,35,43,19,17,17
25,0.0001,15,24,33,42,55,21,17,17
26,0.0001,15,24,33,42,51,23,17,17
27,0.0001,15,24,43,36,57,24,17,17
28,0.0001,15,24,33,56,43,19,17,17
29,0.0001,15,24,33,42,53,19,17,17
30,0.0001,15,24,33,58,47,19,17,17
31,0.0001,15,24,33,26,43,21,17,17
32,0.0001,15,24,33,44,25,23,17,17
33,0.0001,15,24,33,42,51,19,17,17
34,0.0001,15,24,33,42,53,20,17,17
35,0.0001,15,24,33,58,43,19,17,17
36,0.0001,15,24,33,52,54,21,17,17
37,0.0001,15,24,33,42,51,19,17,17
38,0.0001,15,24,49,40,63,23,17,17
39,0.0001,15,24,33,29,43,19,17,17
40,0.0001,15,24,45,34,53,19,17,17
41,0.0001,15,24,35,54,43,19,17,17
42,0.0001,15,24,47,36,61,19,17,17
43,0.0001,15,24,29,34,45,23,17,17
44,0.0001,15,26,33,42,55,19,17,17
45,0.0001,15,24,33,83,69,23,17,17
46,0.0001,15,24,33,56,43,19,17,17
47,0.0001,15,24,33,52,43,19,17,17
48,0.0001,15,44,25,34,30,19,17,17
49,0.0001,15,24,45,34,55,19,17,17
50,0.0001,15,24,33,42,55,21,18,17
