run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,17,33,26,39,65,52,47,52
2,0.0001,19,24,30,33,47,54,70,53
3,0.0001,23,60,48,31,25,44,54,65
4,0.0001,19,24,44,33,41,54,59,65
5,0.0001,19,34,24,42,66,51,55,43
6,0.0001,19,26,35,58,45,55,40,63
7,0.0001,19,26,34,61,37,70,43,51
8,0.0001,25,31,46,30,37,63,56,61
9,0.0001,21,22,31,38,53,41,61,62
10,0.0001,23,27,32,37,56,46,52,70
11,0.0001,19,26,36,60,53,45,62,40
12,0.0001,19,24,31,51,37,42,50,65
13,0.0001,21,28,33,36,42,49,62,68
14,0.0001,21,27,35,42,45,50,64,55
15,0.0001,21,28,68,43,35,46,49,58
16,0.0001,25,38,22,46,28,54,58,65
17,0.0001,21,41,28,29,48,38,63,54
18,0.0001,17,22,30,36,49,49,65,60
19,0.0001,17,28,42,48,37,58,51,68
20,0.0001,19,23,33,40,41,48,64,60
21,0.0001,17,27,37,52,72,30,45,59
22,0.0001,17,23,32,34,67,45,51,56
23,0.0001,19,26,30,36,44,61,51,68
24,0.0001,17,42,23,36,36,48,64,55
25,0.0001,21,34,23,48,59,42,64,53
26,0.0001,21,23,30,46,39,62,55,56
27,0.0001,19,25,33,48,45,54,63,56
28,0.0001,21,26,32,36,42,53,64,64
29,0.0001,19,27,34,67,55,42,58,46
30,0.0001,19,32,30,42,46,49,58,64
31,0.0001,17,26,32,39,40,50,57,64
32,0.0001,21,26,32,40,38,47,58,68
33,0.0001,19,43,59,23,37,50,68,65
34,0.0001,17,25,50,33,37,54,64,60
35,0.0001,19,33,27,59,45,63,35,52
36,0.0001,19,23,44,58,37,47,35,65
37,0.0001,19,24,37,72,33,53,44,55
38,0.0001,19,34,41,24,36,58,68,47
39,0.0001,19,58,23,32,37,41,49,64
40,0.0001,21,40,24,43,46,33,59,76
41,0.0001,17,25,31,41,63,51,52,33
42,0.0001,19,27,35,34,52,70,58,48
43,0.0001,21,29,28,40,63,52,72,46
44,0.0001,19,25,41,46,60,29,62,45
45,0.0001,19,27,31,42,39,57,65,57
46,0.0001,21,27,32,34,52,47,64,56
47,0.0001,21,61,24,33,43,46,52,66
48,0.0001,19,76,29,38,35,46,64,54
49,0.0001,19,23,35,29,45,56,47,61
50,0.0001,17,24,36,47,63,41,43,71
