run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,14,14,14,14,17,17,24,21
2,0.0001,14,14,14,15,15,17,18,27
3,0.0001,14,14,14,14,16,17,20,24
4,0.0001,14,14,14,14,16,18,20,25
5,0.0001,14,14,14,14,19,17,20,24
6,0.0001,14,14,14,14,17,17,27,21
7,0.0001,14,14,14,14,20,17,22,22
8,0.0001,14,14,14,14,16,17,20,20
9,0.0001,14,14,14,14,16,17,20,21
10,0.0001,14,14,14,15,15,17,18,27
11,0.0001,14,14,14,14,16,17,20,27
12,0.0001,14,14,14,14,16,17,20,20
13,0.0001,14,14,14,19,16,17,23,23
14,0.0001,14,14,14,14,17,17,20,23
15,0.0001,14,14,14,14,16,17,23,23
16,0.0001,14,14,14,14,17,17,21,23
17,0.0001,14,14,14,14,16,17,20,23
18,0.0001,14,14,14,15,15,17,18,21
19,0.0001,14,14,14,15,15,17,18,24
20,0.0001,14,14,14,14,16,17,20,25
21,0.0001,14,14,14,15,15,17,22,32
22,0.0001,14,14,14,15,15,17,20,25
23,0.0001,14,14,14,14,16,17,27,21
24,0.0001,14,14,14,16,16,17,24,19
25,0.0001,14,14,14,15,15,17,22,25
26,0.0001,14,14,14,15,16,19,22,18
27,0.0001,14,14,14,15,15,17,20,23
28,0.0001,14,14,14,22,15,17,18,29
29,0.0001,14,14,14,14,16,17,22,24
30,0.0001,14,14,14,14,17,17,23,21
31,0.0001,14,14,14,14,16,17,30,23
32,0.0001,14,14,14,14,16,17,20,25
33,0.0001,14,14,14,15,15,17,22,23
34,0.0001,14,14,14,15,15,17,18,25
35,0.0001,14,14,14,14,16,17,20,23
36,0.0001,14,14,14,14,16,17,26,23
37,0.0001,14,14,14,15,15,17,20,21
38,0.0001,14,14,14,14,16,19,20,25
39,0.0001,14,14,14,14,16,17,26,21
40,0.0001,14,14,14,15,16,19,18,21
41,0.0001,14,14,14,15,15,17,21,23
42,0.0001,14,14,14,15,16,17,18,21
43,0.0001,14,14,14,15,15,17,20,25
44,0.0001,14,14,14,14,21,17,20,21
45,0.0001,14,14,14,15,15,17,18,23
46,0.0001,14,14,14,14,16,17,24,21
47,0.0001,14,14,14,17,15,17,22,22
48,0.0001,14,14,14,17,15,17,25,22
49,0.0001,14,14,14,15,16,19,20,21
50,0.0001,14,14,14,15,16,17,20,23
