run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,16,28,24,58,53,43,36,74
2,0.0001,16,24,48,31,64,58,38,69
3,0.0001,16,24,32,81,47,40,69,59
4,0.0001,16,33,25,43,51,59,77,68
5,0.0001,16,24,28,33,40,47,71,60
6,0.0001,16,24,44,29,47,35,70,58
7,0.0001,16,24,64,32,42,48,60,55
8,0.0001,16,27,36,46,60,55,29,66
9,0.0001,16,25,34,59,46,71,85,41
10,0.0001,16,23,50,64,34,43,72,58
11,0.0001,16,34,41,28,54,49,57,76
12,0.0001,16,25,34,63,53,41,48,73
13,0.0001,16,32,27,68,55,38,67,44
14,0.0001,16,26,35,31,41,47,61,68
15,0.0001,16,73,23,45,33,52,62,35
16,0.0001,16,32,60,23,49,92,69,38
17,0.0001,16,31,110,36,66,25,51,44
18,0.0001,16,25,37,69,58,54,30,49
19,0.0001,16,26,38,48,75,93,34,59
20,0.0001,16,28,43,48,58,32,70,60
21,0.0001,16,22,27,52,71,36,57,65
22,0.0001,16,37,25,47,56,27,42,70
23,0.0001,16,26,72,46,93,34,107,41
24,0.0001,16,25,57,30,36,40,69,44
25,0.0001,16,38,41,31,59,49,26,71
26,0.0001,16,40,64,26,52,33,62,42
27,0.0001,16,23,33,44,62,35,76,50
28,0.0001,16,28,22,59,50,38,66,46
29,0.0001,16,32,65,44,47,24,77,53
30,0.0001,16,26,28,41,50,36,57,66
31,0.0001,16,24,33,59,51,38,45,68
32,0.0001,16,25,31,67,46,51,35,84
33,0.0001,16,56,31,44,36,26,62,76
34,0.0001,16,26,32,41,50,69,56,78
35,0.0001,16,32,41,35,24,47,65,56
36,0.0001,16,24,32,47,62,38,54,88
37,0.0001,16,28,46,28,87,52,78,36
38,0.0001,16,43,29,42,53,25,56,46
39,0.0001,16,25,67,71,41,27,51,57
40,0.0001,16,25,40,30,65,44,83,53
41,0.0001,16,24,42,28,51,31,61,53
42,0.0001,16,28,46,37,75,34,59,54
43,0.0001,16,25,44,36,52,62,66,41
44,0.0001,16,22,43,29,58,39,51,68
45,0.0001,16,57,25,38,49,30,36,68
46,0.0001,16,26,48,32,40,55,69,69
47,0.0001,16,26,42,58,47,27,36,55
48,0.0001,16,33,24,103,38,46,81,57
49,0.0001,16,26,41,80,61,31,48,73
50,0.0001,16,25,33,71,57,39,42,51
