run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,33,47,60,78,91,103,120,133
2,0.0001,46,32,42,57,111,126,90,87
3,0.0001,37,47,59,66,109,127,94,82
4,0.0001,32,41,112,72,54,95,92,127
5,0.0001,101,122,143,95,159,82,129,174
6,0.0001,27,39,51,118,132,80,63,91
7,0.0001,49,83,38,89,108,75,160,146
8,0.0001,32,47,58,70,86,137,115,102
9,0.0001,29,59,68,109,113,144,48,93
10,0.0001,46,32,100,63,119,136,85,71
11,0.0001,80,41,73,64,93,123,109,139
12,0.0001,38,30,64,49,108,95,153,79
13,0.0001,25,38,57,82,115,69,103,137
14,0.0001,26,36,71,50,81,94,120,107
15,0.0001,31,28,45,90,74,101,118,57
16,0.0001,116,50,87,129,76,58,143,103
17,0.0001,77,37,69,53,87,116,132,106
18,0.0001,52,88,64,42,116,85,133,107
19,0.0001,30,46,129,25,69,59,114,92
20,0.0001,37,53,62,86,101,145,130,114
21,0.0001,63,55,79,124,139,157,109,92
22,0.0001,24,33,107,79,55,49,70,98
23,0.0001,25,35,46,98,65,131,106,115
24,0.0001,35,63,57,92,103,73,141,121
25,0.0001,30,52,60,127,75,96,114,101
26,0.0001,28,86,35,44,74,121,100,70
27,0.0001,55,49,69,80,142,103,91,121
28,0.0001,39,31,74,45,124,88,58,104
29,0.0001,61,29,47,92,70,117,107,130
30,0.0001,29,40,79,54,82,101,121,109
31,0.0001,38,29,52,62,91,120,79,100
32,0.0001,54,64,138,75,153,95,116,108
33,0.0001,43,50,34,69,112,84,99,128
34,0.0001,27,46,61,36,75,85,101,117
35,0.0001,46,52,65,79,141,133,105,96
36,0.0001,31,50,112,42,65,88,92,128
37,0.0001,44,32,68,58,112,103,128,88
38,0.0001,64,110,44,69,120,141,82,93
39,0.0001,52,77,44,89,98,136,126,62
40,0.0001,50,44,59,107,92,72,117,131
41,0.0001,69,106,121,53,129,63,80,93
42,0.0001,78,75,45,123,66,109,137,99
43,0.0001,38,56,71,46,112,83,90,121
44,0.0001,28,38,78,54,91,129,106,119
45,0.0001,32,77,92,109,141,116,123,66
46,0.0001,30,68,47,58,122,83,94,110
47,0.0001,35,48,80,107,63,118,92,129
48,0.0001,28,45,68,52,122,96,85,106
49,0.0001,80,47,36,107,125,90,133,63
50,0.0001,43,72,35,54,94,120,81,110
