run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,23,31,14,16,15,18,22,28
2,0.0001,22,27,14,16,15,18,20,22
3,0.0001,22,26,14,20,15,18,22,25
4,0.0001,22,29,14,16,15,18,25,22
5,0.0001,22,24,14,17,15,17,22,25
6,0.0001,22,24,14,22,15,18,23,22
7,0.0001,22,26,14,17,15,17,20,22
8,0.0001,22,24,14,17,25,17,19,25
9,0.0001,22,28,14,17,15,19,18,22
10,0.0001,22,25,14,18,15,18,25,19
11,0.0001,22,26,14,16,15,18,23,21
12,0.0001,22,33,14,22,15,18,23,21
13,0.0001,22,24,14,16,15,21,20,29
14,0.0001,22,29,14,30,15,18,21,23
15,0.0001,22,27,14,17,15,18,20,21
16,0.0001,22,21,14,16,15,19,28,23
17,0.0001,23,24,14,16,15,19,23,25
18,0.0001,23,26,14,16,15,19,21,23
19,0.0001,22,24,14,26,15,33,19,22
20,0.0001,22,21,14,24,26,17,19,22
21,0.0001,22,29,14,16,21,21,21,32
22,0.0001,22,25,14,25,15,18,20,22
23,0.0001,22,27,14,17,15,18,26,22
24,0.0001,22,29,14,17,15,21,25,22
25,0.0001,22,26,14,16,15,19,21,32
26,0.0001,22,27,14,18,15,19,23,21
27,0.0001,22,27,14,18,15,19,21,23
28,0.0001,22,27,14,17,15,18,24,21
29,0.0001,22,27,14,16,15,18,21,22
30,0.0001,22,26,14,16,15,18,19,21
31,0.0001,22,23,14,16,15,21,17,22
32,0.0001,22,26,14,17,15,18,20,22
33,0.0001,22,24,14,16,15,19,23,23
34,0.0001,22,28,14,20,15,26,31,25
35,0.0001,22,26,14,17,15,19,19,27
36,0.0001,22,21,14,16,15,18,28,25
37,0.0001,22,27,14,16,15,19,23,21
38,0.0001,22,22,14,23,15,18,19,22
39,0.0001,22,24,14,16,15,19,19,21
40,0.0001,22,24,14,16,15,18,20,23
41,0.0001,22,24,14,16,25,19,24,20
42,0.0001,22,25,14,20,15,19,22,23
43,0.0001,22,26,14,30,15,19,24,34
44,0.0001,22,31,14,24,15,19,19,21
45,0.0001,22,23,14,16,15,18,21,23
46,0.0001,22,26,14,24,15,18,21,19
47,0.0001,22,26,14,16,21,18,22,22
48,0.0001,22,26,14,16,19,22,20,25
49,0.0001,22,25,14,16,15,18,20,23
50,0.0001,22,24,14,16,19,17,22,25
