run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,19,28,39,50,38,56,42,30
2,0.0001,17,29,39,52,40,44,39,32
3,0.0001,17,24,37,58,40,45,32,30
4,0.0001,19,32,61,45,51,42,36,30
5,0.0001,24,41,43,43,49,62,47,30
6,0.0001,22,28,36,44,51,45,42,33
7,0.0001,21,30,49,62,44,36,46,31
8,0.0001,19,23,30,51,43,37,39,30
9,0.0001,21,27,36,48,37,49,49,30
10,0.0001,19,28,35,39,50,42,44,32
11,0.0001,22,28,49,45,45,39,35,31
12,0.0001,21,25,33,39,45,43,42,31
13,0.0001,21,24,37,52,42,36,43,31
14,0.0001,17,27,33,50,39,40,41,32
15,0.0001,21,29,39,50,38,44,34,30
16,0.0001,21,30,54,36,47,41,70,30
17,0.0001,23,33,58,38,39,49,57,30
18,0.0001,24,30,46,45,51,40,35,32
19,0.0001,19,28,37,57,41,47,35,32
20,0.0001,24,29,41,53,48,38,35,32
21,0.0001,19,30,39,60,45,42,37,30
22,0.0001,21,26,49,54,41,42,32,32
23,0.0001,22,29,38,41,41,41,31,33
24,0.0001,19,27,35,50,42,45,38,30
25,0.0001,19,27,35,58,46,39,40,31
26,0.0001,17,29,39,54,44,38,42,31
27,0.0001,21,23,50,37,39,53,40,31
28,0.0001,21,31,33,50,41,52,41,30
29,0.0001,19,29,48,38,45,41,35,32
30,0.0001,19,27,34,48,56,41,70,30
31,0.0001,17,32,67,40,52,42,33,30
32,0.0001,17,40,59,26,42,43,44,30
33,0.0001,19,31,48,36,58,42,44,30
34,0.0001,17,29,39,38,51,38,41,32
35,0.0001,21,24,37,37,46,40,43,33
36,0.0001,21,63,56,34,41,53,44,30
37,0.0001,21,34,41,50,51,46,48,31
38,0.0001,21,32,61,77,48,40,38,30
39,0.0001,19,28,40,54,38,39,33,31
40,0.0001,21,29,33,43,56,52,42,33
41,0.0001,17,27,33,40,50,44,43,30
42,0.0001,21,28,66,39,53,46,57,30
43,0.0001,17,25,46,45,40,37,39,31
44,0.0001,21,28,37,52,44,42,37,31
45,0.0001,25,36,44,72,64,43,46,30
46,0.0001,19,25,30,40,49,46,47,30
47,0.0001,21,29,72,43,48,47,33,30
48,0.0001,23,29,56,50,44,38,38,30
49,0.0001,29,30,46,55,47,39,38,30
50,0.0001,21,32,31,48,40,45,46,32
