run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,14,19,20,22,23,23,33,31
2,0.0001,15,19,20,22,22,27,32,34
3,0.0001,15,20,18,24,23,23,30,35
4,0.0001,14,19,19,23,23,27,30,30
5,0.0001,15,21,21,20,26,27,29,30
6,0.0001,15,19,20,21,25,39,30,35
7,0.0001,14,21,19,24,23,30,24,36
8,0.0001,15,19,22,22,22,23,34,33
9,0.0001,14,19,20,26,24,27,30,33
10,0.0001,14,19,19,22,27,28,26,32
11,0.0001,14,18,21,31,24,32,26,33
12,0.0001,14,18,21,23,22,26,33,35
13,0.0001,14,20,21,27,22,30,24,30
14,0.0001,15,21,22,22,21,27,30,33
15,0.0001,15,22,20,22,33,23,26,36
16,0.0001,15,19,23,22,23,23,37,25
17,0.0001,15,19,21,21,24,30,27,28
18,0.0001,14,19,19,23,26,23,33,32
19,0.0001,14,19,24,21,25,30,30,24
20,0.0001,14,19,22,22,24,23,33,27
21,0.0001,14,19,21,23,21,29,29,32
22,0.0001,14,19,22,22,22,24,32,30
23,0.0001,14,19,23,22,24,26,24,34
24,0.0001,15,19,23,27,23,30,25,32
25,0.0001,15,19,21,23,23,32,26,37
26,0.0001,14,19,22,24,23,23,29,33
27,0.0001,14,20,20,24,23,30,24,29
28,0.0001,16,21,18,22,25,27,29,33
29,0.0001,15,19,19,21,27,33,22,31
30,0.0001,14,19,19,25,23,23,29,40
31,0.0001,14,18,20,22,23,30,36,36
32,0.0001,14,19,19,25,24,26,31,28
33,0.0001,15,21,20,23,25,32,26,33
34,0.0001,14,19,20,21,22,28,33,34
35,0.0001,14,21,21,21,23,28,37,32
36,0.0001,14,19,21,22,26,26,28,31
37,0.0001,15,21,21,21,29,23,24,33
38,0.0001,14,19,20,24,23,29,26,28
39,0.0001,14,19,19,21,23,23,34,32
40,0.0001,15,19,21,22,23,25,30,30
41,0.0001,15,19,20,23,23,30,35,23
42,0.0001,15,21,21,25,23,29,23,32
43,0.0001,14,18,20,22,22,27,33,28
44,0.0001,15,21,21,21,22,38,25,29
45,0.0001,16,18,20,22,23,26,31,32
46,0.0001,15,21,18,21,27,25,31,32
47,0.0001,14,18,20,20,26,24,29,29
48,0.0001,16,18,22,22,18,27,35,29
49,0.0001,15,19,23,21,23,27,26,28
50,0.0001,14,19,22,23,31,22,26,35
