run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,31,98,45,83,61,85,57,34
2,0.0001,26,59,73,49,89,90,58,46
3,0.0001,26,81,61,44,107,57,85,34
4,0.0001,28,45,56,75,89,76,53,34
5,0.0001,55,68,40,85,53,101,74,34
6,0.0001,28,44,59,61,74,94,84,34
7,0.0001,29,60,43,74,95,79,55,34
8,0.0001,35,80,43,62,84,103,60,35
9,0.0001,28,42,64,76,87,103,57,34
10,0.0001,30,42,64,62,86,95,76,34
11,0.0001,28,41,61,71,57,88,95,34
12,0.0001,26,44,56,72,92,91,49,58
13,0.0001,32,45,61,61,90,76,98,34
14,0.0001,28,96,40,57,72,85,57,34
15,0.0001,28,46,60,91,79,84,60,39
16,0.0001,26,99,51,83,90,67,60,34
17,0.0001,27,38,92,61,76,81,55,34
18,0.0001,26,43,63,87,85,61,94,34
19,0.0001,26,60,39,71,85,96,65,43
20,0.0001,28,42,60,74,81,96,55,34
21,0.0001,30,45,104,61,78,83,61,37
22,0.0001,38,44,58,80,93,79,57,38
23,0.0001,33,43,108,61,79,86,56,34
24,0.0001,30,40,55,72,96,81,58,34
25,0.0001,26,43,58,70,75,92,47,53
26,0.0001,28,44,62,102,75,79,56,34
27,0.0001,30,76,47,64,102,82,61,34
28,0.0001,26,46,63,80,102,58,85,34
29,0.0001,28,45,61,80,83,105,58,34
30,0.0001,26,38,57,82,78,58,98,34
31,0.0001,28,60,44,104,80,83,58,34
32,0.0001,28,43,60,95,100,74,55,34
33,0.0001,26,62,46,115,79,96,58,34
34,0.0001,28,44,62,82,97,79,60,34
35,0.0001,26,41,83,56,72,94,63,68
36,0.0001,33,40,56,71,81,74,54,34
37,0.0001,28,43,77,55,95,92,65,42
38,0.0001,28,45,60,78,72,99,57,34
39,0.0001,30,42,71,58,87,95,96,39
40,0.0001,62,46,28,105,88,79,61,37
41,0.0001,27,41,59,74,99,54,82,34
42,0.0001,30,37,57,81,66,89,55,37
43,0.0001,26,62,84,45,84,110,61,34
44,0.0001,28,44,66,82,59,86,107,34
45,0.0001,30,65,71,96,44,62,78,34
46,0.0001,28,41,58,73,80,56,99,34
47,0.0001,28,46,62,102,77,61,85,34
48,0.0001,36,53,63,108,86,80,54,34
49,0.0001,29,44,61,77,105,61,87,37
50,0.0001,28,45,62,80,82,97,58,34
