run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,26,50,33,42,66,28,76,14
2,0.0001,25,26,19,48,49,60,39,14
3,0.0001,20,36,26,32,48,39,56,14
4,0.0001,33,20,26,38,46,81,77,14
5,0.0001,27,21,28,47,58,64,59,14
6,0.0001,31,24,32,55,35,48,69,14
7,0.0001,46,31,40,48,58,71,23,14
8,0.0001,40,46,20,36,54,30,87,14
9,0.0001,28,26,19,37,40,57,48,14
10,0.0001,27,18,23,39,48,48,33,14
11,0.0001,26,20,27,37,41,54,47,14
12,0.0001,25,26,32,53,49,33,41,14
13,0.0001,21,51,38,50,48,43,31,14
14,0.0001,38,31,19,52,70,29,37,14
15,0.0001,24,19,39,40,44,71,29,14
16,0.0001,26,20,38,32,44,55,65,14
17,0.0001,33,21,47,26,36,45,71,14
18,0.0001,26,18,23,28,44,38,55,14
19,0.0001,27,23,29,39,50,64,64,14
20,0.0001,28,25,19,52,34,38,66,14
21,0.0001,30,20,27,37,45,65,82,14
22,0.0001,26,26,20,48,70,56,42,14
23,0.0001,31,34,36,60,44,55,25,14
24,0.0001,26,35,19,24,59,46,63,14
25,0.0001,25,27,19,59,42,30,51,14
26,0.0001,20,35,39,28,40,68,63,14
27,0.0001,21,49,28,45,76,66,56,14
28,0.0001,34,28,56,48,46,24,41,14
29,0.0001,26,21,51,27,46,41,60,14
30,0.0001,30,27,19,46,64,33,70,14
31,0.0001,25,26,34,32,40,59,59,14
32,0.0001,29,19,25,35,44,49,61,14
33,0.0001,27,32,54,38,49,70,24,14
34,0.0001,24,24,42,31,49,51,75,14
35,0.0001,18,24,46,44,47,57,38,14
36,0.0001,24,20,27,50,41,53,58,14
37,0.0001,20,38,28,37,47,75,30,14
38,0.0001,24,18,24,33,40,57,50,14
39,0.0001,27,22,40,43,60,68,77,14
40,0.0001,29,20,25,38,62,50,80,14
41,0.0001,18,33,24,65,63,49,92,14
42,0.0001,29,36,19,49,54,37,30,14
43,0.0001,30,45,33,43,24,65,36,14
44,0.0001,31,27,30,56,49,36,23,46
45,0.0001,26,23,35,34,41,61,68,14
46,0.0001,24,19,39,40,51,60,41,14
47,0.0001,26,38,32,41,50,59,28,14
48,0.0001,26,31,48,41,33,56,23,14
49,0.0001,27,29,20,41,51,46,71,14
50,0.0001,24,20,44,25,38,64,67,14
