run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,31,72,81,209,152,118,179,125
2,0.0001,30,53,309,80,153,127,102,181
3,0.0001,30,126,53,103,149,205,78,177
4,0.0001,30,77,55,190,167,218,141,242
5,0.0001,34,76,184,97,212,243,266,150
6,0.0001,68,89,192,167,245,113,219,142
7,0.0001,30,55,132,155,78,105,179,210
8,0.0001,30,53,76,100,255,150,124,216
9,0.0001,30,82,103,127,53,227,204,179
10,0.0001,30,109,185,83,234,136,163,211
11,0.0001,38,56,166,84,107,137,362,395
12,0.0001,30,142,76,54,119,220,167,211
13,0.0001,30,107,130,156,76,578,52,185
14,0.0001,30,56,89,230,164,142,190,117
15,0.0001,30,53,76,153,126,101,178,212
16,0.0001,123,170,300,144,194,244,274,216
17,0.0001,32,99,60,152,211,181,232,129
18,0.0001,51,38,74,146,96,184,196,118
19,0.0001,31,207,52,75,103,185,152,127
20,0.0001,30,98,68,149,123,209,74,173
21,0.0001,32,65,367,342,389,190,93,416
22,0.0001,30,151,52,78,181,255,344,140
23,0.0001,30,53,81,103,126,211,153,183
24,0.0001,30,254,78,147,103,122,230,280
25,0.0001,30,104,131,80,265,155,191,283
26,0.0001,36,293,57,149,116,319,82,342
27,0.0001,85,179,103,155,258,230,204,129
28,0.0001,30,149,53,77,100,215,206,123
29,0.0001,54,77,150,101,131,209,292,185
30,0.0001,32,50,193,72,95,234,203,117
31,0.0001,32,199,93,68,125,172,148,279
32,0.0001,31,52,75,122,151,175,100,200
33,0.0001,30,129,185,56,223,106,80,152
34,0.0001,37,254,66,225,274,112,187,89
35,0.0001,32,210,108,55,120,201,236,138
36,0.0001,32,239,81,203,51,155,148,182
37,0.0001,30,235,136,76,53,106,208,184
38,0.0001,30,52,164,107,79,222,193,131
39,0.0001,30,123,52,101,156,174,76,195
40,0.0001,32,50,130,185,74,152,277,105
41,0.0001,30,79,69,285,104,156,182,131
42,0.0001,30,53,108,80,130,238,152,186
43,0.0001,30,206,107,87,240,180,130,155
44,0.0001,38,194,87,59,112,246,225,171
45,0.0001,32,54,291,218,241,265,146,212
46,0.0001,54,75,161,111,150,219,248,194
47,0.0001,30,155,52,75,203,177,100,129
48,0.0001,30,56,242,113,557,616,80,588
49,0.0001,30,53,137,77,244,101,178,209
50,0.0001,30,54,233,80,158,168,204,124
