run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,26,26,27,30,33,30,36,38
2,0.0001,27,27,32,32,29,40,33,32
3,0.0001,25,21,29,33,27,31,33,36
4,0.0001,25,25,34,33,34,32,29,37
5,0.0001,22,29,33,30,27,30,33,37
6,0.0001,24,28,29,30,31,35,33,36
7,0.0001,24,26,24,40,34,30,32,35
8,0.0001,36,27,27,32,33,30,29,37
9,0.0001,27,23,29,32,31,36,32,38
10,0.0001,29,26,33,30,31,33,33,40
11,0.0001,20,30,28,37,31,34,39,38
12,0.0001,23,24,35,30,29,32,38,35
13,0.0001,23,22,31,38,31,34,34,42
14,0.0001,24,32,35,30,29,30,34,36
15,0.0001,24,26,33,36,29,30,36,34
16,0.0001,22,26,30,32,33,29,41,36
17,0.0001,26,27,36,30,27,31,33,45
18,0.0001,20,29,28,38,31,32,34,34
19,0.0001,24,26,32,35,29,30,32,38
20,0.0001,23,27,35,30,29,42,35,36
21,0.0001,27,38,27,30,29,30,43,40
22,0.0001,22,27,30,32,29,36,31,36
23,0.0001,25,26,23,32,27,35,31,41
24,0.0001,29,24,35,31,32,32,33,39
25,0.0001,22,27,29,32,31,36,29,37
26,0.0001,23,27,36,30,31,30,34,41
27,0.0001,25,28,22,37,32,32,39,34
28,0.0001,27,25,33,38,29,34,34,35
29,0.0001,22,26,30,33,31,32,38,36
30,0.0001,32,25,33,30,29,32,33,40
31,0.0001,27,22,30,32,29,34,34,39
32,0.0001,25,23,29,32,29,34,33,36
33,0.0001,25,28,34,30,27,32,37,38
34,0.0001,24,27,36,30,29,32,31,42
35,0.0001,25,22,32,33,31,28,32,38
36,0.0001,27,27,34,31,29,34,30,40
37,0.0001,25,27,34,30,33,36,29,42
38,0.0001,18,28,27,33,38,33,32,38
39,0.0001,25,25,31,31,29,36,32,44
40,0.0001,38,24,34,30,27,30,33,44
41,0.0001,25,27,27,32,29,47,33,35
42,0.0001,23,25,27,30,31,30,36,42
43,0.0001,27,21,27,32,31,31,36,38
44,0.0001,26,32,27,30,29,30,37,35
45,0.0001,26,29,26,32,34,30,29,34
46,0.0001,23,25,39,30,31,30,36,38
47,0.0001,29,30,23,33,30,32,43,35
48,0.0001,25,27,28,32,27,31,33,38
49,0.0001,20,25,29,33,27,33,33,36
50,0.0001,20,28,28,30,31,30,35,38
