run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,36,15,23,34,35,46,30,22
2,0.0001,41,15,25,39,51,38,28,22
3,0.0001,37,15,22,33,46,36,30,22
4,0.0001,36,15,22,34,47,37,29,23
5,0.0001,36,15,22,36,51,36,29,22
6,0.0001,36,15,22,38,36,52,32,22
7,0.0001,34,16,35,26,39,40,27,24
8,0.0001,42,15,24,47,33,33,29,20
9,0.0001,36,15,22,46,32,34,29,22
10,0.0001,36,15,22,33,51,37,31,25
11,0.0001,34,16,35,24,44,35,25,26
12,0.0001,36,16,33,22,38,45,30,22
13,0.0001,36,15,22,50,34,41,32,22
14,0.0001,36,15,33,22,32,43,29,22
15,0.0001,36,15,22,35,39,36,29,24
16,0.0001,34,16,35,24,39,40,31,26
17,0.0001,34,16,34,23,48,35,29,22
18,0.0001,38,15,23,33,37,43,29,22
19,0.0001,37,15,22,34,50,36,32,26
20,0.0001,34,16,36,25,41,38,31,24
21,0.0001,38,15,24,33,41,38,30,26
22,0.0001,34,16,35,25,46,34,27,22
23,0.0001,36,15,24,33,44,35,29,20
24,0.0001,38,15,22,50,40,36,29,26
25,0.0001,36,15,22,35,32,45,30,26
26,0.0001,34,16,51,23,39,37,31,22
27,0.0001,34,16,38,24,46,36,27,22
28,0.0001,36,15,23,51,35,32,30,22
29,0.0001,34,16,34,23,35,45,31,24
30,0.0001,36,16,46,21,32,34,32,22
31,0.0001,40,15,26,35,40,46,29,24
32,0.0001,38,15,25,38,40,42,27,24
33,0.0001,34,16,34,24,36,47,31,24
34,0.0001,36,15,22,35,48,38,29,22
35,0.0001,36,15,23,36,49,40,25,28
36,0.0001,36,15,24,31,46,36,29,22
37,0.0001,38,15,32,23,48,42,29,22
38,0.0001,34,15,34,22,48,48,27,22
39,0.0001,38,15,22,36,52,36,27,22
40,0.0001,36,15,23,36,37,40,29,26
41,0.0001,36,15,25,41,37,52,30,23
42,0.0001,36,15,24,54,33,35,29,22
43,0.0001,42,15,27,37,54,40,28,20
44,0.0001,36,15,23,50,38,34,31,26
45,0.0001,34,15,22,31,46,38,31,28
46,0.0001,38,15,22,33,47,33,33,24
47,0.0001,36,15,23,37,50,38,27,22
48,0.0001,36,15,22,31,45,40,27,22
49,0.0001,50,15,26,36,49,40,27,22
50,0.0001,36,15,22,37,52,36,28,22
