run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,19,19,22,24,20,25,28,28
2,0.0001,16,20,20,25,24,26,29,33
3,0.0001,20,18,20,19,22,26,29,32
4,0.0001,19,19,19,23,24,28,23,31
5,0.0001,18,17,19,24,24,29,24,35
6,0.0001,21,19,20,20,24,23,31,31
7,0.0001,18,21,19,19,22,27,28,28
8,0.0001,18,17,22,20,24,26,36,30
9,0.0001,19,19,18,20,22,26,28,30
10,0.0001,18,18,24,22,25,25,27,32
11,0.0001,20,18,22,23,20,23,33,29
12,0.0001,17,21,18,21,24,24,34,26
13,0.0001,18,17,19,24,24,26,24,29
14,0.0001,17,17,22,21,26,26,25,31
15,0.0001,17,17,22,22,25,33,24,28
16,0.0001,19,18,20,19,23,28,29,32
17,0.0001,20,19,21,23,22,22,24,27
18,0.0001,18,18,24,23,22,26,27,31
19,0.0001,18,20,20,24,24,26,30,27
20,0.0001,20,18,20,23,22,24,26,30
21,0.0001,17,21,21,22,22,23,32,30
22,0.0001,17,20,18,21,26,27,26,28
23,0.0001,19,17,20,22,24,24,27,28
24,0.0001,18,18,20,19,25,25,25,32
25,0.0001,19,18,20,22,25,26,26,34
26,0.0001,18,21,20,20,22,24,26,31
27,0.0001,19,17,20,24,28,27,27,33
28,0.0001,17,17,23,22,24,25,25,39
29,0.0001,17,19,20,19,23,26,26,28
30,0.0001,17,22,18,22,23,25,34,34
31,0.0001,20,18,22,21,23,23,28,28
32,0.0001,16,20,23,22,22,25,28,27
33,0.0001,19,17,23,21,22,24,28,27
34,0.0001,16,19,22,21,24,26,30,29
35,0.0001,18,18,20,19,24,27,27,35
36,0.0001,16,21,20,22,25,28,30,35
37,0.0001,19,18,23,21,22,26,27,32
38,0.0001,16,21,22,20,22,26,30,32
39,0.0001,17,17,20,22,24,26,31,27
40,0.0001,18,18,23,25,22,25,24,27
41,0.0001,17,23,20,22,21,27,29,30
42,0.0001,17,19,21,21,26,26,29,30
43,0.0001,19,21,20,21,25,22,24,32
44,0.0001,17,22,23,22,31,23,28,27
45,0.0001,18,17,22,25,26,26,30,32
46,0.0001,16,21,19,21,25,25,27,31
47,0.0001,18,18,18,23,22,28,35,31
48,0.0001,19,19,18,21,26,26,29,35
49,0.0001,18,21,20,23,22,24,27,31
50,0.0001,18,18,21,24,24,25,30,31
