run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,31,41,44,105,66,108,72,86
2,0.0001,47,40,51,84,69,105,92,120
3,0.0001,32,34,64,57,92,74,99,119
4,0.0001,44,40,60,108,69,82,122,92
5,0.0001,26,35,48,98,52,75,84,105
6,0.0001,41,51,97,120,89,81,102,134
7,0.0001,27,41,47,74,84,79,100,112
8,0.0001,27,41,59,27,68,97,113,81
9,0.0001,26,37,80,68,122,62,126,116
10,0.0001,26,42,65,36,71,76,103,115
11,0.0001,29,52,67,73,35,92,96,111
12,0.0001,29,37,47,65,120,95,81,79
13,0.0001,38,30,60,53,120,73,87,102
14,0.0001,33,66,38,45,72,98,104,84
15,0.0001,30,35,47,66,81,86,103,110
16,0.0001,44,38,82,88,62,75,112,119
17,0.0001,47,36,116,42,87,79,66,109
18,0.0001,33,94,42,71,51,114,76,98
19,0.0001,32,45,50,66,79,116,118,97
20,0.0001,41,37,44,76,87,106,60,113
21,0.0001,30,39,99,60,114,53,79,83
22,0.0001,36,81,45,61,98,112,56,87
23,0.0001,46,36,42,73,102,122,78,104
24,0.0001,41,29,48,71,58,85,101,107
25,0.0001,39,46,88,65,133,102,78,137
26,0.0001,32,44,56,95,113,67,125,99
27,0.0001,26,40,54,48,76,79,98,107
28,0.0001,31,51,36,134,57,94,99,127
29,0.0001,51,43,54,102,103,140,109,130
30,0.0001,48,41,52,115,80,109,77,90
31,0.0001,32,38,104,50,84,59,90,91
32,0.0001,29,37,66,102,108,74,58,82
33,0.0001,31,36,54,93,102,74,62,115
34,0.0001,39,35,49,91,70,110,124,88
35,0.0001,31,32,63,80,67,46,92,112
36,0.0001,36,39,55,59,131,104,111,97
37,0.0001,30,36,67,125,95,47,74,109
38,0.0001,27,52,61,110,95,67,88,128
39,0.0001,32,71,38,64,53,100,97,108
40,0.0001,29,38,42,85,60,113,69,129
41,0.0001,31,51,35,59,113,82,129,88
42,0.0001,27,32,72,48,83,54,89,110
43,0.0001,30,40,86,73,96,42,84,117
44,0.0001,29,57,37,70,111,79,42,100
45,0.0001,31,31,61,87,95,98,51,119
46,0.0001,28,54,30,79,47,79,96,115
47,0.0001,64,100,71,103,127,124,146,96
48,0.0001,29,36,53,77,89,67,127,97
49,0.0001,32,72,40,41,113,86,106,72
50,0.0001,31,35,48,83,84,64,116,95
