run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,17,22,58,43,29,34,54,50
2,0.0001,17,21,27,47,61,32,37,61
3,0.0001,17,24,34,41,63,28,45,54
4,0.0001,18,24,29,55,47,35,40,60
5,0.0001,17,27,22,45,37,61,41,52
6,0.0001,17,24,64,32,42,37,55,46
7,0.0001,17,31,40,48,23,36,57,65
8,0.0001,17,22,26,55,35,48,40,63
9,0.0001,24,23,34,29,40,57,44,55
10,0.0001,19,30,23,34,54,62,65,40
11,0.0001,17,23,27,49,33,54,39,60
12,0.0001,17,40,22,57,33,50,36,68
13,0.0001,17,22,44,27,68,32,46,52
14,0.0001,17,23,28,57,35,41,49,64
15,0.0001,17,29,21,35,57,37,45,64
16,0.0001,17,27,24,40,32,46,52,59
17,0.0001,17,25,30,47,38,50,60,62
18,0.0001,17,22,55,36,28,42,62,48
19,0.0001,17,39,23,50,57,31,62,44
20,0.0001,17,21,28,41,45,37,53,59
21,0.0001,17,34,23,29,55,42,47,63
22,0.0001,17,24,28,62,37,41,48,57
23,0.0001,17,24,29,39,52,33,46,61
24,0.0001,18,23,43,28,34,52,50,65
25,0.0001,17,23,34,63,50,27,42,53
26,0.0001,17,29,33,21,40,51,63,52
27,0.0001,17,23,30,38,42,47,60,71
28,0.0001,17,25,31,36,43,49,56,61
29,0.0001,17,25,29,46,59,37,49,52
30,0.0001,17,24,30,49,39,66,45,58
31,0.0001,17,28,54,22,33,43,46,61
32,0.0001,17,24,43,45,54,35,58,30
33,0.0001,17,22,35,27,43,45,51,59
34,0.0001,17,24,29,36,44,49,65,58
35,0.0001,17,25,32,35,50,41,74,60
36,0.0001,18,22,33,34,53,38,44,60
37,0.0001,17,24,30,50,42,58,35,54
38,0.0001,17,22,29,56,65,42,35,48
39,0.0001,17,24,29,36,44,54,48,63
40,0.0001,17,24,30,56,43,66,34,46
41,0.0001,17,35,44,23,59,29,47,59
42,0.0001,17,22,30,36,40,46,56,63
43,0.0001,17,23,29,57,34,47,40,66
44,0.0001,17,21,32,36,55,44,57,45
45,0.0001,17,22,43,28,34,63,51,65
46,0.0001,19,36,23,29,46,41,53,68
47,0.0001,19,24,32,35,58,43,49,63
48,0.0001,17,23,37,43,27,60,65,47
49,0.0001,17,25,31,52,37,42,64,48
50,0.0001,17,25,31,36,43,48,50,57
