run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,20,51,29,65,41,27,54,14
2,0.0001,19,28,41,64,48,51,27,14
3,0.0001,17,46,35,33,60,28,75,14
4,0.0001,16,29,68,61,50,43,27,14
5,0.0001,19,35,47,56,66,29,42,14
6,0.0001,20,51,40,27,49,30,64,15
7,0.0001,16,27,39,39,57,49,21,26
8,0.0001,18,28,26,56,55,40,41,14
9,0.0001,30,28,46,42,62,53,23,27
10,0.0001,18,33,43,55,82,41,27,14
11,0.0001,18,30,55,49,58,45,28,14
12,0.0001,18,56,29,44,38,59,26,14
13,0.0001,16,51,41,27,45,58,29,15
14,0.0001,21,33,60,31,44,74,46,14
15,0.0001,20,45,28,62,57,41,28,14
16,0.0001,21,33,30,55,41,52,42,14
17,0.0001,16,29,50,42,42,68,29,14
18,0.0001,20,33,48,28,53,60,40,14
19,0.0001,20,21,64,45,35,72,91,14
20,0.0001,21,42,75,65,47,28,26,14
21,0.0001,18,28,40,54,62,27,47,14
22,0.0001,20,43,28,30,59,57,42,14
23,0.0001,16,31,44,54,69,44,29,14
24,0.0001,20,48,27,39,56,32,63,14
25,0.0001,23,47,32,51,60,59,26,14
26,0.0001,18,29,52,42,63,37,22,26
27,0.0001,16,30,40,69,27,46,54,14
28,0.0001,23,27,91,44,57,75,63,17
29,0.0001,24,29,93,71,64,35,43,14
30,0.0001,20,43,47,26,41,62,71,14
31,0.0001,16,42,52,31,40,27,77,14
32,0.0001,18,44,30,46,70,86,28,14
33,0.0001,19,26,33,52,69,49,32,14
34,0.0001,22,29,51,60,41,53,28,14
35,0.0001,18,29,58,41,65,43,29,14
36,0.0001,22,33,53,52,32,46,73,14
37,0.0001,21,26,51,63,66,39,48,14
38,0.0001,18,61,29,64,26,39,40,14
39,0.0001,17,28,45,63,59,28,41,15
40,0.0001,18,30,52,43,68,41,22,27
41,0.0001,17,22,37,52,58,29,42,14
42,0.0001,16,34,35,64,46,27,48,14
43,0.0001,19,36,24,52,76,59,37,14
44,0.0001,22,25,42,42,56,70,35,14
45,0.0001,18,36,27,48,69,45,47,14
46,0.0001,22,29,53,51,66,38,36,14
47,0.0001,21,32,60,62,49,43,27,14
48,0.0001,20,47,42,62,36,56,38,14
49,0.0001,20,27,38,48,60,31,51,14
50,0.0001,20,31,45,66,53,45,31,14
