run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
1,0.0001,64,88,46,51,46,70,68,78
2,0.0001,66,87,60,103,63,77,80,96
3,0.0001,51,80,44,62,86,97,90,76
4,0.0001,47,52,59,65,49,76,84,80
5,0.0001,48,71,44,64,77,61,80,94
6,0.0001,62,87,40,49,48,90,69,67
7,0.0001,66,75,42,45,46,64,89,80
8,0.0001,50,54,42,45,88,75,68,85
9,0.0001,48,76,43,58,53,65,72,83
10,0.0001,65,70,45,54,45,64,94,79
11,0.0001,53,73,43,72,53,60,83,67
12,0.0001,45,94,42,63,53,75,76,82
13,0.0001,53,87,52,54,67,63,79,80
14,0.0001,53,81,44,49,63,71,68,96
15,0.0001,58,71,45,94,45,71,80,66
16,0.0001,62,76,42,72,44,82,47,94
17,0.0001,62,85,43,46,75,54,73,91
18,0.0001,53,76,41,57,73,66,87,69
19,0.0001,49,65,43,69,62,74,77,84
20,0.0001,66,72,61,44,69,50,88,90
21,0.0001,48,67,44,77,44,89,62,83
22,0.0001,45,80,50,60,71,54,82,66
23,0.0001,48,63,40,52,45,71,80,77
24,0.0001,60,76,44,87,49,54,72,89
25,0.0001,49,84,55,44,52,79,66,80
26,0.0001,61,73,49,56,44,71,89,76
27,0.0001,54,77,42,67,53,70,73,83
28,0.0001,81,84,57,46,51,68,73,78
29,0.0001,57,74,51,64,43,71,91,89
30,0.0001,49,66,40,53,77,59,89,72
31,0.0001,85,69,40,46,70,60,86,64
32,0.0001,77,70,40,47,50,68,58,89
33,0.0001,66,78,42,63,47,54,83,78
34,0.0001,77,67,43,62,52,54,90,84
35,0.0001,79,67,44,45,55,60,74,92
36,0.0001,61,93,42,44,69,48,63,76
37,0.0001,55,79,44,60,68,92,70,83
38,0.0001,48,81,44,49,81,60,65,68
39,0.0001,63,75,52,49,47,70,88,71
40,0.0001,50,66,43,72,77,64,56,81
41,0.0001,49,61,58,66,44,82,94,74
42,0.0001,59,84,44,48,48,74,70,79
43,0.0001,46,86,43,54,69,76,71,69
44,0.0001,67,64,44,49,53,78,79,92
45,0.0001,71,63,43,54,45,79,84,67
46,0.0001,50,90,43,92,57,68,69,71
47,0.0001,47,57,42,51,83,61,72,84
48,0.0001,75,84,42,49,48,59,67,73
49,0.0001,59,51,52,56,43,70,82,74
50,0.0001,61,72,47,55,43,80,90,90
