run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,54,89,46,70,70,59,78,101,-5.145833333333333,6.0,5.145833333333333,0.8125,0.05633542768959443
2,0.0001,42,61,64,72,46,49,77,89,-3.75,6.0,3.75,0.6458333333333334,0.0593125000000001
3,0.0001,74,87,55,54,46,55,66,85,-4.208333333333333,11.0,4.208333333333333,0.5208333333333334,0.04243893678160937
4,0.0001,70,90,43,60,54,46,55,72,-3.5416666666666665,12.0,3.5416666666666665,0.6458333333333334,0.050924744897959284
5,0.0001,52,82,40,76,50,58,69,87,-4.041666666666667,9.0,4.041666666666667,0.6458333333333334,0.059417558365758794
6,0.0001,64,82,42,51,46,73,70,93,-4.1875,8.0,4.1875,0.7291666666666666,0.06642574376199617
7,0.0001,92,76,40,55,58,62,82,78,-4.645833333333333,10.0,4.645833333333333,0.75,0.05221857734806634
8,0.0001,46,78,50,58,43,68,79,64,-3.4583333333333335,7.0,3.4583333333333335,0.4166666666666667,0.041711676954732546
9,0.0001,55,77,46,56,48,87,71,76,-4.083333333333333,9.0,4.083333333333333,0.5208333333333334,0.043859011627907174
10,0.0001,78,82,43,73,47,71,100,90,-5.5,9.0,5.5,0.8541666666666666,0.059867294520548064
11,0.0001,67,73,40,83,47,51,65,88,-4.041666666666667,11.0,4.041666666666667,0.6666666666666666,0.062335846303501974
12,0.0001,45,60,40,69,68,83,64,90,-4.145833333333333,5.0,4.145833333333333,0.7083333333333334,0.05783658477842013
13,0.0001,70,82,53,58,47,86,94,67,-4.9375,10.0,4.9375,0.6458333333333334,0.04800549820466804
14,0.0001,74,88,49,70,46,64,81,100,-5.25,9.0,5.25,0.7916666666666666,0.057550262237762384
15,0.0001,75,85,40,62,50,48,78,68,-3.875,11.0,3.875,0.6041666666666666,0.05519392292490122
16,0.0001,54,90,41,61,48,84,74,67,-4.145833333333333,9.0,4.145833333333333,0.6875,0.06217184489402716
17,0.0001,61,81,39,55,48,75,73,88,-4.166666666666667,8.0,4.166666666666667,0.6875,0.05973557692307696
18,0.0001,49,60,43,57,46,80,71,77,-3.3958333333333335,7.0,3.3958333333333335,0.4375,0.04531250000000009
19,0.0001,49,69,43,75,52,88,78,86,-4.583333333333333,6.0,4.583333333333333,0.6041666666666666,0.055497685185185164
20,0.0001,50,65,40,58,43,90,71,73,-3.5416666666666665,7.0,3.5416666666666665,0.7083333333333334,0.06572066326530623
21,0.0001,54,92,48,84,62,75,64,87,-5.125,9.0,5.125,0.5833333333333334,0.041778931095406424
22,0.0001,76,90,43,55,72,59,63,79,-4.520833333333333,11.0,4.520833333333333,0.6458333333333334,0.038794809124767404
23,0.0001,59,75,56,74,54,69,102,84,-5.270833333333333,8.0,5.270833333333333,0.6666666666666666,0.035713896160558534
24,0.0001,72,65,46,54,52,95,80,71,-4.479166666666667,9.0,4.479166666666667,0.6875,0.047181658878504784
25,0.0001,67,82,42,55,49,61,76,85,-4.104166666666667,9.0,4.104166666666667,0.5625,0.049664530947775676
26,0.0001,98,88,46,50,85,74,63,94,-5.791666666666667,11.0,5.791666666666667,0.75,0.06036266722408046
27,0.0001,49,89,48,67,66,59,71,86,-4.479166666666667,8.0,4.479166666666667,0.5208333333333334,0.03923773364485994
28,0.0001,50,61,45,82,58,82,96,74,-4.75,7.0,4.75,0.7291666666666666,0.05763001824817526
29,0.0001,66,86,42,58,45,57,77,79,-3.9583333333333335,10.0,3.9583333333333335,0.5833333333333334,0.05413602941176476
30,0.0001,78,82,44,49,43,68,59,95,-4.125,10.0,4.125,0.75,0.07716578185328204
31,0.0001,59,75,42,67,43,55,79,93,-4.020833333333333,8.0,4.020833333333333,0.7291666666666666,0.06772965399610142
32,0.0001,68,75,45,53,45,84,66,95,-4.395833333333333,9.0,4.395833333333333,0.7083333333333334,0.06461570150659135
33,0.0001,84,74,53,57,45,56,70,83,-4.208333333333333,11.0,4.208333333333333,0.4791666666666667,0.03764966475095788
34,0.0001,71,84,41,60,56,66,89,92,-4.979166666666667,8.0,4.979166666666667,0.7291666666666666,0.054257043828264795
35,0.0001,69,88,49,46,60,74,95,73,-4.875,9.0,4.875,0.6875,0.05208145306859224
36,0.0001,73,70,44,59,50,54,63,81,-3.625,10.0,3.625,0.4375,0.028106022267206487
37,0.0001,46,84,41,62,71,58,62,82,-3.875,8.0,3.875,0.5625,0.04877099802371543
38,0.0001,65,81,56,48,43,77,68,93,-4.395833333333333,8.0,4.395833333333333,0.7083333333333334,0.057082744821092435
39,0.0001,45,61,53,73,56,84,75,81,-4.333333333333333,5.0,4.333333333333333,0.4791666666666667,0.034422348484848486
40,0.0001,51,86,44,70,49,64,64,86,-4.041666666666667,9.0,4.041666666666667,0.5416666666666666,0.05066269455252925
41,0.0001,51,78,41,57,46,65,69,90,-3.6875,7.0,3.6875,0.6875,0.062415115694165024
42,0.0001,54,67,42,80,60,71,101,94,-5.1875,6.0,5.1875,0.8958333333333334,0.06903833479789112
43,0.0001,75,74,48,46,53,90,66,85,-4.520833333333333,10.0,4.520833333333333,0.5833333333333334,0.05229574022346384
44,0.0001,47,80,39,56,51,61,80,71,-3.4375,7.0,3.4375,0.5208333333333334,0.05355992268041243
45,0.0001,82,92,45,89,43,50,52,66,-4.145833333333333,14.0,4.145833333333333,0.6875,0.08240305876685938
46,0.0001,60,72,42,46,44,80,62,68,-3.2083333333333335,10.0,3.2083333333333335,0.4583333333333333,0.04531250000000009
47,0.0001,86,70,45,58,49,72,95,85,-5.0,9.0,5.0,0.7083333333333334,0.05825892857142856
48,0.0001,47,98,45,65,56,60,78,75,-4.25,8.0,4.25,0.7708333333333334,0.0605796755725192
49,0.0001,49,71,44,88,66,76,58,81,-4.4375,8.0,4.4375,0.5833333333333334,0.04390537054409016
50,0.0001,48,67,55,80,45,56,83,104,-4.541666666666667,6.0,4.541666666666667,0.8958333333333334,0.07691101301115255
