run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,15,21,21,28,26,28,36,40,0.3953488372093023,1.0,0.06976744186046512,-0.06976744186046512,-0.022313552526062708
2,0.0001,14,24,20,24,22,29,29,27,1.0,5.0,0.11627906976744186,-0.3023255813953488,-0.07190749863163659
3,0.0001,14,19,21,21,25,26,28,36,0.9767441860465116,0.0,0.0,-0.13953488372093023,-0.03761343012704188
4,0.0001,15,21,21,21,31,25,28,34,0.8372093023255814,2.0,0.046511627906976744,-0.20930232558139536,-0.04838142153413094
5,0.0001,14,19,23,20,26,29,29,29,1.0,1.0,0.0,-0.3023255813953488,-0.058679985404123336
6,0.0001,14,19,20,22,27,28,25,31,1.069767441860465,2.0,0.0,-0.2558139534883721,-0.05469039673711529
7,0.0001,15,21,21,21,28,41,26,34,0.5813953488372093,3.0,0.18604651162790697,-0.046511627906976744,-0.016179410294852703
8,0.0001,17,21,21,25,23,30,27,35,0.7674418604651163,2.0,0.09302325581395349,-0.23255813953488372,-0.06105960838676139
9,0.0001,15,23,21,27,22,21,34,41,0.6511627906976745,5.0,0.09302325581395349,-0.046511627906976744,-0.018044286680189314
10,0.0001,14,19,24,24,23,32,25,32,0.9069767441860465,3.0,0.023255813953488372,-0.23255813953488372,-0.05344380918349123
11,0.0001,14,19,26,21,25,32,25,37,0.7674418604651163,4.0,0.06976744186046512,-0.11627906976744186,-0.029652573210882105
12,0.0001,14,20,21,30,22,25,36,32,0.7441860465116279,3.0,0.09302325581395349,-0.13953488372093023,-0.028534482758620694
13,0.0001,16,19,24,22,27,40,22,40,0.5116279069767442,4.0,0.16279069767441862,-0.09302325581395349,-0.008415435139573102
14,0.0001,14,19,23,26,30,28,27,36,0.6744186046511628,2.0,0.0,-0.13953488372093023,-0.04248768472906406
15,0.0001,15,21,23,22,28,21,33,33,0.8372093023255814,3.0,0.046511627906976744,-0.23255813953488372,-0.04838142153413094
16,0.0001,14,19,20,30,23,24,29,36,0.8604651162790697,3.0,0.06976744186046512,-0.13953488372093023,-0.029111405835543946
