run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,18,29,16,19,16,16,20,18,2.260869565217391,11.0,0.15217391304347827,-0.32608695652173914,-0.06537828947368429
2,0.0001,19,23,16,24,16,16,20,18,2.260869565217391,13.0,0.043478260869565216,-0.43478260869565216,-0.07853618421052633
3,0.0001,18,21,16,18,16,16,22,18,2.4130434782608696,10.0,0.0,-0.4782608695652174,-0.10113146551724128
4,0.0001,18,22,16,20,16,16,24,18,2.3043478260869565,11.0,0.0,-0.43478260869565216,-0.08239583333333322
5,0.0001,20,22,20,17,16,16,30,18,2.108695652173913,13.0,0.043478260869565216,-0.30434782608695654,-0.05478577044025168
6,0.0001,18,28,19,17,16,16,23,18,2.1956521739130435,12.0,0.13043478260869565,-0.34782608695652173,-0.06325604838709675
7,0.0001,18,18,16,19,16,16,23,22,2.347826086956522,9.0,0.0,-0.45652173913043476,-0.08973817567567566
8,0.0001,18,25,19,17,16,16,30,18,2.108695652173913,12.0,0.06521739130434782,-0.30434782608695654,-0.04692413522012573
9,0.0001,20,23,20,17,16,16,25,18,2.1956521739130435,13.0,0.06521739130434782,-0.41304347826086957,-0.0761592741935484
10,0.0001,18,23,16,19,16,16,36,18,2.0434782608695654,11.0,0.021739130434782608,-0.17391304347826086,-0.022087191358024727
11,0.0001,18,23,16,20,16,16,21,24,2.217391304347826,9.0,0.021739130434782608,-0.43478260869565216,-0.07640016233766245
12,0.0001,20,21,16,23,16,16,21,18,2.282608695652174,12.0,0.043478260869565216,-0.45652173913043476,-0.08873137417218535
13,0.0001,20,35,20,17,16,16,23,18,1.9782608695652173,13.0,0.32608695652173914,-0.1956521739130435,-0.028456439393939492
14,0.0001,20,21,25,17,16,16,20,18,2.239130434782609,14.0,0.043478260869565216,-0.41304347826086957,-0.0831801470588236
15,0.0001,20,23,16,19,16,16,26,18,2.217391304347826,12.0,0.06521739130434782,-0.391304347826087,-0.06828327922077926
