run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,49,42,94,53,80,83,69,46,-1.8125,9.0,2.09375,0.375,0.05439922480620152
2,0.0001,47,57,67,76,87,98,53,45,-2.03125,11.0,2.4375,0.390625,0.04830188679245295
3,0.0001,62,50,58,71,85,103,69,46,-2.25,9.0,2.53125,0.453125,0.03746323529411777
4,0.0001,39,53,56,87,74,79,69,42,-1.546875,8.0,1.890625,0.3125,0.044549098196392745
5,0.0001,41,54,89,64,99,65,55,46,-1.765625,9.0,2.125,0.46875,0.05654970760233913
6,0.0001,37,69,44,74,87,92,54,45,-1.59375,9.0,1.984375,0.421875,0.06980079681274898
7,0.0001,42,51,68,84,90,85,58,47,-1.953125,9.0,2.25,0.3125,0.046190476190476115
8,0.0001,37,54,51,93,84,86,56,44,-1.640625,8.0,2.015625,0.4375,0.06900990099009907
9,0.0001,36,78,42,88,48,90,59,49,-1.40625,9.0,1.75,0.40625,0.07561224489795926
10,0.0001,38,58,47,80,68,94,81,47,-1.765625,6.0,2.03125,0.4375,0.058499025341130606
11,0.0001,39,50,61,74,92,100,58,47,-1.890625,9.0,2.1875,0.515625,0.06942418426103658
12,0.0001,41,94,55,60,71,86,55,45,-1.671875,9.0,2.046875,0.390625,0.050078895463510964
13,0.0001,68,46,50,83,80,91,54,45,-1.828125,10.0,2.21875,0.28125,0.042727272727272725
14,0.0001,42,58,73,65,75,83,108,53,-2.453125,6.0,2.625,0.59375,0.045583482944344667
15,0.0001,40,53,62,69,81,95,52,42,-1.46875,10.0,1.9375,0.421875,0.05694331983805667
16,0.0001,45,51,59,92,101,86,55,44,-2.078125,10.0,2.46875,0.453125,0.06924953095684794
17,0.0001,39,53,58,88,62,75,110,53,-2.15625,5.0,2.328125,0.671875,0.06739776951672871
18,0.0001,55,63,48,76,74,103,65,45,-2.015625,10.0,2.3125,0.46875,0.037958412098298755
19,0.0001,57,66,90,84,77,55,86,46,-2.515625,11.0,2.8125,0.25,0.0186631016042782
20,0.0001,48,59,48,58,87,123,98,70,-2.984375,5.0,2.984375,0.734375,0.07964467005076137
21,0.0001,49,43,95,83,59,79,92,39,-2.171875,9.0,2.5625,0.4375,0.07102040816326527
22,0.0001,45,51,80,78,90,116,62,46,-2.625,9.0,2.90625,0.671875,0.07545774647887327
23,0.0001,39,43,56,106,92,80,68,44,-2.0,7.0,2.3125,0.609375,0.0924431818181819
24,0.0001,48,61,64,57,107,96,74,46,-2.390625,9.0,2.671875,0.515625,0.057974683544303796
25,0.0001,42,58,71,89,100,70,52,44,-1.96875,11.0,2.40625,0.46875,0.06134980988593153
26,0.0001,71,70,55,82,64,115,57,44,-2.46875,13.0,2.828125,0.671875,0.04732974910394261
27,0.0001,44,91,39,67,79,85,62,46,-1.765625,10.0,2.125,0.375,0.058986354775828476
28,0.0001,41,91,47,81,73,88,50,43,-1.78125,9.0,2.265625,0.34375,0.06523346303501953
29,0.0001,45,61,55,95,70,98,57,48,-2.015625,9.0,2.3125,0.390625,0.04977315689981099
30,0.0001,41,51,78,98,95,64,67,40,-2.09375,11.0,2.46875,0.46875,0.07290262172284656
31,0.0001,44,52,86,59,75,104,71,44,-2.109375,8.0,2.421875,0.5,0.06112149532710287
32,0.0001,36,56,63,76,90,97,75,51,-2.25,8.0,2.453125,0.515625,0.05446691176470586
33,0.0001,60,42,70,85,95,79,69,43,-2.234375,10.0,2.5625,0.390625,0.042099447513812116
34,0.0001,43,66,57,66,98,92,54,42,-1.84375,11.0,2.28125,0.4375,0.05957528957528968
35,0.0001,37,54,49,89,99,83,54,45,-1.71875,8.0,2.109375,0.53125,0.08029411764705885
36,0.0001,37,69,55,94,61,103,59,45,-1.921875,9.0,2.234375,0.59375,0.07449330783938812
37,0.0001,46,73,54,62,100,56,86,47,-1.9375,8.0,2.203125,0.40625,0.046717557251908515
38,0.0001,49,57,76,64,98,77,61,52,-2.09375,9.0,2.28125,0.328125,0.018595505617977626
39,0.0001,43,49,90,69,87,80,60,50,-2.0,8.0,2.21875,0.296875,0.04130681818181814
40,0.0001,37,53,59,89,79,83,55,44,-1.546875,9.0,1.9375,0.375,0.05557114228456905
41,0.0001,42,76,50,90,75,81,66,48,-2.0,9.0,2.25,0.3125,0.03420454545454543
42,0.0001,39,46,96,65,81,95,56,46,-1.9375,8.0,2.28125,0.453125,0.07582061068702295
43,0.0001,47,52,60,107,96,76,60,65,-2.546875,6.0,2.546875,0.5,0.04886323268206039
44,0.0001,45,52,71,59,80,109,66,48,-2.03125,8.0,2.28125,0.5625,0.05349056603773583
45,0.0001,55,62,66,73,102,70,102,40,-2.65625,8.0,3.03125,0.53125,0.04982456140350888
46,0.0001,41,49,57,100,91,87,61,56,-2.21875,7.0,2.34375,0.484375,0.061051660516605155
47,0.0001,41,59,69,108,76,85,62,45,-2.265625,9.0,2.5625,0.609375,0.061743119266055135
48,0.0001,43,50,56,92,109,97,63,52,-2.53125,7.0,2.71875,0.59375,0.0782740213523132
49,0.0001,47,69,77,83,55,101,57,43,-2.0625,12.0,2.4375,0.46875,0.05101503759398507
50,0.0001,54,67,43,83,95,94,65,48,-2.328125,11.0,2.59375,0.375,0.05051001821493628
