run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,17,32,45,41,37,55,61,67,-2.3777777777777778,2.0,2.3777777777777778,0.4888888888888889,0.025363471149477457
2,0.0001,19,32,44,32,34,71,51,55,-2.0,4.0,2.0,0.5333333333333333,0.03256823821339938
3,0.0001,19,25,61,79,43,43,54,39,-2.5555555555555554,8.0,2.688888888888889,0.7111111111111111,0.05275259930685139
4,0.0001,21,28,33,57,41,43,66,54,-2.111111111111111,4.0,2.111111111111111,0.37777777777777777,0.021971691902567425
5,0.0001,26,26,30,44,47,76,44,67,-2.488888888888889,3.0,2.488888888888889,0.4888888888888889,0.041061827956989205
6,0.0001,19,23,31,47,47,59,43,49,-1.5555555555555556,4.0,1.5555555555555556,0.26666666666666666,0.012248934875228157
7,0.0001,19,27,28,61,47,58,66,54,-2.488888888888889,4.0,2.488888888888889,0.4222222222222222,0.037589605734766884
8,0.0001,17,25,32,39,56,50,67,76,-2.533333333333333,1.0,2.533333333333333,0.6888888888888889,0.07442969167706281
9,0.0001,21,25,31,43,49,63,49,63,-2.1333333333333333,1.0,2.1333333333333333,0.3111111111111111,0.02831957989497358
10,0.0001,19,29,38,51,31,53,67,75,-2.5555555555555554,2.0,2.6,0.6222222222222222,0.05826224118012968
11,0.0001,23,29,40,34,53,62,81,65,-3.088888888888889,2.0,3.088888888888889,0.6666666666666666,0.051252396432441394
12,0.0001,21,25,65,36,43,58,57,40,-2.1555555555555554,6.0,2.2666666666666666,0.35555555555555557,0.02593501636278628
13,0.0001,21,24,34,44,60,52,44,58,-1.9777777777777779,3.0,1.9777777777777779,0.24444444444444444,0.014992342299224637
14,0.0001,19,24,31,39,64,56,51,47,-1.8444444444444446,4.0,1.8444444444444446,0.37777777777777777,0.03570558425104764
15,0.0001,21,27,43,61,39,68,54,45,-2.4444444444444446,6.0,2.4444444444444446,0.4222222222222222,0.021287619390881085
16,0.0001,17,31,34,43,36,54,64,64,-2.111111111111111,1.0,2.111111111111111,0.4222222222222222,0.03509122543026422
17,0.0001,19,24,38,80,54,46,34,65,-2.488888888888889,6.0,2.6444444444444444,0.7333333333333333,0.07370071684587809
18,0.0001,27,26,33,69,46,41,56,64,-2.533333333333333,5.0,2.533333333333333,0.3333333333333333,0.024015327036178924
19,0.0001,17,28,31,55,40,39,51,66,-1.7555555555555555,3.0,1.7555555555555555,0.4666666666666667,0.03668491664200446
20,0.0001,23,30,22,55,49,42,63,67,-2.2888888888888888,4.0,2.3555555555555556,0.37777777777777777,0.04325199889716003
21,0.0001,19,31,25,37,60,46,50,63,-1.8444444444444446,3.0,1.8444444444444446,0.35555555555555557,0.037971445278237814
22,0.0001,17,24,48,32,63,55,58,38,-1.9333333333333333,5.0,2.088888888888889,0.4,0.04370486278285979
23,0.0001,17,27,33,38,48,53,64,59,-2.022222222222222,1.0,2.022222222222222,0.4222222222222222,0.03676610524312496
24,0.0001,19,29,50,56,33,69,41,64,-2.511111111111111,6.0,2.511111111111111,0.4888888888888889,0.039440175140738054
25,0.0001,21,25,53,38,41,50,63,66,-2.422222222222222,3.0,2.422222222222222,0.37777777777777777,0.02637345260684909
26,0.0001,19,25,37,39,61,42,53,56,-1.8666666666666667,3.0,1.8666666666666667,0.3111111111111111,0.01889817333851518
27,0.0001,19,21,30,47,43,57,68,50,-1.9333333333333333,3.0,1.9333333333333333,0.4666666666666667,0.04967501203659119
28,0.0001,21,30,38,29,51,65,52,65,-2.2888888888888888,3.0,2.2888888888888888,0.35555555555555557,0.03256823821339938
29,0.0001,19,29,27,61,37,48,64,51,-1.9555555555555555,5.0,1.9555555555555555,0.37777777777777777,0.03972254224270344
30,0.0001,17,26,35,40,60,51,50,64,-2.111111111111111,2.0,2.111111111111111,0.4222222222222222,0.0336334994827423
31,0.0001,23,24,33,38,53,69,59,47,-2.1777777777777776,3.0,2.1777777777777776,0.4,0.03512493007644957
32,0.0001,19,24,49,36,69,45,68,54,-2.577777777777778,5.0,2.577777777777778,0.4888888888888889,0.04630450194966307
33,0.0001,19,33,25,38,44,73,63,63,-2.4444444444444446,3.0,2.4444444444444446,0.5777777777777777,0.06248873670931698
34,0.0001,19,25,31,42,45,61,57,58,-2.0,2.0,2.0,0.3111111111111111,0.030349303302156905
35,0.0001,19,26,31,49,61,55,39,46,-1.7333333333333334,6.0,1.7777777777777777,0.3111111111111111,0.022362952701365346
36,0.0001,19,25,38,49,46,62,58,78,-2.8222222222222224,2.0,2.8222222222222224,0.6888888888888889,0.05097849462365578
37,0.0001,17,29,30,41,44,58,62,48,-1.8,2.0,1.8,0.37777777777777777,0.027073732718893906
38,0.0001,21,25,34,51,70,42,61,48,-2.311111111111111,5.0,2.311111111111111,0.4666666666666667,0.03661107038123168
39,0.0001,23,29,37,42,49,63,59,71,-2.7777777777777777,1.0,2.7777777777777777,0.4444444444444444,0.02468001383723939
40,0.0001,23,34,43,26,54,55,69,61,-2.6,3.0,2.6666666666666665,0.4,0.026193106495801866
41,0.0001,21,53,25,40,34,42,62,67,-2.1333333333333333,4.0,2.1333333333333333,0.4,0.03631376594148539
42,0.0001,19,30,32,39,46,51,62,59,-2.0,1.0,2.0,0.3333333333333333,0.019254628745943858
43,0.0001,19,24,55,39,30,46,65,62,-2.0444444444444443,4.0,2.111111111111111,0.4,0.04902751423149887
44,0.0001,21,22,36,35,53,43,69,64,-2.111111111111111,3.0,2.111111111111111,0.4444444444444444,0.051855073826765574
45,0.0001,19,23,31,46,81,45,73,61,-2.911111111111111,4.0,2.911111111111111,0.7555555555555555,0.08625202144863375
46,0.0001,19,26,58,63,29,38,44,54,-1.8444444444444446,8.0,1.9333333333333333,0.35555555555555557,0.037971445278237814
47,0.0001,17,24,38,33,46,51,66,58,-1.8888888888888888,2.0,1.8888888888888888,0.4666666666666667,0.04648600213116327
48,0.0001,19,23,42,33,59,46,63,72,-2.422222222222222,2.0,2.422222222222222,0.5555555555555556,0.05928661787295564
49,0.0001,21,52,32,42,59,43,75,64,-3.111111111111111,5.0,3.111111111111111,0.5777777777777777,0.023299800465580223
50,0.0001,19,26,58,32,60,42,53,75,-2.6,5.0,2.6,0.6222222222222222,0.05359036676977458
