run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,53,62,81,90,117,142,125,98,-4.883116883116883,3.0,4.883116883116883,0.42857142857142855,-0.04273623511904745
2,0.0001,39,42,67,94,149,83,125,104,-4.038961038961039,4.0,4.038961038961039,0.7012987012987013,0.01811115626905102
3,0.0001,34,56,48,105,112,68,121,140,-3.792207792207792,3.0,3.792207792207792,0.6493506493506493,0.02548036758563077
4,0.0001,46,71,54,84,135,138,92,106,-4.337662337662338,5.0,4.337662337662338,0.4675324675324675,-0.014216843762298259
5,0.0001,28,42,53,133,67,95,78,107,-2.74025974025974,4.0,2.74025974025974,0.6363636363636364,0.03384861407249473
6,0.0001,29,45,63,131,102,127,92,76,-3.5454545454545454,6.0,3.5584415584415585,0.5974025974025974,0.021992481203007674
7,0.0001,29,54,65,81,139,94,123,112,-3.961038961038961,3.0,3.961038961038961,0.7012987012987013,0.013296782127485196
8,0.0001,41,91,59,134,74,125,101,147,-4.935064935064935,5.0,4.935064935064935,0.6493506493506493,-0.007031828275351426
9,0.0001,48,45,105,101,121,77,133,89,-4.246753246753247,8.0,4.246753246753247,0.4155844155844156,-0.027046493145241213
10,0.0001,23,36,58,128,71,101,115,80,-2.857142857142857,4.0,2.857142857142857,0.6363636363636364,0.04470121381886094
11,0.0001,74,83,100,118,159,149,170,136,-7.753246753246753,3.0,7.753246753246753,0.5194805194805194,-0.060468727430304625
12,0.0001,26,40,62,49,106,108,127,88,-2.779220779220779,4.0,2.779220779220779,0.5844155844155844,0.04231494578029249
13,0.0001,27,43,58,97,70,112,122,80,-2.8181818181818183,4.0,2.8181818181818183,0.5064935064935064,0.0190886699507391
14,0.0001,34,49,62,97,123,115,72,80,-3.116883116883117,6.0,3.116883116883117,0.42857142857142855,-0.003447106690777524
15,0.0001,30,72,40,87,119,133,102,60,-3.25974025974026,7.0,3.4805194805194803,0.6103896103896104,0.03007664963341483
16,0.0001,32,71,44,74,132,141,88,115,-3.961038961038961,5.0,3.961038961038961,0.6883116883116883,0.027643984423037615
17,0.0001,61,98,52,109,121,83,145,135,-5.35064935064935,6.0,5.35064935064935,0.4805194805194805,-0.03611407249466936
18,0.0001,41,47,61,83,124,97,119,141,-4.1688311688311686,2.0,4.1688311688311686,0.5714285714285714,0.008891003806852371
19,0.0001,47,36,56,133,111,88,62,105,-3.1948051948051948,7.0,3.2857142857142856,0.5324675324675324,0.015338110165696417
20,0.0001,57,70,79,102,140,108,123,154,-5.7272727272727275,2.0,5.7272727272727275,0.5324675324675324,-0.03916566626650653
21,0.0001,40,55,31,66,110,112,131,95,-3.220779220779221,5.0,3.2987012987012987,0.5714285714285714,0.030636160714285765
22,0.0001,46,35,54,66,123,77,92,111,-2.7532467532467533,4.0,2.7532467532467533,0.4155844155844156,0.00632686849574271
23,0.0001,25,59,48,98,71,86,125,109,-2.9740259740259742,4.0,2.9740259740259742,0.5714285714285714,0.014579020013802735
24,0.0001,101,62,52,69,115,146,85,128,-4.753246753246753,7.0,4.753246753246753,0.4935064935064935,-0.025961176027138988
25,0.0001,65,41,67,109,79,121,129,91,-4.025974025974026,5.0,4.025974025974026,0.4155844155844156,-0.030168905168905136
26,0.0001,41,48,82,105,128,155,141,99,-5.285714285714286,4.0,5.285714285714286,0.7532467532467533,0.005833184337564967
27,0.0001,29,38,47,108,67,94,128,79,-2.5714285714285716,4.0,2.5714285714285716,0.5584415584415584,0.03910411622276033
28,0.0001,59,53,89,45,114,123,78,130,-3.883116883116883,6.0,3.883116883116883,0.37662337662337664,-0.011499896630142503
29,0.0001,30,51,75,63,102,88,130,120,-3.4675324675324677,3.0,3.4675324675324677,0.5714285714285714,0.008589854758291882
30,0.0001,44,36,61,88,117,129,69,107,-3.3636363636363638,6.0,3.3636363636363638,0.4805194805194805,0.010944700460829626
31,0.0001,67,157,81,112,140,147,119,174,-7.857142857142857,5.0,7.857142857142857,0.6623376623376623,-0.05693867316234402
32,0.0001,55,40,77,66,139,105,101,125,-4.103896103896104,5.0,4.103896103896104,0.5584415584415584,-0.005246166263115359
33,0.0001,60,85,74,143,157,127,109,97,-5.974025974025974,7.0,5.974025974025974,0.5324675324675324,-0.04380449362843719
34,0.0001,44,47,57,70,106,133,99,83,-3.207792207792208,4.0,3.207792207792208,0.42857142857142855,-0.007517326179298012
35,0.0001,42,62,71,55,102,119,86,131,-3.5844155844155843,4.0,3.5844155844155843,0.42857142857142855,-0.012564157399486575
36,0.0001,34,93,44,123,80,72,115,56,-2.9220779220779223,8.0,3.1948051948051948,0.42857142857142855,0.007959018291271214
37,0.0001,43,57,97,71,143,84,115,118,-4.363636363636363,5.0,4.363636363636363,0.5714285714285714,-0.016826923076922906
38,0.0001,37,53,65,58,118,76,108,92,-2.792207792207792,4.0,2.792207792207792,0.3246753246753247,-0.017621793363144178
39,0.0001,36,28,50,90,124,117,102,72,-2.948051948051948,6.0,3.0259740259740258,0.5194805194805194,0.03833948765289641
40,0.0001,36,30,59,48,124,108,87,100,-2.5974025974025974,6.0,2.5974025974025974,0.4935064935064935,0.03951496138996147
41,0.0001,55,64,51,77,102,130,87,121,-3.831168831168831,5.0,3.831168831168831,0.2987012987012987,-0.03106155125805765
42,0.0001,35,51,64,90,86,108,132,120,-3.8181818181818183,2.0,3.8181818181818183,0.5324675324675324,-0.002915451895043608
43,0.0001,91,69,31,149,127,105,138,81,-5.181818181818182,8.0,5.259740259740259,0.8051948051948052,-0.00521491782553718
44,0.0001,49,61,93,73,135,124,113,155,-5.337662337662338,3.0,5.337662337662338,0.6493506493506493,-0.014254581035402891
45,0.0001,33,60,84,70,135,99,115,126,-4.285714285714286,4.0,4.285714285714286,0.5974025974025974,-0.007568262762168487
46,0.0001,42,60,77,37,102,114,87,65,-2.4935064935064934,8.0,2.7532467532467533,0.2727272727272727,-0.014799412915851073
47,0.0001,33,54,81,58,103,92,116,136,-3.6493506493506493,2.0,3.6493506493506493,0.6103896103896104,0.004324984079813188
48,0.0001,50,81,125,68,92,134,114,145,-5.415584415584416,5.0,5.415584415584416,0.5064935064935064,-0.03675172170227792
49,0.0001,44,52,59,87,96,146,124,109,-4.220779220779221,2.0,4.220779220779221,0.5974025974025974,0.0006724447101016384
50,0.0001,64,50,77,135,111,154,121,90,-5.324675324675325,6.0,5.324675324675325,0.6233766233766234,-0.021642322764517274
