run,noise,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,aggregate_welfare,ordinal_harm_blind,cardinal_harm,inequality,gini
1,0.0001,28,66,78,48,103,86,59,34,-2.392156862745098,10.0,3.0392156862745097,1.3333333333333333,0.19198993499685457
2,0.0001,28,46,99,67,81,60,86,34,-2.372549019607843,8.0,3.019607843137255,1.2549019607843137,0.1891847883181006
3,0.0001,28,74,40,61,91,86,58,35,-1.8235294117647058,9.0,2.5686274509803924,1.0980392156862746,0.1840491821519974
4,0.0001,30,41,62,111,53,78,89,38,-2.392156862745098,7.0,3.0,1.4509803921568627,0.20693017404067926
5,0.0001,26,105,49,85,87,69,59,37,-2.6862745098039214,10.0,3.3137254901960786,1.411764705882353,0.19504733788048445
6,0.0001,26,41,57,81,55,70,87,34,-1.392156862745098,7.0,2.156862745098039,1.0588235294117647,0.1805169798109465
7,0.0001,30,41,90,55,75,76,42,52,-1.588235294117647,8.0,2.0980392156862746,1.0392156862745099,0.16135974426304367
8,0.0001,51,42,68,90,111,55,76,41,-3.019607843137255,10.0,3.2745098039215685,1.2352941176470589,0.16384782180169521
9,0.0001,28,43,60,93,78,59,83,36,-1.9607843137254901,8.0,2.607843137254902,1.1372549019607843,0.1796600877192982
10,0.0001,26,45,58,71,97,79,57,40,-1.8235294117647058,9.0,2.392156862745098,1.2549019607843137,0.17612106375876269
11,0.0001,28,62,45,82,105,74,58,35,-2.1372549019607843,9.0,2.784313725490196,1.3725490196078431,0.19348294048003445
12,0.0001,28,45,89,62,80,79,55,34,-1.803921568627451,9.0,2.450980392156863,1.0588235294117647,0.17522859054415707
13,0.0001,26,36,76,92,59,57,86,38,-1.7647058823529411,7.0,2.549019607843137,1.1568627450980393,0.19258118701007843
14,0.0001,34,46,66,83,106,82,58,36,-2.5686274509803924,9.0,3.0588235294117645,1.2745098039215685,0.18151714903697602
15,0.0001,30,41,74,62,100,56,86,34,-2.019607843137255,8.0,2.7058823529411766,1.2352941176470589,0.1936417129780974
16,0.0001,26,38,60,78,76,54,99,34,-1.6666666666666667,8.0,2.4901960784313726,1.2941176470588236,0.2011318619128466
17,0.0001,26,45,60,89,74,58,81,34,-1.7058823529411764,8.0,2.392156862745098,1.0980392156862746,0.1771328750140877
18,0.0001,28,66,45,84,84,103,59,35,-2.4313725490196076,9.0,3.0784313725490198,1.3333333333333333,0.19409461152882201
19,0.0001,28,44,65,104,85,61,84,35,-2.4705882352941178,9.0,3.1176470588235294,1.3529411764705883,0.1961826503016435
20,0.0001,26,42,63,101,81,90,56,34,-2.215686274509804,9.0,2.9607843137254903,1.3333333333333333,0.20791608839543074
21,0.0001,28,42,76,62,88,57,81,34,-1.7254901960784315,8.0,2.4313725490196076,1.0392156862745099,0.17589406207827252
22,0.0001,28,45,64,82,88,115,57,34,-2.607843137254902,9.0,3.2549019607843137,1.5686274509803921,0.21530214424951266
23,0.0001,26,39,56,92,75,76,51,34,-1.3529411764705883,9.0,2.156862745098039,1.1568627450980393,0.19090962372523723
24,0.0001,28,39,80,77,61,103,56,34,-1.9215686274509804,9.0,2.6862745098039214,1.3333333333333333,0.2009249064082801
25,0.0001,28,36,58,85,70,80,59,55,-1.7843137254901962,7.0,2.2745098039215685,0.9803921568627451,0.14885462062800303
26,0.0001,28,36,72,58,90,56,94,35,-1.7450980392156863,8.0,2.549019607843137,1.1568627450980393,0.19811468970934798
27,0.0001,34,48,65,78,81,101,55,36,-2.3137254901960786,9.0,2.803921568627451,1.1764705882352942,0.17166560980765166
28,0.0001,28,61,38,70,85,96,62,41,-1.9803921568627452,8.0,2.6470588235294117,1.196078431372549,0.1800087536929642
29,0.0001,32,41,74,62,101,83,59,34,-2.0784313725490198,9.0,2.7254901960784315,1.2156862745098038,0.18584578730777568
30,0.0001,26,44,68,82,107,82,57,34,-2.3529411764705883,9.0,3.0588235294117645,1.4509803921568627,0.20536842105263164
31,0.0001,26,44,62,70,86,100,57,34,-1.9411764705882353,9.0,2.6470588235294117,1.3137254901960784,0.19705526865179657
32,0.0001,26,44,69,84,87,59,104,34,-2.4901960784313726,8.0,3.196078431372549,1.392156862745098,0.20437039343921937
33,0.0001,30,57,43,59,84,77,97,39,-2.0784313725490198,6.0,2.6470588235294117,1.1764705882352942,0.17761533463287837
34,0.0001,32,40,56,76,79,54,91,34,-1.607843137254902,8.0,2.2745098039215685,1.0196078431372548,0.17474937343358388
35,0.0001,30,44,77,88,62,79,55,37,-1.803921568627451,9.0,2.372549019607843,1.0,0.16357604817127558
36,0.0001,28,64,48,78,99,76,57,35,-2.0588235294117645,9.0,2.6862745098039214,1.2549019607843137,0.17932718393922942
37,0.0001,34,50,67,83,103,82,57,35,-2.5686274509803924,9.0,3.0784313725490198,1.2156862745098038,0.17515707075908948
38,0.0001,30,64,42,79,98,57,83,34,-2.0980392156862746,8.0,2.784313725490196,1.196078431372549,0.1877174970279909
39,0.0001,28,38,72,104,85,86,55,35,-2.411764705882353,9.0,3.176470588235294,1.3529411764705883,0.20720937532698547
40,0.0001,26,42,63,75,99,84,57,37,-2.019607843137255,9.0,2.7058823529411766,1.2941176470588236,0.1926065162907269
41,0.0001,26,63,42,77,87,96,57,35,-2.019607843137255,9.0,2.764705882352941,1.2352941176470589,0.19519450800915328
42,0.0001,28,78,46,64,98,61,87,34,-2.2745098039215685,8.0,2.9215686274509802,1.2352941176470589,0.18759019524618004
43,0.0001,26,46,90,64,80,82,60,34,-2.0,9.0,2.6862745098039214,1.1176470588235294,0.1782812841231709
44,0.0001,28,43,68,80,89,96,59,34,-2.2941176470588234,9.0,2.980392156862745,1.196078431372549,0.19143280737053892
45,0.0001,28,61,41,70,94,56,83,36,-1.7450980392156863,8.0,2.450980392156863,1.1568627450980393,0.1826562675345078
46,0.0001,29,44,58,86,72,76,53,36,-1.4509803921568627,9.0,2.0588235294117645,0.9803921568627451,0.16179573382796186
47,0.0001,26,65,45,97,79,58,85,35,-2.156862745098039,8.0,2.843137254901961,1.2549019607843137,0.190735767991407
48,0.0001,30,47,61,84,60,74,97,35,-2.1176470588235294,7.0,2.7058823529411766,1.1764705882352942,0.1762618636755824
49,0.0001,26,69,45,98,84,84,59,34,-2.3333333333333335,9.0,3.0392156862745097,1.2745098039215685,0.19305980381816257
50,0.0001,28,59,42,84,80,98,55,34,-1.9607843137254901,9.0,2.6862745098039214,1.2352941176470589,0.1958059210526315
