run,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,map,seed,temperature,time_max,n_agents,run_elapsed_seconds
1,21,28,38,51,51,49,43,31,new_maybe_3,161235,0.0001,1000,8,762.862627625
2,18,28,45,44,46,40,37,31,new_maybe_3,161236,0.0001,1000,8,748.326791625
3,19,38,40,26,44,39,42,30,new_maybe_3,161237,0.0001,1000,8,715.943256833
4,23,36,46,51,29,63,43,30,new_maybe_3,161238,0.0001,1000,8,788.367267875
5,17,23,31,53,41,42,30,32,new_maybe_3,161239,0.0001,1000,8,614.289384709
6,17,34,66,56,47,41,36,30,new_maybe_3,161240,0.0001,1000,8,862.279569666
7,22,39,32,46,46,38,41,30,new_maybe_3,161241,0.0001,1000,8,754.352173667
8,17,27,48,55,40,41,37,30,new_maybe_3,161242,0.0001,1000,8,724.614481625
9,17,28,41,56,48,46,33,32,new_maybe_3,161243,0.0001,1000,8,760.457905375
10,21,31,43,37,41,50,34,32,new_maybe_3,161244,0.0001,1000,8,625.84722775
11,17,23,39,49,39,40,29,31,new_maybe_3,161245,0.0001,1000,8,619.763052625
12,18,27,34,42,38,46,39,30,new_maybe_3,161246,0.0001,1000,8,610.09067
13,17,26,48,48,66,41,39,30,new_maybe_3,161247,0.0001,1000,8,764.939389625
14,17,27,49,36,43,40,38,30,new_maybe_3,161248,0.0001,1000,8,710.814192125
15,22,25,47,41,41,45,42,30,new_maybe_3,161249,0.0001,1000,8,693.554506875
16,25,31,61,54,47,71,42,31,new_maybe_3,161250,0.0001,1000,8,807.895411542
17,19,40,28,38,56,45,50,31,new_maybe_3,161251,0.0001,1000,8,625.33735725
18,19,31,35,40,43,42,39,31,new_maybe_3,161252,0.0001,1000,8,643.254860375
19,21,30,66,38,50,40,55,30,new_maybe_3,161253,0.0001,1000,8,752.681583417
20,18,29,46,60,58,41,67,30,new_maybe_3,161254,0.0001,1000,8,793.625748166
21,21,27,54,44,46,41,37,30,new_maybe_3,161255,0.0001,1000,8,756.464911208
22,23,27,38,43,48,38,49,30,new_maybe_3,161256,0.0001,1000,8,748.418586875
23,17,23,42,36,47,41,34,31,new_maybe_3,161257,0.0001,1000,8,683.15461225
24,17,33,35,27,52,46,38,31,new_maybe_3,161258,0.0001,1000,8,681.866619084
25,17,39,41,41,56,41,36,31,new_maybe_3,161259,0.0001,1000,8,752.14548225
26,19,31,53,40,46,44,37,30,new_maybe_3,161260,0.0001,1000,8,746.948427375
27,19,28,35,40,48,44,38,32,new_maybe_3,161261,0.0001,1000,8,749.213143875
28,17,25,38,58,40,45,40,30,new_maybe_3,161262,0.0001,1000,8,656.483278208
29,19,29,37,59,53,41,34,30,new_maybe_3,161263,0.0001,1000,8,814.014679
30,19,35,41,65,42,55,69,30,new_maybe_3,161264,0.0001,1000,8,856.473468083
31,20,56,26,42,51,37,33,30,new_maybe_3,161265,0.0001,1000,8,697.224457583
32,17,27,37,53,38,49,42,30,new_maybe_3,161266,0.0001,1000,8,622.248114
33,19,26,33,50,47,38,41,30,new_maybe_3,161267,0.0001,1000,8,770.724345125
34,17,33,43,46,61,54,61,30,new_maybe_3,161268,0.0001,1000,8,900.968035625
35,26,43,29,39,55,39,54,32,new_maybe_3,161269,0.0001,1000,8,671.916284958
36,19,26,43,38,43,51,40,30,new_maybe_3,161270,0.0001,1000,8,674.171035791
37,19,31,42,64,46,40,38,31,new_maybe_3,161271,0.0001,1000,8,847.030752375
38,20,26,38,54,40,39,36,32,new_maybe_3,161272,0.0001,1000,8,689.124452709
39,23,32,51,52,40,49,36,30,new_maybe_3,161273,0.0001,1000,8,731.886050208
40,21,25,32,49,40,43,35,30,new_maybe_3,161274,0.0001,1000,8,686.695358
41,17,27,46,37,39,44,55,31,new_maybe_3,161275,0.0001,1000,8,707.464503417
42,19,27,37,42,41,42,46,32,new_maybe_3,161276,0.0001,1000,8,619.0380165
43,19,26,32,38,47,43,66,32,new_maybe_3,161277,0.0001,1000,8,562.542158667
44,20,29,51,55,42,39,41,30,new_maybe_3,161278,0.0001,1000,8,701.298025542
45,17,26,35,45,49,36,44,33,new_maybe_3,161279,0.0001,1000,8,683.2268055
46,21,27,52,54,65,45,38,30,new_maybe_3,161280,0.0001,1000,8,832.9098355
47,20,38,31,51,66,42,37,31,new_maybe_3,161281,0.0001,1000,8,716.612973417
48,17,25,35,41,44,44,40,32,new_maybe_3,161282,0.0001,1000,8,680.735439625
49,18,55,28,41,57,39,46,30,new_maybe_3,161283,0.0001,1000,8,793.201839375
50,20,27,46,34,59,40,41,33,new_maybe_3,161284,0.0001,1000,8,712.790521667
