run,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,map,seed,temperature,time_max,n_agents,run_elapsed_seconds
1,17,21,21,23,25,24,29,31,no_line_3_test,31235,0.0001,1000,8,1009.695640958
2,14,19,21,22,22,25,27,31,no_line_3_test,31236,0.0001,1000,8,798.604075
3,15,19,22,24,22,26,39,33,no_line_3_test,31237,0.0001,1000,8,1018.800616458
4,14,19,19,21,23,26,31,39,no_line_3_test,31238,0.0001,1000,8,935.17834025
5,14,19,20,24,31,24,35,29,no_line_3_test,31239,0.0001,1000,8,790.421632417
6,14,21,20,22,23,23,31,30,no_line_3_test,31240,0.0001,1000,8,794.849893125
7,15,24,22,21,23,27,29,33,no_line_3_test,31241,0.0001,1000,8,813.45780275
8,16,19,22,24,20,26,28,32,no_line_3_test,31242,0.0001,1000,8,816.278261958
9,15,20,20,24,25,25,32,35,no_line_3_test,31243,0.0001,1000,8,799.229814375
10,16,20,23,19,24,27,27,35,no_line_3_test,31244,0.0001,1000,8,805.443490625
11,14,19,22,22,21,27,27,36,no_line_3_test,31245,0.0001,1000,8,845.013416291
12,14,21,22,26,22,34,29,34,no_line_3_test,31246,0.0001,1000,8,899.534107125
13,15,21,22,27,20,32,25,32,no_line_3_test,31247,0.0001,1000,8,752.6534955
14,14,19,19,24,22,25,30,30,no_line_3_test,31248,0.0001,1000,8,781.715880209
15,15,23,23,22,20,34,27,30,no_line_3_test,31249,0.0001,1000,8,724.86205375
16,15,20,22,23,25,21,31,35,no_line_3_test,31250,0.0001,1000,8,702.561292541
17,16,21,20,26,23,29,29,33,no_line_3_test,31251,0.0001,1000,8,681.91299925
18,15,20,20,23,26,22,32,33,no_line_3_test,31252,0.0001,1000,8,720.036032208
19,14,18,21,19,24,27,28,31,no_line_3_test,31253,0.0001,1000,8,661.545737084
20,14,19,19,25,23,32,29,31,no_line_3_test,31254,0.0001,1000,8,677.242913834
21,14,19,21,22,24,25,29,33,no_line_3_test,31255,0.0001,1000,8,654.99351225
22,14,19,21,20,22,24,31,36,no_line_3_test,31256,0.0001,1000,8,700.834655917
23,15,19,22,22,23,23,29,34,no_line_3_test,31257,0.0001,1000,8,861.812711875
24,15,19,22,26,24,27,35,28,no_line_3_test,31258,0.0001,1000,8,1154.165391875
25,14,20,20,22,25,28,30,29,no_line_3_test,31259,0.0001,1000,8,1180.356864542
26,16,20,21,19,26,23,31,32,no_line_3_test,31260,0.0001,1000,8,1074.729945167
27,14,19,19,22,25,28,24,33,no_line_3_test,31261,0.0001,1000,8,988.847692334
28,14,19,22,21,23,26,28,31,no_line_3_test,31262,0.0001,1000,8,805.955631916
29,14,19,21,21,22,27,35,29,no_line_3_test,31263,0.0001,1000,8,704.161970709
30,14,20,21,22,24,27,27,34,no_line_3_test,31264,0.0001,1000,8,623.663039166
31,14,20,20,21,23,30,41,26,no_line_3_test,31265,0.0001,1000,8,685.892155958
32,14,19,22,26,24,26,34,29,no_line_3_test,31266,0.0001,1000,8,724.6054205
33,15,20,23,19,29,24,35,34,no_line_3_test,31267,0.0001,1000,8,787.226384709
34,15,21,21,25,24,23,33,29,no_line_3_test,31268,0.0001,1000,8,631.594303166
35,16,24,21,21,24,19,34,30,no_line_3_test,31269,0.0001,1000,8,620.927021792
36,14,19,19,25,22,30,30,36,no_line_3_test,31270,0.0001,1000,8,717.219208166
37,15,19,21,30,26,23,27,34,no_line_3_test,31271,0.0001,1000,8,631.877362208
38,14,19,19,22,24,30,34,30,no_line_3_test,31272,0.0001,1000,8,708.410553375
39,15,21,22,25,27,23,34,28,no_line_3_test,31273,0.0001,1000,8,659.64317325
40,14,19,21,24,21,25,37,33,no_line_3_test,31274,0.0001,1000,8,635.600795458
41,14,19,21,24,30,25,25,34,no_line_3_test,31275,0.0001,1000,8,601.156029709
42,14,22,26,20,23,23,33,27,no_line_3_test,31276,0.0001,1000,8,570.328158166
43,14,20,25,22,22,27,25,36,no_line_3_test,31277,0.0001,1000,8,521.090688708
44,15,19,20,25,23,31,24,33,no_line_3_test,31278,0.0001,1000,8,538.80302975
45,16,21,21,21,26,31,33,30,no_line_3_test,31279,0.0001,1000,8,630.336688875
46,15,19,20,22,24,27,31,30,no_line_3_test,31280,0.0001,1000,8,597.261642667
47,15,26,18,21,25,33,27,32,no_line_3_test,31281,0.0001,1000,8,571.230714958
48,14,19,19,23,24,24,31,29,no_line_3_test,31282,0.0001,1000,8,555.319684584
49,16,20,19,21,24,24,31,34,no_line_3_test,31283,0.0001,1000,8,574.800093542
50,16,20,22,25,26,24,30,32,no_line_3_test,31284,0.0001,1000,8,600.772307667
