run,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,map,seed,temperature,time_max,n_agents,run_elapsed_seconds
1,29,33,79,85,50,119,79,103,yes_line_8_test,51235,0.0001,1000,8,2388.284977625
2,38,43,67,119,75,94,105,124,yes_line_8_test,51236,0.0001,1000,8,2597.414478917
3,47,78,106,47,62,78,94,125,yes_line_8_test,51237,0.0001,1000,8,2708.345548291
4,58,47,99,74,80,115,97,130,yes_line_8_test,51238,0.0001,1000,8,2790.158455917
5,30,43,41,90,133,115,100,87,yes_line_8_test,51239,0.0001,1000,8,2195.147247125
6,26,36,41,53,72,76,92,111,yes_line_8_test,51240,0.0001,1000,8,1987.167402834
7,32,39,125,53,61,76,95,111,yes_line_8_test,51241,0.0001,1000,8,2236.321677542
8,31,98,34,114,50,76,53,80,yes_line_8_test,51242,0.0001,1000,8,2092.136081583
9,54,59,88,121,83,149,96,121,yes_line_8_test,51243,0.0001,1000,8,2352.705328541
10,30,48,58,103,87,80,82,123,yes_line_8_test,51244,0.0001,1000,8,1960.127069416
11,30,102,51,37,84,87,105,57,yes_line_8_test,51245,0.0001,1000,8,1643.941799
12,31,90,41,107,52,78,112,83,yes_line_8_test,51246,0.0001,1000,8,2893.32011
13,29,33,87,46,94,89,57,114,yes_line_8_test,51247,0.0001,1000,8,2590.751409458
14,27,59,34,53,86,79,119,99,yes_line_8_test,51248,0.0001,1000,8,1869.168274334
15,27,35,69,50,87,76,112,93,yes_line_8_test,51249,0.0001,1000,8,1784.771233
16,26,54,49,56,96,79,69,109,yes_line_8_test,51250,0.0001,1000,8,1576.340758583
17,30,34,76,53,98,62,118,83,yes_line_8_test,51251,0.0001,1000,8,1772.489717041
18,27,32,44,72,80,101,101,120,yes_line_8_test,51252,0.0001,1000,8,1609.344185208
19,29,47,48,88,116,79,62,96,yes_line_8_test,51253,0.0001,1000,8,1581.838928042
20,26,72,34,59,56,100,80,111,yes_line_8_test,51254,0.0001,1000,8,1465.498946417
21,42,47,57,103,78,122,74,91,yes_line_8_test,51255,0.0001,1000,8,1681.924009833
22,28,50,90,75,96,63,46,119,yes_line_8_test,51256,0.0001,1000,8,1449.889747917
23,34,41,99,47,111,110,82,74,yes_line_8_test,51257,0.0001,1000,8,1285.631417833
24,33,36,65,98,58,102,52,73,yes_line_8_test,51258,0.0001,1000,8,934.473086333
25,32,35,88,57,85,58,104,120,yes_line_8_test,51259,0.0001,1000,8,1106.4147575
26,38,39,57,115,90,108,71,64,yes_line_8_test,51260,0.0001,1000,8,989.217532708
27,43,36,40,79,60,66,106,99,yes_line_8_test,51261,0.0001,1000,8,911.548872417
28,32,45,108,50,100,67,72,91,yes_line_8_test,51262,0.0001,1000,8,953.713165
29,25,30,72,110,61,118,91,130,yes_line_8_test,51263,0.0001,1000,8,897.191466917
30,38,59,45,70,122,93,108,88,yes_line_8_test,51264,0.0001,1000,8,973.104732
31,29,36,52,100,122,110,88,68,yes_line_8_test,51265,0.0001,1000,8,950.111945833
32,26,30,55,78,60,98,78,117,yes_line_8_test,51266,0.0001,1000,8,873.813170083
33,33,37,58,94,65,124,71,101,yes_line_8_test,51267,0.0001,1000,8,775.816065083
34,29,51,54,82,60,118,91,103,yes_line_8_test,51268,0.0001,1000,8,923.334707334
35,27,29,62,47,95,69,110,75,yes_line_8_test,51269,0.0001,1000,8,818.920979458
36,27,40,45,98,60,86,86,110,yes_line_8_test,51270,0.0001,1000,8,803.552481125
37,26,47,31,67,54,93,99,103,yes_line_8_test,51271,0.0001,1000,8,758.618951458
38,25,47,100,80,53,85,114,59,yes_line_8_test,51272,0.0001,1000,8,931.468233958
39,30,36,121,89,77,53,132,95,yes_line_8_test,51273,0.0001,1000,8,932.333474375
40,32,52,67,111,77,94,127,105,yes_line_8_test,51274,0.0001,1000,8,976.734605958
41,25,46,33,81,74,64,106,89,yes_line_8_test,51275,0.0001,1000,8,777.67330175
42,26,67,59,79,33,97,118,104,yes_line_8_test,51276,0.0001,1000,8,848.474800958
43,31,57,34,85,71,51,113,123,yes_line_8_test,51277,0.0001,1000,8,822.203443291
44,25,30,54,47,104,80,89,121,yes_line_8_test,51278,0.0001,1000,8,892.757276584
45,39,35,62,86,61,88,115,121,yes_line_8_test,51279,0.0001,1000,8,936.656160833
46,30,45,107,88,60,74,53,108,yes_line_8_test,51280,0.0001,1000,8,761.928364792
47,34,49,112,98,41,70,89,92,yes_line_8_test,51281,0.0001,1000,8,860.826387
48,31,45,47,77,55,96,84,109,yes_line_8_test,51282,0.0001,1000,8,801.814390417
49,28,42,62,105,51,119,79,85,yes_line_8_test,51283,0.0001,1000,8,779.308595666
50,26,105,33,102,76,49,57,82,yes_line_8_test,51284,0.0001,1000,8,637.553799333
