run,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,map,seed,temperature,time_max,n_agents,run_elapsed_seconds
1,21,22,44,31,44,52,51,64,yes_line_7_test,41235,0.0001,1000,8,1107.797648541
2,19,28,34,38,51,46,69,58,yes_line_7_test,41236,0.0001,1000,8,1280.283871917
3,19,28,39,47,34,51,64,59,yes_line_7_test,41237,0.0001,1000,8,1197.248942541
4,19,57,22,28,34,67,45,46,yes_line_7_test,41238,0.0001,1000,8,1182.522326166
5,21,24,35,50,44,55,64,41,yes_line_7_test,41239,0.0001,1000,8,1202.207391125
6,21,25,37,49,33,56,64,42,yes_line_7_test,41240,0.0001,1000,8,1138.453977959
7,19,26,33,41,41,49,59,71,yes_line_7_test,41241,0.0001,1000,8,1189.113764458
8,17,35,26,56,51,38,64,40,yes_line_7_test,41242,0.0001,1000,8,1103.917438333
9,17,27,47,69,33,53,61,35,yes_line_7_test,41243,0.0001,1000,8,1212.911254459
10,19,28,37,56,35,51,55,66,yes_line_7_test,41244,0.0001,1000,8,1104.368832583
11,19,24,54,29,69,40,44,58,yes_line_7_test,41245,0.0001,1000,8,1169.750078916
12,19,27,41,59,35,43,74,53,yes_line_7_test,41246,0.0001,1000,8,1323.45072975
13,17,31,25,42,38,51,56,59,yes_line_7_test,41247,0.0001,1000,8,1100.263624125
14,19,23,32,60,41,48,54,68,yes_line_7_test,41248,0.0001,1000,8,1289.858798209
15,19,23,67,42,35,59,69,51,yes_line_7_test,41249,0.0001,1000,8,1229.904327292
16,17,24,53,33,46,37,65,60,yes_line_7_test,41250,0.0001,1000,8,1247.754409958
17,17,27,40,47,35,63,71,55,yes_line_7_test,41251,0.0001,1000,8,1243.03591575
18,19,42,27,43,35,54,56,61,yes_line_7_test,41252,0.0001,1000,8,1199.699604083
19,17,51,26,31,38,69,42,58,yes_line_7_test,41253,0.0001,1000,8,1159.697043334
20,17,38,25,33,63,53,41,56,yes_line_7_test,41254,0.0001,1000,8,1155.723442292
21,19,27,35,30,58,39,64,48,yes_line_7_test,41255,0.0001,1000,8,1106.294408625
22,20,29,24,37,55,39,62,46,yes_line_7_test,41256,0.0001,1000,8,1009.494373958
23,21,27,31,55,40,42,50,67,yes_line_7_test,41257,0.0001,1000,8,1190.924779208
24,21,68,24,36,27,43,50,58,yes_line_7_test,41258,0.0001,1000,8,1134.02791925
25,17,47,24,35,34,67,53,66,yes_line_7_test,41259,0.0001,1000,8,1204.5497055
26,19,34,25,57,44,38,59,70,yes_line_7_test,41260,0.0001,1000,8,1258.380356
27,19,31,33,50,43,65,46,62,yes_line_7_test,41261,0.0001,1000,8,1205.821705958
28,22,50,32,27,38,52,66,60,yes_line_7_test,41262,0.0001,1000,8,1277.261615708
29,19,25,29,41,56,68,42,59,yes_line_7_test,41263,0.0001,1000,8,1137.572126417
30,21,21,28,34,49,43,55,67,yes_line_7_test,41264,0.0001,1000,8,1107.699364834
31,17,29,41,59,29,43,54,75,yes_line_7_test,41265,0.0001,1000,8,1181.663022208
32,21,35,27,49,55,37,63,69,yes_line_7_test,41266,0.0001,1000,8,1366.831649
33,19,24,43,30,63,51,38,54,yes_line_7_test,41267,0.0001,1000,8,1085.314627625
34,19,21,36,33,38,48,51,60,yes_line_7_test,41268,0.0001,1000,8,1037.804395
35,23,26,29,37,47,53,60,46,yes_line_7_test,41269,0.0001,1000,8,1149.578367917
36,29,24,31,47,37,46,59,65,yes_line_7_test,41270,0.0001,1000,8,1084.006477791
37,17,26,33,33,50,55,67,44,yes_line_7_test,41271,0.0001,1000,8,1138.5850325
38,17,34,24,49,40,60,66,40,yes_line_7_test,41272,0.0001,1000,8,1099.626073583
39,21,22,39,27,40,45,52,58,yes_line_7_test,41273,0.0001,1000,8,1023.352293208
40,22,22,31,37,57,44,50,64,yes_line_7_test,41274,0.0001,1000,8,1226.148435417
41,21,26,31,39,48,55,46,65,yes_line_7_test,41275,0.0001,1000,8,1088.240391375
42,23,26,45,29,33,51,61,66,yes_line_7_test,41276,0.0001,1000,8,1129.901227167
43,19,26,31,47,36,59,68,49,yes_line_7_test,41277,0.0001,1000,8,1126.372104792
44,21,24,44,66,59,29,54,38,yes_line_7_test,41278,0.0001,1000,8,1177.610857875
45,19,24,49,59,38,33,49,67,yes_line_7_test,41279,0.0001,1000,8,1195.591620125
46,17,30,36,24,49,44,55,59,yes_line_7_test,41280,0.0001,1000,8,1056.387713167
47,21,23,35,32,43,47,62,55,yes_line_7_test,41281,0.0001,1000,8,1134.526155542
48,17,24,34,44,39,64,57,56,yes_line_7_test,41282,0.0001,1000,8,1163.674572959
49,21,25,30,42,42,59,68,55,yes_line_7_test,41283,0.0001,1000,8,1237.231972666
50,17,30,34,38,50,43,64,68,yes_line_7_test,41284,0.0001,1000,8,1497.793061541
