run,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,map,seed,temperature,time_max,n_agents,run_elapsed_seconds
1,15,74,25,34,59,21,17,17,maybe_4,111235,0.0001,1000,8,1322.059989417
2,15,24,43,34,55,19,17,17,maybe_4,111236,0.0001,1000,8,950.274456875
3,15,26,35,45,55,23,17,17,maybe_4,111237,0.0001,1000,8,973.03342425
4,15,24,33,42,51,19,17,17,maybe_4,111238,0.0001,1000,8,971.578314166
5,15,24,54,34,45,19,17,17,maybe_4,111239,0.0001,1000,8,889.18220575
6,15,24,33,54,43,27,17,17,maybe_4,111240,0.0001,1000,8,842.853755833
7,15,24,33,42,31,19,17,17,maybe_4,111241,0.0001,1000,8,658.214382667
8,15,24,58,34,45,20,17,17,maybe_4,111242,0.0001,1000,8,756.394980833
9,15,24,33,56,45,19,17,17,maybe_4,111243,0.0001,1000,8,637.953037875
10,15,24,33,42,53,19,17,17,maybe_4,111244,0.0001,1000,8,620.595817917
11,15,24,35,42,53,19,17,17,maybe_4,111245,0.0001,1000,8,515.670252791
12,15,24,33,44,29,20,17,17,maybe_4,111246,0.0001,1000,8,581.503255958
13,15,24,37,42,51,19,17,17,maybe_4,111247,0.0001,1000,8,692.983987833
14,15,25,33,53,43,21,17,17,maybe_4,111248,0.0001,1000,8,643.15708675
15,15,36,25,42,61,22,17,17,maybe_4,111249,0.0001,1000,8,746.60891975
16,15,24,33,46,55,20,17,17,maybe_4,111250,0.0001,1000,8,662.162371375
17,15,24,33,66,43,19,17,17,maybe_4,111251,0.0001,1000,8,466.57107225
18,15,24,33,42,53,20,17,17,maybe_4,111252,0.0001,1000,8,439.321171
19,15,24,33,42,51,19,17,17,maybe_4,111253,0.0001,1000,8,389.62556675
20,15,24,33,42,53,19,17,17,maybe_4,111254,0.0001,1000,8,443.126039959
21,15,28,35,46,32,19,17,17,maybe_4,111255,0.0001,1000,8,352.435016625
22,15,24,33,42,51,23,17,17,maybe_4,111256,0.0001,1000,8,343.762397375
23,15,24,33,42,51,21,17,17,maybe_4,111257,0.0001,1000,8,437.0293955
24,15,24,33,60,47,19,17,17,maybe_4,111258,0.0001,1000,8,510.143689875
25,15,24,33,42,51,23,17,17,maybe_4,111259,0.0001,1000,8,300.7468125
26,15,24,33,42,51,19,17,17,maybe_4,111260,0.0001,1000,8,312.717467959
27,15,24,33,43,51,19,17,17,maybe_4,111261,0.0001,1000,8,277.408011583
28,15,24,33,42,51,27,17,17,maybe_4,111262,0.0001,1000,8,335.642492583
29,15,24,33,54,43,21,17,17,maybe_4,111263,0.0001,1000,8,442.931407083
30,15,27,33,42,51,19,17,17,maybe_4,111264,0.0001,1000,8,467.485258208
31,15,24,33,43,53,19,17,17,maybe_4,111265,0.0001,1000,8,442.995123542
32,15,24,33,42,53,19,17,17,maybe_4,111266,0.0001,1000,8,326.677201625
33,15,34,25,42,31,22,17,17,maybe_4,111267,0.0001,1000,8,335.351938
34,15,24,33,42,53,19,17,17,maybe_4,111268,0.0001,1000,8,255.440781791
35,15,24,33,42,51,19,17,17,maybe_4,111269,0.0001,1000,8,329.203534917
36,15,24,33,42,53,26,17,17,maybe_4,111270,0.0001,1000,8,435.423885709
37,15,24,33,42,53,21,17,17,maybe_4,111271,0.0001,1000,8,273.512268792
38,15,24,57,34,43,19,17,17,maybe_4,111272,0.0001,1000,8,438.418932375
39,15,24,33,48,40,22,17,17,maybe_4,111273,0.0001,1000,8,366.123185292
40,15,28,33,42,51,19,17,17,maybe_4,111274,0.0001,1000,8,254.76137125
41,15,34,25,44,31,20,17,17,maybe_4,111275,0.0001,1000,8,318.024270958
42,15,24,47,34,29,19,17,17,maybe_4,111276,0.0001,1000,8,317.770573542
43,15,24,35,44,55,20,17,17,maybe_4,111277,0.0001,1000,8,281.973542083
44,15,24,35,42,53,20,17,17,maybe_4,111278,0.0001,1000,8,315.798076333
45,15,26,35,56,43,23,17,17,maybe_4,111279,0.0001,1000,8,307.562404958
46,15,24,33,44,53,19,17,17,maybe_4,111280,0.0001,1000,8,263.795693333
47,15,24,49,40,71,22,17,17,maybe_4,111281,0.0001,1000,8,410.959283125
48,15,24,33,58,43,19,17,17,maybe_4,111282,0.0001,1000,8,359.242972666
49,15,24,33,45,53,19,17,17,maybe_4,111283,0.0001,1000,8,275.451393792
50,15,24,33,42,55,23,17,17,maybe_4,111284,0.0001,1000,8,192.586699292
