run,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,map,seed,temperature,time_max,n_agents,run_elapsed_seconds
1,17,17,22,24,24,25,32,34,no_line_1_test,11235,0.0001,1000,8,1157.733761458
2,18,18,20,24,26,26,29,29,no_line_1_test,11236,0.0001,1000,8,1231.318354209
3,19,19,18,25,23,31,27,30,no_line_1_test,11237,0.0001,1000,8,1117.344681292
4,18,19,23,22,22,25,24,29,no_line_1_test,11238,0.0001,1000,8,1151.426325791
5,18,20,22,24,22,31,23,25,no_line_1_test,11239,0.0001,1000,8,1167.244838084
6,21,19,20,23,23,30,26,32,no_line_1_test,11240,0.0001,1000,8,1133.120476917
7,19,19,20,21,21,27,30,30,no_line_1_test,11241,0.0001,1000,8,1133.772051333
8,16,18,21,21,24,26,27,29,no_line_1_test,11242,0.0001,1000,8,1084.036700083
9,18,17,22,25,23,28,26,31,no_line_1_test,11243,0.0001,1000,8,1111.589259125
10,18,20,22,21,22,25,27,29,no_line_1_test,11244,0.0001,1000,8,1139.590379417
11,17,20,20,23,23,26,29,25,no_line_1_test,11245,0.0001,1000,8,1052.917615834
12,19,20,20,21,24,26,25,26,no_line_1_test,11246,0.0001,1000,8,1079.958896416
13,17,17,22,22,24,23,27,29,no_line_1_test,11247,0.0001,1000,8,1085.544565375
14,18,20,20,24,22,25,28,27,no_line_1_test,11248,0.0001,1000,8,1143.803167
15,18,20,19,21,26,27,31,28,no_line_1_test,11249,0.0001,1000,8,1205.656835833
16,16,22,20,22,30,24,29,28,no_line_1_test,11250,0.0001,1000,8,1075.607024292
17,20,17,21,24,26,23,27,27,no_line_1_test,11251,0.0001,1000,8,1119.834299208
18,17,22,20,24,24,24,33,28,no_line_1_test,11252,0.0001,1000,8,1079.021221042
19,18,18,20,25,22,29,25,30,no_line_1_test,11253,0.0001,1000,8,1095.595167916
20,18,18,22,24,24,24,30,33,no_line_1_test,11254,0.0001,1000,8,1136.519501959
21,18,17,19,22,23,26,33,30,no_line_1_test,11255,0.0001,1000,8,1093.052507083
22,18,18,20,23,23,27,28,25,no_line_1_test,11256,0.0001,1000,8,1079.835163042
23,18,20,22,23,21,23,26,31,no_line_1_test,11257,0.0001,1000,8,990.885608333
24,18,17,19,24,22,28,25,28,no_line_1_test,11258,0.0001,1000,8,1103.618932875
25,19,18,20,19,24,28,31,30,no_line_1_test,11259,0.0001,1000,8,1152.378754834
26,17,19,21,21,25,23,27,27,no_line_1_test,11260,0.0001,1000,8,956.043987041
27,18,20,19,21,22,26,27,27,no_line_1_test,11261,0.0001,1000,8,1118.462193292
28,18,18,22,22,28,26,27,31,no_line_1_test,11262,0.0001,1000,8,1067.610480166
29,21,20,18,24,26,23,27,29,no_line_1_test,11263,0.0001,1000,8,1099.040765667
30,17,20,20,21,28,25,29,27,no_line_1_test,11264,0.0001,1000,8,1156.690382125
31,17,17,20,23,25,24,26,34,no_line_1_test,11265,0.0001,1000,8,1085.809538166
32,16,20,20,23,22,25,29,27,no_line_1_test,11266,0.0001,1000,8,1100.056726
33,16,19,20,23,24,26,27,29,no_line_1_test,11267,0.0001,1000,8,1018.769643625
34,19,18,23,24,24,30,24,31,no_line_1_test,11268,0.0001,1000,8,1208.767737333
35,16,21,20,23,24,25,27,31,no_line_1_test,11269,0.0001,1000,8,1092.407286625
36,19,18,23,19,25,32,27,27,no_line_1_test,11270,0.0001,1000,8,1078.80420025
37,17,22,21,23,25,24,26,28,no_line_1_test,11271,0.0001,1000,8,1136.682919209
38,18,20,29,24,22,25,29,39,no_line_1_test,11272,0.0001,1000,8,1148.957355833
39,16,20,22,21,24,24,27,27,no_line_1_test,11273,0.0001,1000,8,1072.169341875
40,17,17,21,28,24,26,32,39,no_line_1_test,11274,0.0001,1000,8,1162.532055333
41,16,21,21,24,27,25,32,27,no_line_1_test,11275,0.0001,1000,8,1143.460325166
42,18,19,19,23,22,24,27,30,no_line_1_test,11276,0.0001,1000,8,1133.527792334
43,19,19,21,21,25,27,26,29,no_line_1_test,11277,0.0001,1000,8,1040.61311325
44,16,20,22,23,23,26,26,31,no_line_1_test,11278,0.0001,1000,8,1082.953783125
45,17,22,20,23,26,26,35,30,no_line_1_test,11279,0.0001,1000,8,1094.371038375
46,20,18,22,22,25,23,31,32,no_line_1_test,11280,0.0001,1000,8,1082.138085459
47,16,20,22,21,24,26,26,32,no_line_1_test,11281,0.0001,1000,8,1162.382123542
48,20,18,18,24,23,28,26,29,no_line_1_test,11282,0.0001,1000,8,998.771038792
49,17,17,21,22,22,27,27,35,no_line_1_test,11283,0.0001,1000,8,1152.084212292
50,16,20,20,20,25,25,28,28,no_line_1_test,11284,0.0001,1000,8,1048.62214125
