run,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,map,seed,temperature,time_max,n_agents,run_elapsed_seconds
1,16,21,26,30,27,37,30,40,new_maybe_2,151235,0.0001,1000,8,532.456801458
2,16,24,28,21,26,38,33,35,new_maybe_2,151236,0.0001,1000,8,484.890841958
3,17,21,28,23,32,36,38,33,new_maybe_2,151237,0.0001,1000,8,503.8873895
4,16,21,23,32,28,27,40,35,new_maybe_2,151238,0.0001,1000,8,480.890726291
5,16,21,22,37,29,38,33,31,new_maybe_2,151239,0.0001,1000,8,460.114307042
6,16,21,26,28,40,29,33,37,new_maybe_2,151240,0.0001,1000,8,467.29623725
7,16,21,39,31,33,27,37,40,new_maybe_2,151241,0.0001,1000,8,537.287362583
8,16,28,20,30,25,38,31,36,new_maybe_2,151242,0.0001,1000,8,443.458974333
9,18,23,26,22,34,27,34,41,new_maybe_2,151243,0.0001,1000,8,417.757421292
10,16,21,22,32,28,36,28,36,new_maybe_2,151244,0.0001,1000,8,404.790236875
11,16,27,23,31,29,35,29,37,new_maybe_2,151245,0.0001,1000,8,384.271501834
12,16,23,20,26,37,27,34,37,new_maybe_2,151246,0.0001,1000,8,392.758857875
13,16,23,32,33,22,32,24,44,new_maybe_2,151247,0.0001,1000,8,395.313134208
14,17,22,24,31,26,35,36,39,new_maybe_2,151248,0.0001,1000,8,418.7743785
15,18,29,22,30,37,31,46,38,new_maybe_2,151249,0.0001,1000,8,470.77654225
16,16,21,27,27,26,33,31,36,new_maybe_2,151250,0.0001,1000,8,393.692758625
17,16,25,23,27,37,31,34,38,new_maybe_2,151251,0.0001,1000,8,455.389511625
18,16,21,22,25,33,43,24,31,new_maybe_2,151252,0.0001,1000,8,367.037232083
19,16,23,20,30,41,27,28,34,new_maybe_2,151253,0.0001,1000,8,368.851698542
20,16,21,23,28,36,38,32,28,new_maybe_2,151254,0.0001,1000,8,385.326323125
21,16,21,24,32,28,26,36,39,new_maybe_2,151255,0.0001,1000,8,399.632542459
22,16,22,38,36,24,30,28,44,new_maybe_2,151256,0.0001,1000,8,405.298253125
23,16,23,20,30,30,26,36,41,new_maybe_2,151257,0.0001,1000,8,569.199224667
24,16,21,20,32,27,29,38,31,new_maybe_2,151258,0.0001,1000,8,587.803663917
25,16,25,20,27,36,29,31,38,new_maybe_2,151259,0.0001,1000,8,674.972040125
26,16,22,26,35,28,32,30,37,new_maybe_2,151260,0.0001,1000,8,844.468842792
27,16,21,30,21,42,28,33,36,new_maybe_2,151261,0.0001,1000,8,643.58032325
28,16,21,23,26,29,44,36,40,new_maybe_2,151262,0.0001,1000,8,702.652807125
29,16,23,20,31,32,27,29,41,new_maybe_2,151263,0.0001,1000,8,634.04976325
30,16,21,27,23,31,37,29,42,new_maybe_2,151264,0.0001,1000,8,562.354053083
31,16,21,21,27,24,33,36,32,new_maybe_2,151265,0.0001,1000,8,410.51929425
32,16,22,35,25,26,25,32,40,new_maybe_2,151266,0.0001,1000,8,424.519874667
33,16,21,34,27,30,25,40,30,new_maybe_2,151267,0.0001,1000,8,402.521714792
34,18,23,27,31,29,37,32,41,new_maybe_2,151268,0.0001,1000,8,418.264891209
35,17,21,25,33,27,31,42,30,new_maybe_2,151269,0.0001,1000,8,397.524199167
36,18,29,28,24,43,32,30,37,new_maybe_2,151270,0.0001,1000,8,453.487601833
37,17,23,20,31,30,35,27,39,new_maybe_2,151271,0.0001,1000,8,392.029706375
38,16,21,26,26,36,39,32,43,new_maybe_2,151272,0.0001,1000,8,435.815051958
39,16,23,20,32,32,41,34,41,new_maybe_2,151273,0.0001,1000,8,422.947206709
40,16,21,24,29,34,26,41,36,new_maybe_2,151274,0.0001,1000,8,425.038586917
41,16,22,25,29,32,38,39,34,new_maybe_2,151275,0.0001,1000,8,393.173428625
42,16,21,24,32,28,38,26,32,new_maybe_2,151276,0.0001,1000,8,341.292331625
43,16,21,26,24,34,25,42,33,new_maybe_2,151277,0.0001,1000,8,390.59180675
44,16,25,22,25,31,31,36,41,new_maybe_2,151278,0.0001,1000,8,387.091899333
45,18,22,27,33,28,38,30,36,new_maybe_2,151279,0.0001,1000,8,424.830838041
46,16,21,30,22,28,35,39,37,new_maybe_2,151280,0.0001,1000,8,435.582481
47,16,23,20,37,26,42,28,33,new_maybe_2,151281,0.0001,1000,8,426.664594875
48,16,23,20,29,30,34,37,39,new_maybe_2,151282,0.0001,1000,8,385.825708708
49,16,21,23,36,28,37,36,31,new_maybe_2,151283,0.0001,1000,8,405.330346792
50,16,23,25,34,33,27,40,31,new_maybe_2,151284,0.0001,1000,8,392.507549416
